seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	18	46	91	True	0.0	0.0	0.01098901098901099	0.5	0.5652173913043478	0.5604395604395604	0.0	0.5652173913043478	0.01098901098901099	0.5604395604395604
2	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.6666666666666666	0.5869565217391305	0.5604395604395604	0.021739130434782608	0.5869565217391305	0.01098901098901099	0.5604395604395604
3	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.5555555555555556	0.5652173913043478	0.5604395604395604	0.021739130434782608	0.5652173913043478	0.01098901098901099	0.5604395604395604
4	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.5	0.6739130434782609	0.5604395604395604	0.021739130434782608	0.6739130434782609	0.01098901098901099	0.5604395604395604
5	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.3333333333333333	0.6956521739130435	0.5604395604395604	0.021739130434782608	0.6956521739130435	0.01098901098901099	0.5604395604395604
6	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.4444444444444444	0.6304347826086957	0.5604395604395604	0.021739130434782608	0.6304347826086957	0.01098901098901099	0.5604395604395604
7	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.3888888888888889	0.5869565217391305	0.5604395604395604	0.021739130434782608	0.5869565217391305	0.01098901098901099	0.5604395604395604
8	18	46	91	True	0.0	0.0	0.01098901098901099	0.5555555555555556	0.5217391304347826	0.5604395604395604	0.0	0.5217391304347826	0.01098901098901099	0.5604395604395604
9	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.6666666666666666	0.5652173913043478	0.5604395604395604	0.021739130434782608	0.5652173913043478	0.01098901098901099	0.5604395604395604
10	18	46	91	True	0.05555555555555555	0.0	0.01098901098901099	0.6666666666666666	0.5434782608695652	0.5604395604395604	0.0	0.5434782608695652	0.01098901098901099	0.5604395604395604
11	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.6111111111111112	0.4782608695652174	0.5604395604395604	0.021739130434782608	0.4782608695652174	0.01098901098901099	0.5604395604395604
12	18	46	91	True	0.05555555555555555	0.0	0.01098901098901099	0.5555555555555556	0.5434782608695652	0.5604395604395604	0.0	0.5434782608695652	0.01098901098901099	0.5604395604395604
13	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.6666666666666666	0.5652173913043478	0.5604395604395604	0.021739130434782608	0.5652173913043478	0.01098901098901099	0.5604395604395604
14	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.3333333333333333	0.6521739130434783	0.5604395604395604	0.021739130434782608	0.6521739130434783	0.01098901098901099	0.5604395604395604
15	18	46	91	True	0.05555555555555555	0.0	0.01098901098901099	0.7777777777777778	0.45652173913043476	0.5604395604395604	0.0	0.45652173913043476	0.01098901098901099	0.5604395604395604
16	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.5555555555555556	0.5869565217391305	0.5604395604395604	0.021739130434782608	0.5869565217391305	0.01098901098901099	0.5604395604395604
17	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.5555555555555556	0.6521739130434783	0.5604395604395604	0.021739130434782608	0.6521739130434783	0.01098901098901099	0.5604395604395604
18	18	46	91	True	0.0	0.0	0.01098901098901099	0.5	0.6086956521739131	0.5604395604395604	0.0	0.6086956521739131	0.01098901098901099	0.5604395604395604
19	18	46	91	True	0.0	0.021739130434782608	0.01098901098901099	0.4444444444444444	0.6086956521739131	0.5604395604395604	0.021739130434782608	0.6086956521739131	0.01098901098901099	0.5604395604395604
20	18	46	91	True	0.0	0.0	0.01098901098901099	0.5555555555555556	0.5434782608695652	0.5604395604395604	0.0	0.5434782608695652	0.01098901098901099	0.5604395604395604
