seed	n_val	n_test	n_full	gt_in_prompt	stepfinder-tsel.s42_step@1_val	stepfinder-tsel.s42_step@1_test	stepfinder-tsel.s42_step@1_full	stepfinder-tsel.s42_agent@1_val	stepfinder-tsel.s42_agent@1_test	stepfinder-tsel.s42_agent@1_full	stepfinder-tsel.s43_step@1_val	stepfinder-tsel.s43_step@1_test	stepfinder-tsel.s43_step@1_full	stepfinder-tsel.s43_agent@1_val	stepfinder-tsel.s43_agent@1_test	stepfinder-tsel.s43_agent@1_full	stepfinder-tsel.s44_step@1_val	stepfinder-tsel.s44_step@1_test	stepfinder-tsel.s44_step@1_full	stepfinder-tsel.s44_agent@1_val	stepfinder-tsel.s44_agent@1_test	stepfinder-tsel.s44_agent@1_full	stepfinder-tsel.s45_step@1_val	stepfinder-tsel.s45_step@1_test	stepfinder-tsel.s45_step@1_full	stepfinder-tsel.s45_agent@1_val	stepfinder-tsel.s45_agent@1_test	stepfinder-tsel.s45_agent@1_full	stepfinder-tsel.s46_step@1_val	stepfinder-tsel.s46_step@1_test	stepfinder-tsel.s46_step@1_full	stepfinder-tsel.s46_agent@1_val	stepfinder-tsel.s46_agent@1_test	stepfinder-tsel.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	63	156	312	False	0.12698412698412698	0.057692307692307696	0.09615384615384616	0.7777777777777778	0.6538461538461539	0.6794871794871795	0.20634920634920634	0.16025641025641027	0.1955128205128205	0.7301587301587301	0.6217948717948718	0.6410256410256411	0.15873015873015872	0.16025641025641027	0.16025641025641027	0.6666666666666666	0.6089743589743589	0.6089743589743589	0.19047619047619047	0.20512820512820512	0.19230769230769232	0.8095238095238095	0.717948717948718	0.7275641025641025	0.2222222222222222	0.16666666666666666	0.18269230769230768	0.8412698412698413	0.7115384615384616	0.7339743589743589	0.20512820512820512	0.717948717948718	0.1955128205128205	0.7339743589743589
2	63	156	312	False	0.07936507936507936	0.08333333333333333	0.09615384615384616	0.6984126984126984	0.6987179487179487	0.6794871794871795	0.23809523809523808	0.17307692307692307	0.1955128205128205	0.7301587301587301	0.6410256410256411	0.6410256410256411	0.1746031746031746	0.1346153846153846	0.16025641025641027	0.6666666666666666	0.5833333333333334	0.6089743589743589	0.25396825396825395	0.15384615384615385	0.19230769230769232	0.7777777777777778	0.717948717948718	0.7275641025641025	0.19047619047619047	0.14743589743589744	0.18269230769230768	0.7301587301587301	0.7307692307692307	0.7339743589743589	0.17307692307692307	0.7307692307692307	0.1955128205128205	0.7339743589743589
3	63	156	312	False	0.047619047619047616	0.12179487179487179	0.09615384615384616	0.6349206349206349	0.6794871794871795	0.6794871794871795	0.20634920634920634	0.20512820512820512	0.1955128205128205	0.6349206349206349	0.6089743589743589	0.6410256410256411	0.14285714285714285	0.20512820512820512	0.16025641025641027	0.6190476190476191	0.6025641025641025	0.6089743589743589	0.14285714285714285	0.25	0.19230769230769232	0.6825396825396826	0.7243589743589743	0.7275641025641025	0.15873015873015872	0.22435897435897437	0.18269230769230768	0.6666666666666666	0.7307692307692307	0.7339743589743589	0.25	0.7307692307692307	0.1955128205128205	0.7339743589743589
