seed	n_val	n_test	n_full	gt_in_prompt	stepfinder.s42_step@1_val	stepfinder.s42_step@1_test	stepfinder.s42_step@1_full	stepfinder.s42_agent@1_val	stepfinder.s42_agent@1_test	stepfinder.s42_agent@1_full	stepfinder.s43_step@1_val	stepfinder.s43_step@1_test	stepfinder.s43_step@1_full	stepfinder.s43_agent@1_val	stepfinder.s43_agent@1_test	stepfinder.s43_agent@1_full	stepfinder.s44_step@1_val	stepfinder.s44_step@1_test	stepfinder.s44_step@1_full	stepfinder.s44_agent@1_val	stepfinder.s44_agent@1_test	stepfinder.s44_agent@1_full	stepfinder.s45_step@1_val	stepfinder.s45_step@1_test	stepfinder.s45_step@1_full	stepfinder.s45_agent@1_val	stepfinder.s45_agent@1_test	stepfinder.s45_agent@1_full	stepfinder.s46_step@1_val	stepfinder.s46_step@1_test	stepfinder.s46_step@1_full	stepfinder.s46_agent@1_val	stepfinder.s46_agent@1_test	stepfinder.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	12	29	58	False	0.0	0.1724137931034483	0.15517241379310345	0.3333333333333333	0.3793103448275862	0.3448275862068966	0.0	0.10344827586206896	0.08620689655172414	0.3333333333333333	0.3793103448275862	0.3448275862068966	0.0	0.1724137931034483	0.15517241379310345	0.4166666666666667	0.4827586206896552	0.43103448275862066	0.0	0.034482758620689655	0.05172413793103448	0.25	0.3448275862068966	0.29310344827586204	0.0	0.1724137931034483	0.13793103448275862	0.3333333333333333	0.3793103448275862	0.3448275862068966	0.1724137931034483	0.4827586206896552	0.15517241379310345	0.43103448275862066
2	12	29	58	False	0.16666666666666666	0.13793103448275862	0.15517241379310345	0.3333333333333333	0.3448275862068966	0.3448275862068966	0.08333333333333333	0.10344827586206896	0.08620689655172414	0.3333333333333333	0.3448275862068966	0.3448275862068966	0.08333333333333333	0.1724137931034483	0.15517241379310345	0.4166666666666667	0.4482758620689655	0.43103448275862066	0.0	0.0	0.05172413793103448	0.25	0.2413793103448276	0.29310344827586204	0.16666666666666666	0.13793103448275862	0.13793103448275862	0.4166666666666667	0.3103448275862069	0.3448275862068966	0.1724137931034483	0.4482758620689655	0.15517241379310345	0.43103448275862066
3	12	29	58	False	0.16666666666666666	0.1724137931034483	0.15517241379310345	0.4166666666666667	0.3793103448275862	0.3448275862068966	0.16666666666666666	0.06896551724137931	0.08620689655172414	0.4166666666666667	0.41379310344827586	0.3448275862068966	0.16666666666666666	0.13793103448275862	0.15517241379310345	0.4166666666666667	0.5517241379310345	0.43103448275862066	0.0	0.034482758620689655	0.05172413793103448	0.3333333333333333	0.3103448275862069	0.29310344827586204	0.25	0.10344827586206896	0.13793103448275862	0.5	0.3793103448275862	0.3448275862068966	0.1724137931034483	0.5517241379310345	0.15517241379310345	0.43103448275862066
4	12	29	58	False	0.0	0.20689655172413793	0.15517241379310345	0.4166666666666667	0.3103448275862069	0.3448275862068966	0.0	0.06896551724137931	0.08620689655172414	0.4166666666666667	0.3103448275862069	0.3448275862068966	0.16666666666666666	0.13793103448275862	0.15517241379310345	0.4166666666666667	0.4827586206896552	0.43103448275862066	0.0	0.06896551724137931	0.05172413793103448	0.3333333333333333	0.3103448275862069	0.29310344827586204	0.08333333333333333	0.13793103448275862	0.13793103448275862	0.3333333333333333	0.3793103448275862	0.3448275862068966	0.20689655172413793	0.4827586206896552	0.15517241379310345	0.43103448275862066
5	12	29	58	False	0.16666666666666666	0.1724137931034483	0.15517241379310345	0.25	0.3448275862068966	0.3448275862068966	0.08333333333333333	0.06896551724137931	0.08620689655172414	0.25	0.3448275862068966	0.3448275862068966	0.16666666666666666	0.1724137931034483	0.15517241379310345	0.25	0.5517241379310345	0.43103448275862066	0.08333333333333333	0.034482758620689655	0.05172413793103448	0.16666666666666666	0.3448275862068966	0.29310344827586204	0.08333333333333333	0.1724137931034483	0.13793103448275862	0.16666666666666666	0.41379310344827586	0.3448275862068966	0.1724137931034483	0.5517241379310345	0.15517241379310345	0.43103448275862066
6	12	29	58	False	0.08333333333333333	0.1724137931034483	0.15517241379310345	0.4166666666666667	0.3448275862068966	0.3448275862068966	0.0	0.10344827586206896	0.08620689655172414	0.3333333333333333	0.3448275862068966	0.3448275862068966	0.16666666666666666	0.10344827586206896	0.15517241379310345	0.4166666666666667	0.4482758620689655	0.43103448275862066	0.0	0.034482758620689655	0.05172413793103448	0.3333333333333333	0.27586206896551724	0.29310344827586204	0.08333333333333333	0.1724137931034483	0.13793103448275862	0.3333333333333333	0.3793103448275862	0.3448275862068966	0.1724137931034483	0.4482758620689655	0.15517241379310345	0.43103448275862066
7	12	29	58	False	0.0	0.20689655172413793	0.15517241379310345	0.4166666666666667	0.3448275862068966	0.3448275862068966	0.0	0.1724137931034483	0.08620689655172414	0.4166666666666667	0.3448275862068966	0.3448275862068966	0.08333333333333333	0.2413793103448276	0.15517241379310345	0.4166666666666667	0.4827586206896552	0.43103448275862066	0.0	0.06896551724137931	0.05172413793103448	0.3333333333333333	0.27586206896551724	0.29310344827586204	0.16666666666666666	0.1724137931034483	0.13793103448275862	0.5	0.3103448275862069	0.3448275862068966	0.2413793103448276	0.4827586206896552	0.15517241379310345	0.43103448275862066
8	12	29	58	False	0.0	0.13793103448275862	0.15517241379310345	0.16666666666666666	0.41379310344827586	0.3448275862068966	0.0	0.13793103448275862	0.08620689655172414	0.16666666666666666	0.4827586206896552	0.3448275862068966	0.0	0.1724137931034483	0.15517241379310345	0.3333333333333333	0.4482758620689655	0.43103448275862066	0.0	0.034482758620689655	0.05172413793103448	0.16666666666666666	0.3793103448275862	0.29310344827586204	0.0	0.1724137931034483	0.13793103448275862	0.25	0.41379310344827586	0.3448275862068966	0.1724137931034483	0.4827586206896552	0.15517241379310345	0.43103448275862066
9	12	29	58	False	0.16666666666666666	0.13793103448275862	0.15517241379310345	0.3333333333333333	0.3793103448275862	0.3448275862068966	0.08333333333333333	0.10344827586206896	0.08620689655172414	0.4166666666666667	0.3793103448275862	0.3448275862068966	0.08333333333333333	0.13793103448275862	0.15517241379310345	0.4166666666666667	0.41379310344827586	0.43103448275862066	0.08333333333333333	0.06896551724137931	0.05172413793103448	0.4166666666666667	0.27586206896551724	0.29310344827586204	0.16666666666666666	0.13793103448275862	0.13793103448275862	0.3333333333333333	0.3793103448275862	0.3448275862068966	0.13793103448275862	0.41379310344827586	0.15517241379310345	0.43103448275862066
10	12	29	58	False	0.25	0.13793103448275862	0.15517241379310345	0.3333333333333333	0.4482758620689655	0.3448275862068966	0.16666666666666666	0.06896551724137931	0.08620689655172414	0.3333333333333333	0.41379310344827586	0.3448275862068966	0.16666666666666666	0.10344827586206896	0.15517241379310345	0.5833333333333334	0.4827586206896552	0.43103448275862066	0.0	0.034482758620689655	0.05172413793103448	0.16666666666666666	0.41379310344827586	0.29310344827586204	0.16666666666666666	0.10344827586206896	0.13793103448275862	0.4166666666666667	0.3793103448275862	0.3448275862068966	0.13793103448275862	0.4827586206896552	0.15517241379310345	0.43103448275862066
