seed	n_val	n_test	n_full	gt_in_prompt	stepfinder.s42_step@1_val	stepfinder.s42_step@1_test	stepfinder.s42_step@1_full	stepfinder.s42_agent@1_val	stepfinder.s42_agent@1_test	stepfinder.s42_agent@1_full	stepfinder.s43_step@1_val	stepfinder.s43_step@1_test	stepfinder.s43_step@1_full	stepfinder.s43_agent@1_val	stepfinder.s43_agent@1_test	stepfinder.s43_agent@1_full	stepfinder.s44_step@1_val	stepfinder.s44_step@1_test	stepfinder.s44_step@1_full	stepfinder.s44_agent@1_val	stepfinder.s44_agent@1_test	stepfinder.s44_agent@1_full	stepfinder.s45_step@1_val	stepfinder.s45_step@1_test	stepfinder.s45_step@1_full	stepfinder.s45_agent@1_val	stepfinder.s45_agent@1_test	stepfinder.s45_agent@1_full	stepfinder.s46_step@1_val	stepfinder.s46_step@1_test	stepfinder.s46_step@1_full	stepfinder.s46_agent@1_val	stepfinder.s46_agent@1_test	stepfinder.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	63	126	False	0.23076923076923078	0.2222222222222222	0.21428571428571427	0.3076923076923077	0.5555555555555556	0.5	0.2692307692307692	0.20634920634920634	0.2222222222222222	0.46153846153846156	0.4126984126984127	0.4444444444444444	0.2692307692307692	0.19047619047619047	0.21428571428571427	0.5	0.3333333333333333	0.4126984126984127	0.19230769230769232	0.19047619047619047	0.1746031746031746	0.4230769230769231	0.4603174603174603	0.4365079365079365	0.15384615384615385	0.2698412698412698	0.25396825396825395	0.23076923076923078	0.4444444444444444	0.4365079365079365	0.2698412698412698	0.5555555555555556	0.25396825396825395	0.5
2	26	63	126	False	0.23076923076923078	0.1746031746031746	0.21428571428571427	0.6153846153846154	0.4444444444444444	0.5	0.15384615384615385	0.23809523809523808	0.2222222222222222	0.46153846153846156	0.5079365079365079	0.4444444444444444	0.19230769230769232	0.2698412698412698	0.21428571428571427	0.5769230769230769	0.4126984126984127	0.4126984126984127	0.19230769230769232	0.20634920634920634	0.1746031746031746	0.5769230769230769	0.42857142857142855	0.4365079365079365	0.3076923076923077	0.2857142857142857	0.25396825396825395	0.5	0.4603174603174603	0.4365079365079365	0.2857142857142857	0.5079365079365079	0.25396825396825395	0.5
3	26	63	126	False	0.2692307692307692	0.25396825396825395	0.21428571428571427	0.5	0.49206349206349204	0.5	0.19230769230769232	0.25396825396825395	0.2222222222222222	0.4230769230769231	0.49206349206349204	0.4444444444444444	0.19230769230769232	0.23809523809523808	0.21428571428571427	0.34615384615384615	0.49206349206349204	0.4126984126984127	0.2692307692307692	0.19047619047619047	0.1746031746031746	0.5	0.4444444444444444	0.4365079365079365	0.2692307692307692	0.30158730158730157	0.25396825396825395	0.4230769230769231	0.4603174603174603	0.4365079365079365	0.30158730158730157	0.49206349206349204	0.25396825396825395	0.5
4	26	63	126	False	0.15384615384615385	0.23809523809523808	0.21428571428571427	0.5	0.47619047619047616	0.5	0.07692307692307693	0.2698412698412698	0.2222222222222222	0.2692307692307692	0.4603174603174603	0.4444444444444444	0.11538461538461539	0.2698412698412698	0.21428571428571427	0.2692307692307692	0.5079365079365079	0.4126984126984127	0.15384615384615385	0.23809523809523808	0.1746031746031746	0.38461538461538464	0.4603174603174603	0.4365079365079365	0.23076923076923078	0.30158730158730157	0.25396825396825395	0.34615384615384615	0.5079365079365079	0.4365079365079365	0.30158730158730157	0.5079365079365079	0.25396825396825395	0.5
5	26	63	126	False	0.07692307692307693	0.2222222222222222	0.21428571428571427	0.38461538461538464	0.5238095238095238	0.5	0.15384615384615385	0.23809523809523808	0.2222222222222222	0.4230769230769231	0.4444444444444444	0.4444444444444444	0.15384615384615385	0.20634920634920634	0.21428571428571427	0.4230769230769231	0.4126984126984127	0.4126984126984127	0.19230769230769232	0.15873015873015872	0.1746031746031746	0.4230769230769231	0.4444444444444444	0.4365079365079365	0.19230769230769232	0.2222222222222222	0.25396825396825395	0.34615384615384615	0.42857142857142855	0.4365079365079365	0.23809523809523808	0.5238095238095238	0.25396825396825395	0.5
6	26	63	126	False	0.19230769230769232	0.20634920634920634	0.21428571428571427	0.4230769230769231	0.5396825396825397	0.5	0.3076923076923077	0.20634920634920634	0.2222222222222222	0.4230769230769231	0.4603174603174603	0.4444444444444444	0.2692307692307692	0.20634920634920634	0.21428571428571427	0.3076923076923077	0.4603174603174603	0.4126984126984127	0.15384615384615385	0.14285714285714285	0.1746031746031746	0.38461538461538464	0.4126984126984127	0.4365079365079365	0.3076923076923077	0.2222222222222222	0.25396825396825395	0.46153846153846156	0.42857142857142855	0.4365079365079365	0.2222222222222222	0.5396825396825397	0.25396825396825395	0.5
7	26	63	126	False	0.19230769230769232	0.2222222222222222	0.21428571428571427	0.46153846153846156	0.5238095238095238	0.5	0.23076923076923078	0.25396825396825395	0.2222222222222222	0.46153846153846156	0.49206349206349204	0.4444444444444444	0.19230769230769232	0.2698412698412698	0.21428571428571427	0.38461538461538464	0.47619047619047616	0.4126984126984127	0.07692307692307693	0.20634920634920634	0.1746031746031746	0.34615384615384615	0.49206349206349204	0.4365079365079365	0.15384615384615385	0.25396825396825395	0.25396825396825395	0.2692307692307692	0.5079365079365079	0.4365079365079365	0.2698412698412698	0.5238095238095238	0.25396825396825395	0.5
8	26	63	126	False	0.15384615384615385	0.2857142857142857	0.21428571428571427	0.38461538461538464	0.5079365079365079	0.5	0.19230769230769232	0.20634920634920634	0.2222222222222222	0.46153846153846156	0.38095238095238093	0.4444444444444444	0.11538461538461539	0.25396825396825395	0.21428571428571427	0.2692307692307692	0.4444444444444444	0.4126984126984127	0.19230769230769232	0.1746031746031746	0.1746031746031746	0.34615384615384615	0.4444444444444444	0.4365079365079365	0.11538461538461539	0.30158730158730157	0.25396825396825395	0.2692307692307692	0.4444444444444444	0.4365079365079365	0.30158730158730157	0.5079365079365079	0.25396825396825395	0.5
9	26	63	126	False	0.34615384615384615	0.20634920634920634	0.21428571428571427	0.6153846153846154	0.5079365079365079	0.5	0.23076923076923078	0.2698412698412698	0.2222222222222222	0.4230769230769231	0.49206349206349204	0.4444444444444444	0.23076923076923078	0.2222222222222222	0.21428571428571427	0.46153846153846156	0.3968253968253968	0.4126984126984127	0.2692307692307692	0.14285714285714285	0.1746031746031746	0.6153846153846154	0.3968253968253968	0.4365079365079365	0.23076923076923078	0.25396825396825395	0.25396825396825395	0.4230769230769231	0.4126984126984127	0.4365079365079365	0.2698412698412698	0.5079365079365079	0.25396825396825395	0.5
10	26	63	126	False	0.19230769230769232	0.23809523809523808	0.21428571428571427	0.5	0.4603174603174603	0.5	0.3076923076923077	0.19047619047619047	0.2222222222222222	0.5	0.3968253968253968	0.4444444444444444	0.11538461538461539	0.2222222222222222	0.21428571428571427	0.3076923076923077	0.4444444444444444	0.4126984126984127	0.23076923076923078	0.1746031746031746	0.1746031746031746	0.4230769230769231	0.4126984126984127	0.4365079365079365	0.3076923076923077	0.25396825396825395	0.25396825396825395	0.4230769230769231	0.42857142857142855	0.4365079365079365	0.25396825396825395	0.4603174603174603	0.25396825396825395	0.5
11	26	63	126	False	0.15384615384615385	0.23809523809523808	0.21428571428571427	0.46153846153846156	0.5079365079365079	0.5	0.11538461538461539	0.2857142857142857	0.2222222222222222	0.5	0.4603174603174603	0.4444444444444444	0.2692307692307692	0.2222222222222222	0.21428571428571427	0.6923076923076923	0.3333333333333333	0.4126984126984127	0.07692307692307693	0.23809523809523808	0.1746031746031746	0.5	0.42857142857142855	0.4365079365079365	0.19230769230769232	0.2698412698412698	0.25396825396825395	0.4230769230769231	0.4444444444444444	0.4365079365079365	0.2857142857142857	0.5079365079365079	0.25396825396825395	0.5
12	26	63	126	False	0.15384615384615385	0.20634920634920634	0.21428571428571427	0.46153846153846156	0.47619047619047616	0.5	0.38461538461538464	0.19047619047619047	0.2222222222222222	0.5	0.3968253968253968	0.4444444444444444	0.15384615384615385	0.2698412698412698	0.21428571428571427	0.2692307692307692	0.4603174603174603	0.4126984126984127	0.3076923076923077	0.12698412698412698	0.1746031746031746	0.46153846153846156	0.36507936507936506	0.4365079365079365	0.2692307692307692	0.25396825396825395	0.25396825396825395	0.46153846153846156	0.3968253968253968	0.4365079365079365	0.2698412698412698	0.47619047619047616	0.25396825396825395	0.5
13	26	63	126	False	0.23076923076923078	0.20634920634920634	0.21428571428571427	0.4230769230769231	0.5714285714285714	0.5	0.2692307692307692	0.20634920634920634	0.2222222222222222	0.5	0.4603174603174603	0.4444444444444444	0.3076923076923077	0.1111111111111111	0.21428571428571427	0.5	0.38095238095238093	0.4126984126984127	0.11538461538461539	0.19047619047619047	0.1746031746031746	0.34615384615384615	0.5238095238095238	0.4365079365079365	0.34615384615384615	0.23809523809523808	0.25396825396825395	0.5	0.47619047619047616	0.4365079365079365	0.23809523809523808	0.5714285714285714	0.25396825396825395	0.5
14	26	63	126	False	0.19230769230769232	0.23809523809523808	0.21428571428571427	0.38461538461538464	0.5396825396825397	0.5	0.2692307692307692	0.2222222222222222	0.2222222222222222	0.38461538461538464	0.49206349206349204	0.4444444444444444	0.2692307692307692	0.20634920634920634	0.21428571428571427	0.38461538461538464	0.3968253968253968	0.4126984126984127	0.11538461538461539	0.14285714285714285	0.1746031746031746	0.23076923076923078	0.47619047619047616	0.4365079365079365	0.3076923076923077	0.2222222222222222	0.25396825396825395	0.4230769230769231	0.4126984126984127	0.4365079365079365	0.23809523809523808	0.5396825396825397	0.25396825396825395	0.5
15	26	63	126	False	0.19230769230769232	0.2698412698412698	0.21428571428571427	0.4230769230769231	0.5396825396825397	0.5	0.3076923076923077	0.20634920634920634	0.2222222222222222	0.4230769230769231	0.4444444444444444	0.4444444444444444	0.34615384615384615	0.2222222222222222	0.21428571428571427	0.4230769230769231	0.3968253968253968	0.4126984126984127	0.19230769230769232	0.20634920634920634	0.1746031746031746	0.4230769230769231	0.4444444444444444	0.4365079365079365	0.34615384615384615	0.2857142857142857	0.25396825396825395	0.5	0.4444444444444444	0.4365079365079365	0.2857142857142857	0.5396825396825397	0.25396825396825395	0.5
16	26	63	126	False	0.19230769230769232	0.1746031746031746	0.21428571428571427	0.5384615384615384	0.4603174603174603	0.5	0.19230769230769232	0.1746031746031746	0.2222222222222222	0.5384615384615384	0.3968253968253968	0.4444444444444444	0.19230769230769232	0.19047619047619047	0.21428571428571427	0.46153846153846156	0.3968253968253968	0.4126984126984127	0.07692307692307693	0.19047619047619047	0.1746031746031746	0.5	0.3968253968253968	0.4365079365079365	0.23076923076923078	0.2857142857142857	0.25396825396825395	0.46153846153846156	0.47619047619047616	0.4365079365079365	0.2857142857142857	0.47619047619047616	0.25396825396825395	0.5
