seed	method	n_val	n_test	step@1_val	step@1_test	agent@1_val	agent@1_test
1	stepfinder.e1	116.0	289.0	0.396551724137931	0.532871972318339	0.6379310344827587	0.6782006920415224
2	stepfinder.e2	116.0	289.0	0.5086206896551724	0.5051903114186851	0.7586206896551724	0.657439446366782
3	stepfinder.e3	116.0	289.0	0.5948275862068966	0.4740484429065744	0.7327586206896551	0.6747404844290658
mean	diagonal	116.0	289.0	0.5	0.5040369088811995	0.7097701149425287	0.6701268742791234
