model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder.s42_step@1_val	stepfinder.s42_step@1_test	stepfinder.s42_step@1_full	stepfinder.s42_agent@1_val	stepfinder.s42_agent@1_test	stepfinder.s42_agent@1_full	stepfinder.s43_step@1_val	stepfinder.s43_step@1_test	stepfinder.s43_step@1_full	stepfinder.s43_agent@1_val	stepfinder.s43_agent@1_test	stepfinder.s43_agent@1_full	stepfinder.s44_step@1_val	stepfinder.s44_step@1_test	stepfinder.s44_step@1_full	stepfinder.s44_agent@1_val	stepfinder.s44_agent@1_test	stepfinder.s44_agent@1_full	stepfinder.s45_step@1_val	stepfinder.s45_step@1_test	stepfinder.s45_step@1_full	stepfinder.s45_agent@1_val	stepfinder.s45_agent@1_test	stepfinder.s45_agent@1_full	stepfinder.s46_step@1_val	stepfinder.s46_step@1_test	stepfinder.s46_step@1_full	stepfinder.s46_agent@1_val	stepfinder.s46_agent@1_test	stepfinder.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	magentic	18.0	46.0	91.0	0.0	0.18888888888888888	0.1967391304347826	0.18681318681318687	0.6888888888888888	0.6967391304347826	0.6813186813186812	0.24722222222222218	0.23369565217391303	0.23076923076923078	0.7444444444444442	0.7836956521739131	0.7692307692307694	0.11111111111111109	0.09565217391304347	0.09890109890109891	0.6194444444444444	0.6195652173913044	0.6153846153846153	0.13055555555555554	0.16521739130434782	0.15384615384615383	0.6722222222222222	0.7184782608695651	0.7032967032967032	0.18333333333333332	0.19673913043478258	0.18681318681318687	0.7027777777777777	0.7434782608695653	0.7252747252747251	0.24130434782608695	0.7891304347826088	0.23076923076923078	0.7692307692307694
qwen3-embedding-0.6b	captain	17.0	43.0	85.0	0.0	0.16176470588235295	0.1825581395348837	0.1764705882352941	0.43235294117647066	0.4511627906976745	0.4470588235294118	0.17941176470588233	0.1941860465116279	0.1882352941176471	0.5764705882352941	0.6116279069767441	0.5999999999999999	0.16470588235294117	0.16162790697674417	0.16470588235294115	0.5058823529411766	0.48488372093023246	0.48235294117647054	0.12352941176470586	0.15697674418604649	0.15294117647058822	0.47058823529411764	0.5174418604651162	0.5058823529411764	0.13823529411764704	0.1511627906976744	0.1411764705882353	0.5470588235294118	0.5534883720930232	0.5411764705882353	0.20813953488372094	0.6162790697674417	0.1882352941176471	0.5999999999999999
qwen3-embedding-0.6b	swe	9.0	22.0	44.0	0.0	0.02777777777777778	0.04999999999999999	0.04545454545454545	0.42777777777777776	0.425	0.4318181818181818	0.061111111111111116	0.07272727272727272	0.06818181818181816	0.4722222222222222	0.4704545454545455	0.4772727272727272	0.09444444444444444	0.1386363636363636	0.11363636363636365	0.6111111111111112	0.5681818181818181	0.5681818181818182	0.06666666666666668	0.08863636363636362	0.0909090909090909	0.5166666666666667	0.5159090909090909	0.5227272727272728	0.11666666666666667	0.12045454545454544	0.11363636363636365	0.46111111111111114	0.4318181818181818	0.4318181818181818	0.14318181818181813	0.5727272727272728	0.11363636363636365	0.5681818181818182
qwen3.5-9b	magentic	18.0	46.0	91.0	0.0	0.058333333333333334	0.07826086956521738	0.07692307692307691	0.561111111111111	0.6000000000000001	0.5824175824175823	0.05	0.06739130434782609	0.06593406593406594	0.5111111111111111	0.5434782608695652	0.5274725274725275	0.061111111111111116	0.07934782608695654	0.07692307692307691	0.5444444444444445	0.583695652173913	0.5604395604395604	0.09722222222222224	0.10326086956521738	0.09890109890109891	0.6222222222222221	0.6532608695652173	0.6373626373626372	0.05	0.06739130434782609	0.06593406593406594	0.5166666666666667	0.566304347826087	0.5384615384615384	0.10978260869565218	0.6576086956521738	0.09890109890109891	0.6373626373626372
qwen3.5-9b	captain	17.0	43.0	85.0	0.0	0.1	0.08720930232558137	0.09411764705882356	0.37941176470588245	0.36744186046511623	0.3764705882352942	0.19411764705882356	0.18720930232558136	0.1882352941176471	0.49705882352941166	0.5011627906976746	0.49411764705882355	0.11470588235294114	0.13488372093023254	0.12941176470588237	0.3941176470588235	0.40813953488372096	0.4000000000000001	0.16176470588235292	0.163953488372093	0.16470588235294115	0.4529411764705883	0.44418604651162796	0.4470588235294118	0.14705882352941174	0.13953488372093023	0.1411764705882353	0.47352941176470587	0.4488372093023257	0.4470588235294118	0.19651162790697674	0.5069767441860467	0.1882352941176471	0.49411764705882355
qwen3.5-9b	swe	9.0	22.0	44.0	0.0	0.1277777777777778	0.11363636363636362	0.11363636363636365	0.5444444444444445	0.5590909090909093	0.5681818181818182	0.005555555555555555	0.031818181818181815	0.022727272727272724	0.5722222222222222	0.5545454545454545	0.5681818181818182	0.02777777777777778	0.04318181818181818	0.04545454545454545	0.738888888888889	0.7386363636363636	0.75	0.061111111111111116	0.07272727272727272	0.06818181818181816	0.49444444444444435	0.525	0.5227272727272728	0.07222222222222222	0.09318181818181817	0.0909090909090909	0.6777777777777777	0.6840909090909091	0.7045454545454547	0.12727272727272726	0.7522727272727272	0.11363636363636365	0.75
deepseek-8b	magentic	18.0	46.0	91.0	0.0	0.05555555555555556	0.07065217391304349	0.06593406593406594	0.6499999999999999	0.6771739130434783	0.6593406593406592	0.01111111111111111	0.010869565217391302	0.010989010989010988	0.4555555555555556	0.4434782608695652	0.4395604395604396	0.025	0.03043478260869565	0.03296703296703297	0.44444444444444436	0.47391304347826085	0.4725274725274725	0.05555555555555556	0.06956521739130435	0.06593406593406594	0.4222222222222222	0.4706521739130435	0.45054945054945056	0.06666666666666668	0.06847826086956522	0.06593406593406594	0.44444444444444436	0.41630434782608694	0.42857142857142855	0.08478260869565217	0.6771739130434783	0.06593406593406594	0.6593406593406592
deepseek-8b	captain	17.0	43.0	85.0	0.0	0.22352941176470584	0.21395348837209305	0.2235294117647059	0.538235294117647	0.5174418604651163	0.5294117647058824	0.1529411764705882	0.1511627906976744	0.15294117647058822	0.49411764705882344	0.4965116279069767	0.5058823529411764	0.05294117647058823	0.037209302325581395	0.04705882352941178	0.3294117647058824	0.29418604651162783	0.30588235294117644	0.17941176470588233	0.19186046511627905	0.1882352941176471	0.5176470588235295	0.5116279069767442	0.5058823529411764	0.18235294117647058	0.18139534883720929	0.1764705882352941	0.5411764705882354	0.5616279069767441	0.5529411764705883	0.23372093023255816	0.5779069767441859	0.2235294117647059	0.5529411764705883
deepseek-8b	swe	9.0	22.0	44.0	0.0	0.0	0.0	0.0	0.41666666666666663	0.375	0.3636363636363636	0.055555555555555546	0.0409090909090909	0.04545454545454545	0.43888888888888883	0.41818181818181815	0.4318181818181818	0.03333333333333334	0.03409090909090909	0.04545454545454545	0.3722222222222222	0.39999999999999997	0.3863636363636364	0.05000000000000001	0.07499999999999998	0.06818181818181816	0.40555555555555556	0.4340909090909091	0.4318181818181818	0.02222222222222222	0.025	0.022727272727272724	0.3	0.32272727272727275	0.2954545454545455	0.07954545454545453	0.4727272727272728	0.06818181818181816	0.4318181818181818
qwen3.5-4b	magentic	18.0	46.0	91.0	0.0	0.04722222222222222	0.04347826086956521	0.04395604395604395	0.5583333333333333	0.5554347826086956	0.5494505494505495	0.07222222222222223	0.048913043478260865	0.05494505494505495	0.6388888888888888	0.6184782608695653	0.6153846153846153	0.030555555555555558	0.033695652173913036	0.03296703296703297	0.5833333333333333	0.5891304347826086	0.5824175824175823	0.06944444444444445	0.07934782608695651	0.07692307692307691	0.538888888888889	0.5532608695652175	0.5384615384615384	0.05277777777777778	0.05217391304347825	0.05494505494505495	0.5	0.5499999999999999	0.5274725274725275	0.08478260869565217	0.6336956521739131	0.07692307692307691	0.6153846153846153
