seed	n_val	n_test	n_full	gt_in_prompt	oat.s42_step@1_val	oat.s42_step@1_test	oat.s42_step@1_full	oat.s42_agent@1_val	oat.s42_agent@1_test	oat.s42_agent@1_full	oat.s43_step@1_val	oat.s43_step@1_test	oat.s43_step@1_full	oat.s43_agent@1_val	oat.s43_agent@1_test	oat.s43_agent@1_full	oat.s44_step@1_val	oat.s44_step@1_test	oat.s44_step@1_full	oat.s44_agent@1_val	oat.s44_agent@1_test	oat.s44_agent@1_full	oat.s45_step@1_val	oat.s45_step@1_test	oat.s45_step@1_full	oat.s45_agent@1_val	oat.s45_agent@1_test	oat.s45_agent@1_full	oat.s46_step@1_val	oat.s46_step@1_test	oat.s46_step@1_full	oat.s46_agent@1_val	oat.s46_agent@1_test	oat.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	10	25	50	False	0.7	0.32	0.46	0.8	0.72	0.72	0.8	0.28	0.46	0.8	0.72	0.72	0.9	0.32	0.48	0.9	0.72	0.76	0.8	0.28	0.46	0.8	0.68	0.72	0.7	0.32	0.44	0.8	0.68	0.72	0.32	0.72	0.48	0.76
2	10	25	50	False	0.5	0.44	0.46	0.7	0.72	0.72	0.5	0.44	0.46	0.7	0.72	0.72	0.5	0.48	0.48	0.8	0.76	0.76	0.5	0.48	0.46	0.8	0.72	0.72	0.5	0.44	0.44	0.8	0.68	0.72	0.48	0.76	0.48	0.76
3	10	25	50	False	0.4	0.52	0.46	0.6	0.76	0.72	0.5	0.52	0.46	0.6	0.76	0.72	0.4	0.56	0.48	0.6	0.84	0.76	0.5	0.52	0.46	0.6	0.76	0.72	0.4	0.48	0.44	0.6	0.76	0.72	0.56	0.84	0.48	0.76
