seed	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	17	43	85	True	0.058823529411764705	0.06976744186046512	0.07058823529411765	0.8235294117647058	0.6046511627906976	0.6823529411764706	0.23529411764705882	0.20930232558139536	0.25882352941176473	0.6470588235294118	0.5581395348837209	0.6	0.0	0.0	0.0	0.11764705882352941	0.20930232558139536	0.2	0.20930232558139536	0.6046511627906976	0.25882352941176473	0.6823529411764706
2	17	43	85	True	0.0	0.06976744186046512	0.07058823529411765	0.7647058823529411	0.5813953488372093	0.6823529411764706	0.29411764705882354	0.20930232558139536	0.25882352941176473	0.6470588235294118	0.4883720930232558	0.6	0.0	0.0	0.0	0.17647058823529413	0.2558139534883721	0.2	0.20930232558139536	0.5813953488372093	0.25882352941176473	0.6823529411764706
3	17	43	85	True	0.058823529411764705	0.046511627906976744	0.07058823529411765	0.6470588235294118	0.7674418604651163	0.6823529411764706	0.23529411764705882	0.3488372093023256	0.25882352941176473	0.5882352941176471	0.627906976744186	0.6	0.0	0.0	0.0	0.29411764705882354	0.16279069767441862	0.2	0.3488372093023256	0.7674418604651163	0.25882352941176473	0.6823529411764706
4	17	43	85	True	0.0	0.09302325581395349	0.07058823529411765	0.6470588235294118	0.6744186046511628	0.6823529411764706	0.29411764705882354	0.18604651162790697	0.25882352941176473	0.6470588235294118	0.5348837209302325	0.6	0.0	0.0	0.0	0.11764705882352941	0.27906976744186046	0.2	0.18604651162790697	0.6744186046511628	0.25882352941176473	0.6823529411764706
5	17	43	85	True	0.0	0.11627906976744186	0.07058823529411765	0.5882352941176471	0.6744186046511628	0.6823529411764706	0.23529411764705882	0.2558139534883721	0.25882352941176473	0.5882352941176471	0.5813953488372093	0.6	0.0	0.0	0.0	0.17647058823529413	0.23255813953488372	0.2	0.2558139534883721	0.6744186046511628	0.25882352941176473	0.6823529411764706
6	17	43	85	True	0.058823529411764705	0.06976744186046512	0.07058823529411765	0.5294117647058824	0.6744186046511628	0.6823529411764706	0.23529411764705882	0.27906976744186046	0.25882352941176473	0.4117647058823529	0.627906976744186	0.6	0.0	0.0	0.0	0.23529411764705882	0.2558139534883721	0.2	0.27906976744186046	0.6744186046511628	0.25882352941176473	0.6823529411764706
7	17	43	85	True	0.11764705882352941	0.046511627906976744	0.07058823529411765	0.7058823529411765	0.7674418604651163	0.6823529411764706	0.11764705882352941	0.37209302325581395	0.25882352941176473	0.6470588235294118	0.6744186046511628	0.6	0.0	0.0	0.0	0.17647058823529413	0.09302325581395349	0.2	0.37209302325581395	0.7674418604651163	0.25882352941176473	0.6823529411764706
8	17	43	85	True	0.11764705882352941	0.023255813953488372	0.07058823529411765	0.8823529411764706	0.5813953488372093	0.6823529411764706	0.47058823529411764	0.23255813953488372	0.25882352941176473	0.7647058823529411	0.5348837209302325	0.6	0.0	0.0	0.0	0.058823529411764705	0.18604651162790697	0.2	0.23255813953488372	0.5813953488372093	0.25882352941176473	0.6823529411764706
9	17	43	85	True	0.058823529411764705	0.06976744186046512	0.07058823529411765	0.6470588235294118	0.7674418604651163	0.6823529411764706	0.4117647058823529	0.27906976744186046	0.25882352941176473	0.5882352941176471	0.6744186046511628	0.6	0.0	0.0	0.0	0.17647058823529413	0.11627906976744186	0.2	0.27906976744186046	0.7674418604651163	0.25882352941176473	0.6823529411764706
10	17	43	85	True	0.17647058823529413	0.046511627906976744	0.07058823529411765	0.7647058823529411	0.6976744186046512	0.6823529411764706	0.35294117647058826	0.13953488372093023	0.25882352941176473	0.6470588235294118	0.5813953488372093	0.6	0.0	0.0	0.0	0.17647058823529413	0.23255813953488372	0.2	0.13953488372093023	0.6976744186046512	0.25882352941176473	0.6823529411764706
11	17	43	85	True	0.11764705882352941	0.06976744186046512	0.07058823529411765	0.7058823529411765	0.6976744186046512	0.6823529411764706	0.23529411764705882	0.23255813953488372	0.25882352941176473	0.6470588235294118	0.5813953488372093	0.6	0.0	0.0	0.0	0.17647058823529413	0.20930232558139536	0.2	0.23255813953488372	0.6976744186046512	0.25882352941176473	0.6823529411764706
12	17	43	85	True	0.11764705882352941	0.06976744186046512	0.07058823529411765	0.7058823529411765	0.6744186046511628	0.6823529411764706	0.29411764705882354	0.20930232558139536	0.25882352941176473	0.5882352941176471	0.6046511627906976	0.6	0.0	0.0	0.0	0.17647058823529413	0.20930232558139536	0.2	0.20930232558139536	0.6744186046511628	0.25882352941176473	0.6823529411764706
13	17	43	85	True	0.17647058823529413	0.023255813953488372	0.07058823529411765	0.8235294117647058	0.7441860465116279	0.6823529411764706	0.47058823529411764	0.27906976744186046	0.25882352941176473	0.8235294117647058	0.627906976744186	0.6	0.0	0.0	0.0	0.058823529411764705	0.18604651162790697	0.2	0.27906976744186046	0.7441860465116279	0.25882352941176473	0.6823529411764706
14	17	43	85	True	0.058823529411764705	0.11627906976744186	0.07058823529411765	0.6470588235294118	0.7674418604651163	0.6823529411764706	0.4117647058823529	0.20930232558139536	0.25882352941176473	0.6470588235294118	0.627906976744186	0.6	0.0	0.0	0.0	0.23529411764705882	0.20930232558139536	0.2	0.20930232558139536	0.7674418604651163	0.25882352941176473	0.6823529411764706
