model	subset	n_val	n_test	n_full	gt_in_prompt	chief_step@1_val	chief_step@1_test	chief_step@1_full	chief_agent@1_val	chief_agent@1_test	chief_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	algorithm-generated	26.0	63.0	126.0	1.0	0.26346153846153847	0.2452380952380952	0.246031746031746	0.4673076923076923	0.4023809523809524	0.42857142857142855	0.2452380952380952	0.4023809523809524	0.246031746031746	0.42857142857142855
gpt-4o	hand-crafted	12.0	29.0	58.0	1.0	0.07083333333333333	0.10172413793103449	0.08620689655172416	0.5624999999999999	0.5448275862068966	0.5517241379310344	0.10172413793103449	0.5448275862068966	0.08620689655172416	0.5517241379310344
gpt-5	algorithm-generated	26.0	63.0	126.0	1.0	0.26153846153846155	0.2865079365079365	0.2777777777777778	0.4653846153846155	0.4912698412698412	0.4841269841269841	0.2865079365079365	0.4912698412698412	0.2777777777777778	0.4841269841269841
gpt-5	hand-crafted	12.0	29.0	58.0	1.0	0.13333333333333336	0.15344827586206894	0.15517241379310348	0.5916666666666667	0.5810344827586207	0.5862068965517241	0.15344827586206894	0.5810344827586207	0.15517241379310348	0.5862068965517241
