model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-pca.s42_step@1_val	stepfinder-pca.s42_step@1_test	stepfinder-pca.s42_step@1_full	stepfinder-pca.s42_agent@1_val	stepfinder-pca.s42_agent@1_test	stepfinder-pca.s42_agent@1_full	stepfinder-pca.s43_step@1_val	stepfinder-pca.s43_step@1_test	stepfinder-pca.s43_step@1_full	stepfinder-pca.s43_agent@1_val	stepfinder-pca.s43_agent@1_test	stepfinder-pca.s43_agent@1_full	stepfinder-pca.s44_step@1_val	stepfinder-pca.s44_step@1_test	stepfinder-pca.s44_step@1_full	stepfinder-pca.s44_agent@1_val	stepfinder-pca.s44_agent@1_test	stepfinder-pca.s44_agent@1_full	stepfinder-pca.s45_step@1_val	stepfinder-pca.s45_step@1_test	stepfinder-pca.s45_step@1_full	stepfinder-pca.s45_agent@1_val	stepfinder-pca.s45_agent@1_test	stepfinder-pca.s45_agent@1_full	stepfinder-pca.s46_step@1_val	stepfinder-pca.s46_step@1_test	stepfinder-pca.s46_step@1_full	stepfinder-pca.s46_agent@1_val	stepfinder-pca.s46_agent@1_test	stepfinder-pca.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	hand-crafted	12.0	29.0	58.0	0.0	0.07083333333333333	0.06724137931034482	0.0689655172413793	0.3875	0.3637931034482759	0.3620689655172413	0.07083333333333332	0.07758620689655173	0.0689655172413793	0.37499999999999994	0.42068965517241386	0.4137931034482759	0.12083333333333332	0.10689655172413795	0.12068965517241378	0.32916666666666666	0.28793103448275864	0.31034482758620696	0.049999999999999996	0.06206896551724138	0.05172413793103449	0.39166666666666666	0.353448275862069	0.3620689655172413	0.09583333333333331	0.06034482758620689	0.0689655172413793	0.4125	0.3793103448275862	0.3793103448275862	0.12241379310344827	0.4362068965517242	0.12068965517241378	0.4137931034482759
qwen3-embedding-0.6b	algorithm-generated	26.0	63.0	126.0	0.0	0.30769230769230765	0.31269841269841264	0.3095238095238095	0.548076923076923	0.5666666666666667	0.5634920634920635	0.21346153846153845	0.22857142857142856	0.22222222222222224	0.4403846153846153	0.46031746031746035	0.4523809523809524	0.2365384615384616	0.25476190476190474	0.246031746031746	0.44230769230769235	0.46190476190476193	0.4603174603174603	0.23846153846153845	0.25476190476190474	0.246031746031746	0.4807692307692307	0.5119047619047619	0.5	0.21923076923076928	0.23015873015873015	0.23015873015873015	0.4769230769230769	0.4841269841269841	0.4841269841269841	0.315079365079365	0.5753968253968254	0.3095238095238095	0.5634920634920635
qwen3.5-9b	hand-crafted	12.0	29.0	58.0	0.0	0.05833333333333333	0.06896551724137931	0.0689655172413793	0.3541666666666667	0.31724137931034485	0.31034482758620696	0.0875	0.10172413793103448	0.10344827586206898	0.35833333333333334	0.3275862068965517	0.3275862068965517	0.04583333333333333	0.05344827586206896	0.05172413793103449	0.36666666666666664	0.33448275862068966	0.3275862068965517	0.05416666666666666	0.06896551724137931	0.0689655172413793	0.32499999999999996	0.29655172413793107	0.29310344827586204	0.04583333333333333	0.05344827586206896	0.05172413793103449	0.3458333333333333	0.3137931034482758	0.31034482758620696	0.10344827586206898	0.34310344827586203	0.10344827586206898	0.3275862068965517
qwen3.5-9b	algorithm-generated	26.0	63.0	126.0	0.0	0.24230769230769228	0.23412698412698413	0.23809523809523808	0.40961538461538466	0.4317460317460317	0.42857142857142855	0.21730769230769234	0.21587301587301583	0.21428571428571427	0.4288461538461538	0.43730158730158736	0.43650793650793657	0.29615384615384616	0.28015873015873016	0.2777777777777778	0.48269230769230764	0.5055555555555555	0.5	0.17115384615384618	0.16746031746031748	0.17460317460317457	0.3807692307692308	0.4126984126984127	0.41269841269841273	0.26346153846153847	0.23809523809523808	0.246031746031746	0.4576923076923077	0.4642857142857143	0.46825396825396826	0.28253968253968254	0.5095238095238095	0.2777777777777778	0.5
deepseek-8b	hand-crafted	12.0	29.0	58.0	0.0	0.029166666666666667	0.06034482758620689	0.05172413793103449	0.35416666666666663	0.33965517241379306	0.3275862068965517	0.07499999999999998	0.09482758620689655	0.08620689655172416	0.36666666666666664	0.33448275862068966	0.3275862068965517	0.04583333333333333	0.05344827586206896	0.05172413793103449	0.36666666666666664	0.33448275862068966	0.3275862068965517	0.05833333333333333	0.09827586206896552	0.08620689655172416	0.3375	0.32241379310344825	0.31034482758620696	0.016666666666666666	0.041379310344827586	0.03448275862068965	0.3375	0.32241379310344825	0.31034482758620696	0.10344827586206898	0.34827586206896555	0.08620689655172416	0.3275862068965517
deepseek-8b	algorithm-generated	26.0	63.0	126.0	0.0	0.20384615384615384	0.19047619047619047	0.19047619047619052	0.40384615384615385	0.4420634920634921	0.43650793650793657	0.16153846153846158	0.13809523809523808	0.14285714285714285	0.4115384615384616	0.46111111111111114	0.4523809523809524	0.17884615384615388	0.18968253968253967	0.1825396825396825	0.3903846153846154	0.4531746031746032	0.4444444444444445	0.18461538461538463	0.16190476190476188	0.16666666666666663	0.4269230769230769	0.44841269841269843	0.4444444444444445	0.1769230769230769	0.1873015873015873	0.1825396825396825	0.4461538461538462	0.4928571428571429	0.4841269841269841	0.2103174603174603	0.4984126984126984	0.19047619047619052	0.4841269841269841
qwen3.5-4b	hand-crafted	12.0	29.0	58.0	0.0	0.016666666666666666	0.041379310344827586	0.03448275862068965	0.275	0.2603448275862069	0.2586206896551725	0.08333333333333333	0.10689655172413792	0.10344827586206898	0.3375	0.3206896551724137	0.31034482758620696	0.0875	0.10689655172413792	0.10344827586206898	0.35	0.33793103448275863	0.3275862068965517	0.04166666666666667	0.07586206896551724	0.0689655172413793	0.30833333333333335	0.30862068965517236	0.29310344827586204	0.05416666666666666	0.09482758620689655	0.08620689655172416	0.3375	0.31206896551724134	0.31034482758620696	0.12241379310344827	0.3396551724137931	0.10344827586206898	0.3275862068965517
qwen3.5-4b	algorithm-generated	26.0	63.0	126.0	0.0	0.22884615384615387	0.21269841269841266	0.22222222222222224	0.5000000000000001	0.4976190476190475	0.5079365079365079	0.17115384615384618	0.14920634920634918	0.1587301587301587	0.47307692307692306	0.45476190476190476	0.4603174603174603	0.2519230769230769	0.265079365079365	0.2619047619047619	0.5038461538461538	0.5134920634920634	0.5158730158730159	0.1980769230769231	0.17698412698412697	0.1825396825396825	0.46153846153846156	0.45873015873015877	0.4603174603174603	0.22500000000000003	0.22936507936507936	0.23015873015873015	0.4673076923076923	0.4841269841269841	0.4841269841269841	0.2698412698412698	0.5238095238095237	0.2619047619047619	0.5158730158730159
qwen3-14b	hand-crafted	12.0	29.0	58.0	0.0	0.0375	0.05689655172413792	0.05172413793103449	0.3375	0.32241379310344825	0.31034482758620696	0.016666666666666666	0.041379310344827586	0.03448275862068965	0.3375	0.32241379310344825	0.31034482758620696	0.04166666666666667	0.049999999999999996	0.05172413793103449	0.32916666666666666	0.296551724137931	0.29310344827586204	0.016666666666666666	0.041379310344827586	0.03448275862068965	0.3375	0.32241379310344825	0.31034482758620696	0.029166666666666667	0.05689655172413792	0.05172413793103449	0.3375	0.32241379310344825	0.31034482758620696	0.0706896551724138	0.32241379310344825	0.05172413793103449	0.31034482758620696
qwen3-14b	algorithm-generated	26.0	63.0	126.0	0.0	0.16730769230769232	0.16666666666666666	0.16666666666666663	0.3807692307692308	0.40555555555555556	0.4047619047619048	0.23653846153846153	0.21666666666666665	0.21428571428571427	0.48461538461538456	0.47698412698412695	0.4841269841269841	0.19230769230769232	0.1722222222222222	0.17460317460317457	0.4403846153846153	0.43650793650793646	0.43650793650793657	0.24423076923076925	0.21666666666666665	0.22222222222222224	0.4673076923076923	0.45	0.4603174603174603	0.18846153846153849	0.1873015873015873	0.1825396825396825	0.3961538461538462	0.4253968253968254	0.42063492063492064	0.23015873015873015	0.48492063492063486	0.22222222222222224	0.4841269841269841
