model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-tsel.s42_step@1_val	stepfinder-tsel.s42_step@1_test	stepfinder-tsel.s42_step@1_full	stepfinder-tsel.s42_agent@1_val	stepfinder-tsel.s42_agent@1_test	stepfinder-tsel.s42_agent@1_full	stepfinder-tsel.s43_step@1_val	stepfinder-tsel.s43_step@1_test	stepfinder-tsel.s43_step@1_full	stepfinder-tsel.s43_agent@1_val	stepfinder-tsel.s43_agent@1_test	stepfinder-tsel.s43_agent@1_full	stepfinder-tsel.s44_step@1_val	stepfinder-tsel.s44_step@1_test	stepfinder-tsel.s44_step@1_full	stepfinder-tsel.s44_agent@1_val	stepfinder-tsel.s44_agent@1_test	stepfinder-tsel.s44_agent@1_full	stepfinder-tsel.s45_step@1_val	stepfinder-tsel.s45_step@1_test	stepfinder-tsel.s45_step@1_full	stepfinder-tsel.s45_agent@1_val	stepfinder-tsel.s45_agent@1_test	stepfinder-tsel.s45_agent@1_full	stepfinder-tsel.s46_step@1_val	stepfinder-tsel.s46_step@1_test	stepfinder-tsel.s46_step@1_full	stepfinder-tsel.s46_agent@1_val	stepfinder-tsel.s46_agent@1_test	stepfinder-tsel.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	hand-crafted	12.0	29.0	58.0	0.0	0.1125	0.09655172413793103	0.10344827586206898	0.5125	0.5258620689655171	0.517241379310345	0.07083333333333333	0.09137931034482757	0.08620689655172416	0.4375	0.41551724137931034	0.4310344827586207	0.10416666666666666	0.16724137931034483	0.15517241379310348	0.4666666666666667	0.48275862068965514	0.48275862068965514	0.07916666666666666	0.06551724137931035	0.0689655172413793	0.3541666666666667	0.3155172413793103	0.3275862068965517	0.05416666666666666	0.13103448275862067	0.10344827586206898	0.4333333333333333	0.456896551724138	0.4482758620689656	0.17068965517241377	0.5482758620689656	0.15517241379310348	0.517241379310345
qwen3-embedding-0.6b	algorithm-generated	26.0	63.0	126.0	0.0	0.3211538461538462	0.30317460317460315	0.3095238095238095	0.46923076923076923	0.46349206349206346	0.46825396825396826	0.2365384615384616	0.2492063492063492	0.246031746031746	0.48269230769230775	0.4658730158730159	0.46825396825396826	0.2519230769230769	0.2714285714285714	0.2619047619047619	0.4230769230769231	0.46984126984126984	0.4523809523809524	0.25576923076923075	0.2698412698412698	0.2619047619047619	0.45	0.4706349206349206	0.4603174603174603	0.3057692307692307	0.31904761904761897	0.3174603174603174	0.4576923076923077	0.4722222222222222	0.46825396825396826	0.3317460317460317	0.5071428571428571	0.3174603174603174	0.46825396825396826
qwen3.5-9b	hand-crafted	12.0	29.0	58.0	0.0	0.058333333333333334	0.07931034482758621	0.0689655172413793	0.35416666666666663	0.3362068965517241	0.3275862068965517	0.05416666666666666	0.07586206896551724	0.0689655172413793	0.3458333333333333	0.3137931034482758	0.31034482758620696	0.11666666666666667	0.1568965517241379	0.15517241379310348	0.37500000000000006	0.3706896551724138	0.3620689655172413	0.10833333333333332	0.17586206896551723	0.17241379310344832	0.37083333333333324	0.41724137931034483	0.39655172413793094	0.11666666666666667	0.1586206896551724	0.15517241379310348	0.37916666666666665	0.39482758620689656	0.3793103448275862	0.18620689655172412	0.42931034482758623	0.17241379310344832	0.39655172413793094
qwen3.5-9b	algorithm-generated	26.0	63.0	126.0	0.0	0.2442307692307692	0.2246031746031746	0.23015873015873015	0.4461538461538462	0.4428571428571429	0.4523809523809524	0.2576923076923077	0.24126984126984125	0.246031746031746	0.425	0.42777777777777776	0.43650793650793657	0.30961538461538457	0.2952380952380952	0.2936507936507936	0.4788461538461538	0.4841269841269841	0.4841269841269841	0.2846153846153846	0.2333333333333333	0.246031746031746	0.4557692307692308	0.4523809523809524	0.4603174603174603	0.2519230769230769	0.2341269841269841	0.23809523809523808	0.45961538461538465	0.44841269841269843	0.4603174603174603	0.296031746031746	0.4896825396825396	0.2936507936507936	0.4841269841269841
deepseek-8b	hand-crafted	12.0	29.0	58.0	0.0	0.10416666666666666	0.12413793103448276	0.12068965517241378	0.4625	0.44827586206896547	0.4310344827586207	0.12916666666666665	0.16379310344827586	0.17241379310344832	0.37500000000000006	0.37931034482758624	0.3793103448275862	0.05416666666666666	0.09655172413793103	0.08620689655172416	0.3666666666666667	0.3327586206896552	0.3275862068965517	0.075	0.12586206896551724	0.12068965517241378	0.4333333333333333	0.43275862068965515	0.4310344827586207	0.09166666666666666	0.13965517241379308	0.1379310344827586	0.4875	0.5293103448275862	0.517241379310345	0.16551724137931034	0.5344827586206896	0.17241379310344832	0.517241379310345
deepseek-8b	algorithm-generated	26.0	63.0	126.0	0.0	0.22692307692307695	0.24920634920634915	0.23809523809523808	0.4365384615384616	0.48650793650793644	0.47619047619047616	0.24807692307692308	0.2769841269841269	0.2619047619047619	0.3980769230769231	0.47063492063492063	0.4523809523809524	0.23076923076923078	0.2007936507936508	0.20634920634920637	0.425	0.4341269841269842	0.42857142857142855	0.23461538461538461	0.23809523809523808	0.23015873015873015	0.4365384615384616	0.47619047619047616	0.46825396825396826	0.25961538461538464	0.22380952380952382	0.23015873015873015	0.44807692307692315	0.44841269841269843	0.4444444444444445	0.2841269841269841	0.5031746031746032	0.2619047619047619	0.47619047619047616
qwen3.5-4b	hand-crafted	12.0	29.0	58.0	0.0	0.06666666666666667	0.0879310344827586	0.08620689655172416	0.375	0.35	0.34482758620689663	0.0875	0.14827586206896554	0.1379310344827586	0.3333333333333333	0.35172413793103446	0.34482758620689663	0.05	0.09310344827586206	0.08620689655172416	0.2958333333333333	0.30344827586206896	0.29310344827586204	0.05	0.07586206896551725	0.0689655172413793	0.3458333333333333	0.3137931034482758	0.31034482758620696	0.06666666666666667	0.11551724137931033	0.10344827586206898	0.31666666666666665	0.3241379310344827	0.31034482758620696	0.15	0.3655172413793104	0.1379310344827586	0.34482758620689663
qwen3.5-4b	algorithm-generated	26.0	63.0	126.0	0.0	0.24615384615384622	0.2698412698412698	0.2619047619047619	0.4865384615384615	0.5134920634920634	0.5079365079365079	0.24615384615384617	0.24285714285714283	0.25396825396825395	0.47307692307692306	0.4825396825396825	0.492063492063492	0.25384615384615383	0.24761904761904763	0.25396825396825395	0.5115384615384615	0.5341269841269842	0.5317460317460317	0.24230769230769234	0.25952380952380955	0.25396825396825395	0.5096153846153846	0.5134920634920634	0.5158730158730159	0.21538461538461542	0.23492063492063492	0.23015873015873015	0.43269230769230776	0.4801587301587301	0.46825396825396826	0.2841269841269841	0.5515873015873016	0.2619047619047619	0.5317460317460317
qwen3-14b	hand-crafted	12.0	29.0	58.0	0.0	0.11666666666666667	0.15344827586206897	0.15517241379310348	0.4833333333333334	0.49655172413793114	0.5	0.09166666666666665	0.09482758620689655	0.10344827586206898	0.3875	0.32068965517241377	0.3275862068965517	0.08333333333333333	0.07931034482758621	0.0689655172413793	0.4583333333333333	0.47586206896551725	0.4655172413793102	0.1208333333333333	0.1413793103448276	0.15517241379310348	0.4416666666666667	0.42931034482758623	0.4310344827586207	0.07916666666666666	0.10517241379310345	0.10344827586206898	0.3375	0.3137931034482759	0.31034482758620696	0.16551724137931037	0.5206896551724138	0.15517241379310348	0.5
qwen3-14b	algorithm-generated	26.0	63.0	126.0	0.0	0.3192307692307692	0.2865079365079365	0.2936507936507936	0.5211538461538462	0.4992063492063491	0.5079365079365079	0.31538461538461543	0.3023809523809523	0.3095238095238095	0.5173076923076924	0.546031746031746	0.5476190476190477	0.3230769230769231	0.30476190476190473	0.3015873015873015	0.571153846153846	0.5428571428571429	0.5476190476190477	0.2442307692307692	0.2603174603174603	0.25396825396825395	0.44230769230769235	0.4507936507936508	0.4523809523809524	0.31153846153846154	0.2992063492063492	0.3015873015873015	0.4884615384615384	0.5269841269841271	0.5238095238095238	0.3333333333333332	0.5682539682539682	0.3095238095238095	0.5476190476190477
