seed	n_val	n_test	n_full	gt_in_prompt	stepfinder-alg.s42_step@1_val	stepfinder-alg.s42_step@1_test	stepfinder-alg.s42_step@1_full	stepfinder-alg.s42_agent@1_val	stepfinder-alg.s42_agent@1_test	stepfinder-alg.s42_agent@1_full	stepfinder-alg.s43_step@1_val	stepfinder-alg.s43_step@1_test	stepfinder-alg.s43_step@1_full	stepfinder-alg.s43_agent@1_val	stepfinder-alg.s43_agent@1_test	stepfinder-alg.s43_agent@1_full	stepfinder-alg.s44_step@1_val	stepfinder-alg.s44_step@1_test	stepfinder-alg.s44_step@1_full	stepfinder-alg.s44_agent@1_val	stepfinder-alg.s44_agent@1_test	stepfinder-alg.s44_agent@1_full	stepfinder-alg.s45_step@1_val	stepfinder-alg.s45_step@1_test	stepfinder-alg.s45_step@1_full	stepfinder-alg.s45_agent@1_val	stepfinder-alg.s45_agent@1_test	stepfinder-alg.s45_agent@1_full	stepfinder-alg.s46_step@1_val	stepfinder-alg.s46_step@1_test	stepfinder-alg.s46_step@1_full	stepfinder-alg.s46_agent@1_val	stepfinder-alg.s46_agent@1_test	stepfinder-alg.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	64	127	False	0.038461538461538464	0.03125	0.031496062992125984	0.2692307692307692	0.296875	0.28346456692913385	0.038461538461538464	0.03125	0.023622047244094488	0.34615384615384615	0.1875	0.2047244094488189	0.07692307692307693	0.0625	0.05511811023622047	0.5384615384615384	0.609375	0.5669291338582677	0.038461538461538464	0.03125	0.023622047244094488	0.5	0.515625	0.48031496062992124	0.038461538461538464	0.203125	0.16535433070866143	0.6538461538461539	0.84375	0.7637795275590551	0.203125	0.84375	0.16535433070866143	0.7637795275590551
2	26	64	127	False	0.07692307692307693	0.015625	0.031496062992125984	0.3076923076923077	0.296875	0.28346456692913385	0.038461538461538464	0.015625	0.023622047244094488	0.23076923076923078	0.203125	0.2047244094488189	0.11538461538461539	0.015625	0.05511811023622047	0.5769230769230769	0.546875	0.5669291338582677	0.038461538461538464	0.015625	0.023622047244094488	0.5769230769230769	0.375	0.48031496062992124	0.15384615384615385	0.171875	0.16535433070866143	0.8461538461538461	0.640625	0.7637795275590551	0.171875	0.640625	0.16535433070866143	0.7637795275590551
3	26	64	127	False	0.0	0.03125	0.031496062992125984	0.23076923076923078	0.28125	0.28346456692913385	0.0	0.015625	0.023622047244094488	0.23076923076923078	0.171875	0.2047244094488189	0.0	0.046875	0.05511811023622047	0.6153846153846154	0.59375	0.5669291338582677	0.0	0.03125	0.023622047244094488	0.5384615384615384	0.5	0.48031496062992124	0.11538461538461539	0.1875	0.16535433070866143	0.8461538461538461	0.796875	0.7637795275590551	0.1875	0.796875	0.16535433070866143	0.7637795275590551
4	26	64	127	False	0.038461538461538464	0.046875	0.031496062992125984	0.34615384615384615	0.3125	0.28346456692913385	0.038461538461538464	0.03125	0.023622047244094488	0.23076923076923078	0.21875	0.2047244094488189	0.0	0.046875	0.05511811023622047	0.7692307692307693	0.5625	0.5669291338582677	0.0	0.03125	0.023622047244094488	0.5384615384615384	0.53125	0.48031496062992124	0.11538461538461539	0.171875	0.16535433070866143	0.8846153846153846	0.78125	0.7637795275590551	0.171875	0.78125	0.16535433070866143	0.7637795275590551
5	26	64	127	False	0.0	0.0625	0.031496062992125984	0.3076923076923077	0.296875	0.28346456692913385	0.0	0.046875	0.023622047244094488	0.23076923076923078	0.203125	0.2047244094488189	0.0	0.078125	0.05511811023622047	0.5	0.625	0.5669291338582677	0.0	0.03125	0.023622047244094488	0.6153846153846154	0.453125	0.48031496062992124	0.07692307692307693	0.21875	0.16535433070866143	0.9230769230769231	0.734375	0.7637795275590551	0.21875	0.734375	0.16535433070866143	0.7637795275590551
6	26	64	127	False	0.038461538461538464	0.03125	0.031496062992125984	0.19230769230769232	0.328125	0.28346456692913385	0.038461538461538464	0.015625	0.023622047244094488	0.23076923076923078	0.21875	0.2047244094488189	0.07692307692307693	0.0625	0.05511811023622047	0.5	0.59375	0.5669291338582677	0.0	0.03125	0.023622047244094488	0.38461538461538464	0.515625	0.48031496062992124	0.23076923076923078	0.09375	0.16535433070866143	0.7307692307692307	0.765625	0.7637795275590551	0.09375	0.765625	0.16535433070866143	0.7637795275590551
7	26	64	127	False	0.038461538461538464	0.03125	0.031496062992125984	0.19230769230769232	0.3125	0.28346456692913385	0.038461538461538464	0.03125	0.023622047244094488	0.2692307692307692	0.203125	0.2047244094488189	0.11538461538461539	0.046875	0.05511811023622047	0.5384615384615384	0.5625	0.5669291338582677	0.07692307692307693	0.0	0.023622047244094488	0.38461538461538464	0.53125	0.48031496062992124	0.19230769230769232	0.109375	0.16535433070866143	0.7692307692307693	0.703125	0.7637795275590551	0.109375	0.703125	0.16535433070866143	0.7637795275590551
8	26	64	127	False	0.0	0.015625	0.031496062992125984	0.23076923076923078	0.34375	0.28346456692913385	0.0	0.0	0.023622047244094488	0.038461538461538464	0.28125	0.2047244094488189	0.0	0.0625	0.05511811023622047	0.4230769230769231	0.59375	0.5669291338582677	0.0	0.015625	0.023622047244094488	0.4230769230769231	0.453125	0.48031496062992124	0.07692307692307693	0.203125	0.16535433070866143	0.7307692307692307	0.75	0.7637795275590551	0.203125	0.75	0.16535433070866143	0.7637795275590551
9	26	64	127	False	0.0	0.015625	0.031496062992125984	0.4230769230769231	0.25	0.28346456692913385	0.0	0.015625	0.023622047244094488	0.11538461538461539	0.21875	0.2047244094488189	0.038461538461538464	0.046875	0.05511811023622047	0.5384615384615384	0.609375	0.5669291338582677	0.0	0.03125	0.023622047244094488	0.46153846153846156	0.4375	0.48031496062992124	0.11538461538461539	0.203125	0.16535433070866143	0.7307692307692307	0.765625	0.7637795275590551	0.203125	0.765625	0.16535433070866143	0.7637795275590551
10	26	64	127	False	0.0	0.03125	0.031496062992125984	0.07692307692307693	0.34375	0.28346456692913385	0.0	0.015625	0.023622047244094488	0.07692307692307693	0.203125	0.2047244094488189	0.0	0.09375	0.05511811023622047	0.38461538461538464	0.59375	0.5669291338582677	0.038461538461538464	0.03125	0.023622047244094488	0.34615384615384615	0.484375	0.48031496062992124	0.19230769230769232	0.15625	0.16535433070866143	0.6923076923076923	0.796875	0.7637795275590551	0.15625	0.796875	0.16535433070866143	0.7637795275590551
