seed	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	63	126	True	0.11538461538461539	0.1746031746031746	0.15079365079365079	0.34615384615384615	0.2857142857142857	0.30952380952380953	0.0	0.015873015873015872	0.007936507936507936	0.38461538461538464	0.2857142857142857	0.35714285714285715	0.19230769230769232	0.19047619047619047	0.19047619047619047	0.38461538461538464	0.36507936507936506	0.373015873015873	0.19047619047619047	0.36507936507936506	0.19047619047619047	0.373015873015873
2	26	63	126	True	0.11538461538461539	0.1746031746031746	0.15079365079365079	0.2692307692307692	0.30158730158730157	0.30952380952380953	0.0	0.015873015873015872	0.007936507936507936	0.38461538461538464	0.3492063492063492	0.35714285714285715	0.2692307692307692	0.1746031746031746	0.19047619047619047	0.46153846153846156	0.3492063492063492	0.373015873015873	0.1746031746031746	0.3492063492063492	0.19047619047619047	0.373015873015873
3	26	63	126	True	0.038461538461538464	0.1746031746031746	0.15079365079365079	0.23076923076923078	0.30158730158730157	0.30952380952380953	0.0	0.015873015873015872	0.007936507936507936	0.19230769230769232	0.38095238095238093	0.35714285714285715	0.15384615384615385	0.20634920634920634	0.19047619047619047	0.19230769230769232	0.42857142857142855	0.373015873015873	0.20634920634920634	0.42857142857142855	0.19047619047619047	0.373015873015873
4	26	63	126	True	0.11538461538461539	0.15873015873015872	0.15079365079365079	0.23076923076923078	0.36507936507936506	0.30952380952380953	0.0	0.015873015873015872	0.007936507936507936	0.2692307692307692	0.42857142857142855	0.35714285714285715	0.19230769230769232	0.19047619047619047	0.19047619047619047	0.2692307692307692	0.4126984126984127	0.373015873015873	0.19047619047619047	0.42857142857142855	0.19047619047619047	0.373015873015873
5	26	63	126	True	0.15384615384615385	0.1746031746031746	0.15079365079365079	0.34615384615384615	0.31746031746031744	0.30952380952380953	0.0	0.0	0.007936507936507936	0.3076923076923077	0.4126984126984127	0.35714285714285715	0.2692307692307692	0.20634920634920634	0.19047619047619047	0.3076923076923077	0.4444444444444444	0.373015873015873	0.20634920634920634	0.4444444444444444	0.19047619047619047	0.373015873015873
6	26	63	126	True	0.11538461538461539	0.1746031746031746	0.15079365079365079	0.34615384615384615	0.30158730158730157	0.30952380952380953	0.0	0.0	0.007936507936507936	0.38461538461538464	0.31746031746031744	0.35714285714285715	0.15384615384615385	0.2222222222222222	0.19047619047619047	0.38461538461538464	0.3333333333333333	0.373015873015873	0.2222222222222222	0.3333333333333333	0.19047619047619047	0.373015873015873
7	26	63	126	True	0.038461538461538464	0.20634920634920634	0.15079365079365079	0.23076923076923078	0.3333333333333333	0.30952380952380953	0.0	0.0	0.007936507936507936	0.2692307692307692	0.36507936507936506	0.35714285714285715	0.19230769230769232	0.20634920634920634	0.19047619047619047	0.23076923076923078	0.4444444444444444	0.373015873015873	0.20634920634920634	0.4444444444444444	0.19047619047619047	0.373015873015873
8	26	63	126	True	0.19230769230769232	0.12698412698412698	0.15079365079365079	0.3076923076923077	0.31746031746031744	0.30952380952380953	0.0	0.0	0.007936507936507936	0.23076923076923078	0.38095238095238093	0.35714285714285715	0.15384615384615385	0.25396825396825395	0.19047619047619047	0.4230769230769231	0.42857142857142855	0.373015873015873	0.25396825396825395	0.42857142857142855	0.19047619047619047	0.373015873015873
9	26	63	126	True	0.11538461538461539	0.14285714285714285	0.15079365079365079	0.23076923076923078	0.38095238095238093	0.30952380952380953	0.0	0.015873015873015872	0.007936507936507936	0.46153846153846156	0.3333333333333333	0.35714285714285715	0.15384615384615385	0.19047619047619047	0.19047619047619047	0.34615384615384615	0.3492063492063492	0.373015873015873	0.19047619047619047	0.38095238095238093	0.19047619047619047	0.373015873015873
10	26	63	126	True	0.15384615384615385	0.12698412698412698	0.15079365079365079	0.5384615384615384	0.1746031746031746	0.30952380952380953	0.0	0.015873015873015872	0.007936507936507936	0.19230769230769232	0.4444444444444444	0.35714285714285715	0.15384615384615385	0.19047619047619047	0.19047619047619047	0.34615384615384615	0.3333333333333333	0.373015873015873	0.19047619047619047	0.4444444444444444	0.19047619047619047	0.373015873015873
11	26	63	126	True	0.3076923076923077	0.1111111111111111	0.15079365079365079	0.4230769230769231	0.23809523809523808	0.30952380952380953	0.038461538461538464	0.0	0.007936507936507936	0.5384615384615384	0.3492063492063492	0.35714285714285715	0.11538461538461539	0.1746031746031746	0.19047619047619047	0.38461538461538464	0.3492063492063492	0.373015873015873	0.1746031746031746	0.3492063492063492	0.19047619047619047	0.373015873015873
12	26	63	126	True	0.07692307692307693	0.19047619047619047	0.15079365079365079	0.38461538461538464	0.30158730158730157	0.30952380952380953	0.038461538461538464	0.0	0.007936507936507936	0.3076923076923077	0.3968253968253968	0.35714285714285715	0.19230769230769232	0.23809523809523808	0.19047619047619047	0.34615384615384615	0.4603174603174603	0.373015873015873	0.23809523809523808	0.4603174603174603	0.19047619047619047	0.373015873015873
