model	subset	method	status	rows	expected	no_pred	fmt_fail
gpt-4o	magentic	raffles	DONE	91	91	0	0
gpt-4o	captain	raffles	DONE	85	85	0	0
gpt-5	magentic	raffles	DONE	91	91	0	0
gpt-5	captain	raffles	DONE	85	85	0	0
