model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-tsel.s42_step@1_val	stepfinder-tsel.s42_step@1_test	stepfinder-tsel.s42_step@1_full	stepfinder-tsel.s42_agent@1_val	stepfinder-tsel.s42_agent@1_test	stepfinder-tsel.s42_agent@1_full	stepfinder-tsel.s43_step@1_val	stepfinder-tsel.s43_step@1_test	stepfinder-tsel.s43_step@1_full	stepfinder-tsel.s43_agent@1_val	stepfinder-tsel.s43_agent@1_test	stepfinder-tsel.s43_agent@1_full	stepfinder-tsel.s44_step@1_val	stepfinder-tsel.s44_step@1_test	stepfinder-tsel.s44_step@1_full	stepfinder-tsel.s44_agent@1_val	stepfinder-tsel.s44_agent@1_test	stepfinder-tsel.s44_agent@1_full	stepfinder-tsel.s45_step@1_val	stepfinder-tsel.s45_step@1_test	stepfinder-tsel.s45_step@1_full	stepfinder-tsel.s45_agent@1_val	stepfinder-tsel.s45_agent@1_test	stepfinder-tsel.s45_agent@1_full	stepfinder-tsel.s46_step@1_val	stepfinder-tsel.s46_step@1_test	stepfinder-tsel.s46_step@1_full	stepfinder-tsel.s46_agent@1_val	stepfinder-tsel.s46_agent@1_test	stepfinder-tsel.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	hand-crafted	12.0	29.0	58.0	0.0	0.1125	0.09655172413793103	0.10344827586206898	0.5125	0.5258620689655171	0.517241379310345	0.07083333333333333	0.09137931034482757	0.08620689655172416	0.4375	0.41551724137931034	0.4310344827586207	0.10416666666666666	0.16724137931034483	0.15517241379310348	0.4666666666666667	0.48275862068965514	0.48275862068965514	0.07916666666666666	0.06551724137931035	0.0689655172413793	0.32083333333333325	0.3017241379310345	0.31034482758620696	0.05416666666666666	0.13103448275862067	0.10344827586206898	0.4374999999999999	0.45862068965517244	0.4482758620689656	0.17068965517241377	0.5482758620689655	0.15517241379310348	0.517241379310345
qwen3-embedding-0.6b	algorithm-generated	26.0	63.0	126.0	0.0	0.33653846153846156	0.31904761904761897	0.32539682539682535	0.4884615384615384	0.492063492063492	0.492063492063492	0.24807692307692308	0.2515873015873016	0.246031746031746	0.4903846153846154	0.4801587301587301	0.47619047619047616	0.30384615384615393	0.3055555555555555	0.3015873015873015	0.48461538461538467	0.4976190476190475	0.4841269841269841	0.25192307692307697	0.2611111111111111	0.2619047619047619	0.47115384615384615	0.473015873015873	0.46825396825396826	0.31923076923076926	0.3373015873015872	0.33333333333333326	0.4711538461538461	0.4904761904761905	0.4841269841269841	0.3515873015873015	0.5309523809523811	0.33333333333333326	0.492063492063492
qwen3.5-9b	hand-crafted	12.0	29.0	58.0	0.0	0.0625	0.07413793103448277	0.0689655172413793	0.35833333333333334	0.33103448275862063	0.3275862068965517	0.05416666666666666	0.07586206896551724	0.0689655172413793	0.3458333333333333	0.3137931034482758	0.31034482758620696	0.024999999999999998	0.034482758620689655	0.03448275862068965	0.3416666666666667	0.32241379310344825	0.3275862068965517	0.125	0.1896551724137931	0.1896551724137931	0.41666666666666663	0.4637931034482758	0.4482758620689656	0.09999999999999999	0.12068965517241381	0.12068965517241378	0.3916666666666667	0.39655172413793105	0.3793103448275862	0.19137931034482758	0.4637931034482758	0.1896551724137931	0.4482758620689656
qwen3.5-9b	algorithm-generated	26.0	63.0	126.0	0.0	0.2365384615384616	0.2087301587301587	0.22222222222222224	0.4153846153846154	0.42698412698412697	0.43650793650793657	0.24615384615384617	0.23888888888888887	0.246031746031746	0.44230769230769235	0.4722222222222222	0.47619047619047616	0.21730769230769234	0.20793650793650792	0.21428571428571427	0.4076923076923077	0.42063492063492064	0.42857142857142855	0.20384615384615387	0.21746031746031744	0.21428571428571427	0.38846153846153847	0.40793650793650793	0.41269841269841273	0.225	0.22380952380952382	0.23015873015873015	0.4230769230769231	0.43650793650793657	0.4444444444444445	0.2507936507936508	0.4793650793650793	0.246031746031746	0.47619047619047616
deepseek-8b	hand-crafted	12.0	29.0	58.0	0.0	0.09583333333333333	0.13965517241379313	0.12068965517241378	0.375	0.35862068965517246	0.34482758620689663	0.1208333333333333	0.14655172413793105	0.15517241379310348	0.39583333333333337	0.42931034482758623	0.4137931034482759	0.05416666666666666	0.09655172413793103	0.08620689655172416	0.35000000000000003	0.3103448275862069	0.31034482758620696	0.06666666666666667	0.10862068965517242	0.10344827586206898	0.425	0.4155172413793104	0.4137931034482759	0.09166666666666666	0.13965517241379308	0.1379310344827586	0.4875	0.5293103448275862	0.517241379310345	0.16379310344827586	0.5310344827586206	0.15517241379310348	0.517241379310345
deepseek-8b	algorithm-generated	26.0	63.0	126.0	0.0	0.20961538461538462	0.20714285714285716	0.19841269841269843	0.4384615384615384	0.47857142857142854	0.46825396825396826	0.25000000000000006	0.265079365079365	0.25396825396825395	0.4096153846153846	0.4317460317460317	0.42857142857142855	0.22884615384615387	0.2246031746031746	0.21428571428571427	0.4673076923076923	0.49285714285714277	0.47619047619047616	0.24038461538461542	0.22063492063492066	0.22222222222222224	0.4230769230769232	0.4404761904761905	0.43650793650793657	0.27692307692307694	0.24761904761904763	0.25396825396825395	0.4884615384615384	0.5015873015873016	0.5	0.2785714285714286	0.5222222222222221	0.25396825396825395	0.5
qwen3.5-4b	hand-crafted	12.0	29.0	58.0	0.0	0.06666666666666665	0.08448275862068964	0.08620689655172416	0.35416666666666663	0.32931034482758625	0.3275862068965517	0.08333333333333334	0.1293103448275862	0.12068965517241378	0.3291666666666666	0.3327586206896551	0.3275862068965517	0.05	0.09310344827586206	0.08620689655172416	0.2958333333333333	0.30344827586206896	0.29310344827586204	0.05	0.07586206896551725	0.0689655172413793	0.3458333333333333	0.3137931034482758	0.31034482758620696	0.06666666666666667	0.11551724137931033	0.10344827586206898	0.33333333333333337	0.3413793103448276	0.3275862068965517	0.13103448275862067	0.35689655172413803	0.12068965517241378	0.3275862068965517
qwen3.5-4b	algorithm-generated	26.0	63.0	126.0	0.0	0.17115384615384618	0.18095238095238095	0.1825396825396825	0.41730769230769243	0.4420634920634921	0.43650793650793657	0.2057692307692308	0.22301587301587303	0.23015873015873015	0.43269230769230776	0.4793650793650793	0.47619047619047616	0.2115384615384616	0.19920634920634922	0.19841269841269843	0.4653846153846154	0.4738095238095238	0.47619047619047616	0.17884615384615385	0.18888888888888888	0.19047619047619052	0.4730769230769232	0.4809523809523809	0.4841269841269841	0.1980769230769231	0.19920634920634922	0.20634920634920637	0.45000000000000007	0.46904761904761905	0.46825396825396826	0.23492063492063492	0.5119047619047619	0.23015873015873015	0.4841269841269841
qwen3-14b	hand-crafted	12.0	29.0	58.0	0.0	0.11666666666666667	0.15344827586206897	0.15517241379310348	0.4833333333333334	0.49655172413793114	0.5	0.07499999999999998	0.10517241379310345	0.10344827586206898	0.4208333333333334	0.37931034482758624	0.3793103448275862	0.06666666666666665	0.0879310344827586	0.08620689655172416	0.3041666666666667	0.2775862068965518	0.2758620689655172	0.12083333333333332	0.14310344827586208	0.15517241379310348	0.4	0.3896551724137931	0.39655172413793094	0.07916666666666666	0.10517241379310345	0.10344827586206898	0.3375	0.3137931034482759	0.31034482758620696	0.16724137931034483	0.5017241379310347	0.15517241379310348	0.5
qwen3-14b	algorithm-generated	26.0	63.0	126.0	0.0	0.2865384615384615	0.25476190476190474	0.2619047619047619	0.49230769230769234	0.4682539682539682	0.47619047619047616	0.29230769230769227	0.2626984126984127	0.2698412698412698	0.5307692307692308	0.5317460317460317	0.5396825396825397	0.27115384615384613	0.26666666666666666	0.2619047619047619	0.49615384615384606	0.492063492063492	0.492063492063492	0.2442307692307692	0.2603174603174603	0.25396825396825395	0.4480769230769231	0.4595238095238095	0.4603174603174603	0.30192307692307696	0.2777777777777778	0.2857142857142857	0.5192307692307692	0.53015873015873	0.5396825396825397	0.29999999999999993	0.5523809523809524	0.2857142857142857	0.5396825396825397
