model	subset	method	status	rows	expected	no_pred	fmt_fail
qwen3-embedding-0.6b	magentic	stepfinder.s42	DONE	91	91	0	0
qwen3-embedding-0.6b	magentic	stepfinder.s43	DONE	91	91	0	0
qwen3-embedding-0.6b	magentic	stepfinder.s44	DONE	91	91	0	0
qwen3-embedding-0.6b	magentic	stepfinder.s45	DONE	91	91	0	0
qwen3-embedding-0.6b	magentic	stepfinder.s46	DONE	91	91	0	0
qwen3-embedding-0.6b	captain	stepfinder.s42	DONE	85	85	0	0
qwen3-embedding-0.6b	captain	stepfinder.s43	DONE	85	85	0	0
qwen3-embedding-0.6b	captain	stepfinder.s44	DONE	85	85	0	0
qwen3-embedding-0.6b	captain	stepfinder.s45	DONE	85	85	0	0
qwen3-embedding-0.6b	captain	stepfinder.s46	DONE	85	85	0	0
qwen3-embedding-0.6b	swe	stepfinder.s42	DONE	44	44	0	0
qwen3-embedding-0.6b	swe	stepfinder.s43	DONE	44	44	0	0
qwen3-embedding-0.6b	swe	stepfinder.s44	DONE	44	44	0	0
qwen3-embedding-0.6b	swe	stepfinder.s45	DONE	44	44	0	0
qwen3-embedding-0.6b	swe	stepfinder.s46	DONE	44	44	0	0
qwen3.5-9b	magentic	stepfinder.s42	DONE	91	91	0	0
qwen3.5-9b	magentic	stepfinder.s43	DONE	91	91	0	0
qwen3.5-9b	magentic	stepfinder.s44	DONE	91	91	0	0
qwen3.5-9b	magentic	stepfinder.s45	DONE	91	91	0	0
qwen3.5-9b	magentic	stepfinder.s46	DONE	91	91	0	0
qwen3.5-9b	captain	stepfinder.s42	DONE	85	85	0	0
qwen3.5-9b	captain	stepfinder.s43	DONE	85	85	0	0
qwen3.5-9b	captain	stepfinder.s44	DONE	85	85	0	0
qwen3.5-9b	captain	stepfinder.s45	DONE	85	85	0	0
qwen3.5-9b	captain	stepfinder.s46	DONE	85	85	0	0
qwen3.5-9b	swe	stepfinder.s42	DONE	44	44	0	0
qwen3.5-9b	swe	stepfinder.s43	DONE	44	44	0	0
qwen3.5-9b	swe	stepfinder.s44	DONE	44	44	0	0
qwen3.5-9b	swe	stepfinder.s45	DONE	44	44	0	0
qwen3.5-9b	swe	stepfinder.s46	DONE	44	44	0	0
deepseek-8b	magentic	stepfinder.s42	DONE	91	91	0	0
deepseek-8b	magentic	stepfinder.s43	DONE	91	91	0	0
deepseek-8b	magentic	stepfinder.s44	DONE	91	91	0	0
deepseek-8b	magentic	stepfinder.s45	DONE	91	91	0	0
deepseek-8b	magentic	stepfinder.s46	DONE	91	91	0	0
deepseek-8b	captain	stepfinder.s42	DONE	85	85	0	0
deepseek-8b	captain	stepfinder.s43	DONE	85	85	0	0
deepseek-8b	captain	stepfinder.s44	DONE	85	85	0	0
deepseek-8b	captain	stepfinder.s45	DONE	85	85	0	0
deepseek-8b	captain	stepfinder.s46	DONE	85	85	0	0
deepseek-8b	swe	stepfinder.s42	DONE	44	44	0	0
deepseek-8b	swe	stepfinder.s43	DONE	44	44	0	0
deepseek-8b	swe	stepfinder.s44	DONE	44	44	0	0
deepseek-8b	swe	stepfinder.s45	DONE	44	44	0	0
deepseek-8b	swe	stepfinder.s46	DONE	44	44	0	0
qwen3.5-4b	magentic	stepfinder.s42	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder.s43	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder.s44	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder.s45	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder.s46	DONE	91	91	0	0
qwen3.5-4b	captain	stepfinder.s42	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder.s43	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder.s44	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder.s45	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder.s46	DONE	85	85	0	0
qwen3.5-4b	swe	stepfinder.s42	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder.s43	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder.s44	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder.s45	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder.s46	DONE	44	44	0	0
qwen3-14b	magentic	stepfinder.s42	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder.s43	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder.s44	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder.s45	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder.s46	DONE	91	91	0	0
qwen3-14b	captain	stepfinder.s42	DONE	85	85	0	0
qwen3-14b	captain	stepfinder.s43	DONE	85	85	0	0
qwen3-14b	captain	stepfinder.s44	DONE	85	85	0	0
qwen3-14b	captain	stepfinder.s45	DONE	85	85	0	0
qwen3-14b	captain	stepfinder.s46	DONE	85	85	0	0
qwen3-14b	swe	stepfinder.s42	DONE	44	44	0	0
qwen3-14b	swe	stepfinder.s43	DONE	44	44	0	0
qwen3-14b	swe	stepfinder.s44	DONE	44	44	0	0
qwen3-14b	swe	stepfinder.s45	DONE	44	44	0	0
qwen3-14b	swe	stepfinder.s46	DONE	44	44	0	0
qwen3.5-27b	magentic	stepfinder.s42	DONE	91	91	0	0
qwen3.5-27b	magentic	stepfinder.s43	DONE	91	91	0	0
qwen3.5-27b	magentic	stepfinder.s44	DONE	91	91	0	0
qwen3.5-27b	magentic	stepfinder.s45	DONE	91	91	0	0
