model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder.s42_step@1_val	stepfinder.s42_step@1_test	stepfinder.s42_step@1_full	stepfinder.s42_agent@1_val	stepfinder.s42_agent@1_test	stepfinder.s42_agent@1_full	stepfinder.s43_step@1_val	stepfinder.s43_step@1_test	stepfinder.s43_step@1_full	stepfinder.s43_agent@1_val	stepfinder.s43_agent@1_test	stepfinder.s43_agent@1_full	stepfinder.s44_step@1_val	stepfinder.s44_step@1_test	stepfinder.s44_step@1_full	stepfinder.s44_agent@1_val	stepfinder.s44_agent@1_test	stepfinder.s44_agent@1_full	stepfinder.s45_step@1_val	stepfinder.s45_step@1_test	stepfinder.s45_step@1_full	stepfinder.s45_agent@1_val	stepfinder.s45_agent@1_test	stepfinder.s45_agent@1_full	stepfinder.s46_step@1_val	stepfinder.s46_step@1_test	stepfinder.s46_step@1_full	stepfinder.s46_agent@1_val	stepfinder.s46_agent@1_test	stepfinder.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	magentic	18.0	46.0	91.0	0.0	0.18888888888888888	0.1967391304347826	0.18681318681318687	0.6888888888888888	0.6967391304347826	0.6813186813186812	0.24999999999999994	0.22826086956521738	0.23076923076923078	0.7388888888888887	0.7684782608695652	0.7582417582417584	0.11111111111111109	0.09565217391304347	0.09890109890109891	0.6055555555555555	0.6065217391304347	0.6043956043956042	0.13055555555555554	0.16521739130434782	0.15384615384615383	0.686111111111111	0.7271739130434782	0.7142857142857142	0.2	0.20978260869565216	0.19780219780219782	0.7027777777777777	0.7434782608695653	0.7252747252747251	0.24456521739130435	0.7793478260869565	0.23076923076923078	0.7582417582417584
qwen3-embedding-0.6b	captain	17.0	43.0	85.0	0.0	0.16176470588235295	0.1825581395348837	0.1764705882352941	0.43235294117647066	0.4511627906976745	0.4470588235294118	0.17941176470588233	0.1941860465116279	0.1882352941176471	0.5764705882352941	0.6116279069767441	0.5999999999999999	0.16470588235294117	0.16162790697674417	0.16470588235294115	0.5058823529411766	0.48488372093023246	0.48235294117647054	0.11470588235294117	0.1453488372093023	0.1411764705882353	0.4617647058823529	0.5058139534883722	0.49411764705882355	0.13823529411764704	0.1511627906976744	0.1411764705882353	0.5470588235294118	0.5534883720930232	0.5411764705882353	0.20813953488372094	0.6162790697674417	0.1882352941176471	0.5999999999999999
qwen3-embedding-0.6b	swe	9.0	22.0	44.0	0.0	0.02777777777777778	0.04999999999999999	0.04545454545454545	0.42777777777777776	0.425	0.4318181818181818	0.061111111111111116	0.07272727272727272	0.06818181818181816	0.4722222222222222	0.4704545454545455	0.4772727272727272	0.09444444444444444	0.1386363636363636	0.11363636363636365	0.6111111111111112	0.5681818181818181	0.5681818181818182	0.06666666666666668	0.08863636363636362	0.0909090909090909	0.5166666666666667	0.5159090909090909	0.5227272727272728	0.11666666666666667	0.12045454545454544	0.11363636363636365	0.46111111111111114	0.4318181818181818	0.4318181818181818	0.14318181818181813	0.5727272727272728	0.11363636363636365	0.5681818181818182
qwen3.5-9b	magentic	18.0	46.0	91.0	0.0	0.07222222222222223	0.0891304347826087	0.0879120879120879	0.5583333333333333	0.6054347826086957	0.5824175824175823	0.05	0.06739130434782609	0.06593406593406594	0.5055555555555555	0.5315217391304348	0.5164835164835165	0.061111111111111116	0.07934782608695654	0.07692307692307691	0.5444444444444445	0.583695652173913	0.5604395604395604	0.06666666666666668	0.07391304347826086	0.06593406593406594	0.6277777777777778	0.6380434782608696	0.6263736263736263	0.05	0.06739130434782609	0.06593406593406594	0.5194444444444444	0.5608695652173914	0.5384615384615384	0.10108695652173913	0.6456521739130435	0.0879120879120879	0.6263736263736263
qwen3.5-9b	captain	17.0	43.0	85.0	0.0	0.17058823529411762	0.16279069767441862	0.16470588235294115	0.49411764705882355	0.4825581395348838	0.48235294117647054	0.19411764705882356	0.18720930232558136	0.1882352941176471	0.49705882352941166	0.5011627906976746	0.49411764705882355	0.10294117647058823	0.12441860465116279	0.11764705882352941	0.39117647058823535	0.39767441860465114	0.3882352941176471	0.16176470588235292	0.163953488372093	0.16470588235294115	0.46176470588235297	0.45813953488372106	0.4588235294117647	0.1352941176470588	0.1441860465116279	0.1411764705882353	0.47058823529411764	0.46395348837209316	0.4588235294117647	0.20697674418604653	0.5279069767441861	0.1882352941176471	0.49411764705882355
qwen3.5-9b	swe	9.0	22.0	44.0	0.0	0.1277777777777778	0.11363636363636362	0.11363636363636365	0.5444444444444445	0.5590909090909093	0.5681818181818182	0.005555555555555555	0.031818181818181815	0.022727272727272724	0.5722222222222222	0.5545454545454545	0.5681818181818182	0.02777777777777778	0.04318181818181818	0.04545454545454545	0.738888888888889	0.7386363636363636	0.75	0.061111111111111116	0.07272727272727272	0.06818181818181816	0.49444444444444435	0.525	0.5227272727272728	0.07222222222222222	0.09318181818181817	0.0909090909090909	0.6777777777777777	0.6840909090909091	0.7045454545454547	0.12727272727272726	0.7522727272727272	0.11363636363636365	0.75
deepseek-8b	magentic	18.0	46.0	91.0	0.0	0.05277777777777777	0.07282608695652174	0.06593406593406594	0.5999999999999999	0.6184782608695653	0.6043956043956042	0.0	0.0	0.0	0.31666666666666665	0.32065217391304346	0.3186813186813186	0.030555555555555558	0.026086956521739126	0.03296703296703297	0.41944444444444445	0.4326086956521739	0.42857142857142855	0.061111111111111116	0.07065217391304349	0.06593406593406594	0.49444444444444446	0.5250000000000001	0.5054945054945055	0.061111111111111116	0.053260869565217396	0.05494505494505495	0.3666666666666667	0.3630434782608696	0.36263736263736257	0.08043478260869566	0.6184782608695653	0.06593406593406594	0.6043956043956042
deepseek-8b	captain	17.0	43.0	85.0	0.0	0.19999999999999998	0.19651162790697674	0.20000000000000004	0.5441176470588236	0.5372093023255814	0.5411764705882353	0.12058823529411763	0.11162790697674418	0.11764705882352941	0.3529411764705882	0.3337209302325581	0.3529411764705882	0.02941176470588235	0.03604651162790697	0.03529411764705882	0.24117647058823527	0.24302325581395348	0.24705882352941178	0.17941176470588233	0.1941860465116279	0.1882352941176471	0.5147058823529412	0.513953488372093	0.5058823529411764	0.18235294117647055	0.19186046511627905	0.1882352941176471	0.5705882352941176	0.5813953488372091	0.5764705882352941	0.2255813953488372	0.5930232558139533	0.20000000000000004	0.5764705882352941
deepseek-8b	swe	9.0	22.0	44.0	0.0	0.0	0.0	0.0	0.41666666666666663	0.375	0.3636363636363636	0.055555555555555546	0.0409090909090909	0.04545454545454545	0.43888888888888883	0.41818181818181815	0.4318181818181818	0.03333333333333334	0.03409090909090909	0.04545454545454545	0.3722222222222222	0.39999999999999997	0.3863636363636364	0.05000000000000001	0.07499999999999998	0.06818181818181816	0.40555555555555556	0.4340909090909091	0.4318181818181818	0.02222222222222222	0.025	0.022727272727272724	0.3	0.32272727272727275	0.2954545454545455	0.07954545454545453	0.4727272727272728	0.06818181818181816	0.4318181818181818
qwen3.5-4b	magentic	18.0	46.0	91.0	0.0	0.0638888888888889	0.05652173913043479	0.05494505494505495	0.5777777777777777	0.5771739130434783	0.5714285714285714	0.08611111111111111	0.057608695652173914	0.06593406593406594	0.6222222222222221	0.6108695652173913	0.6043956043956042	0.04444444444444444	0.04239130434782608	0.04395604395604395	0.5888888888888888	0.5695652173913043	0.5714285714285714	0.07500000000000001	0.0891304347826087	0.0879120879120879	0.5277777777777778	0.5380434782608695	0.5274725274725275	0.05277777777777778	0.05217391304347825	0.05494505494505495	0.5	0.5499999999999999	0.5274725274725275	0.09347826086956522	0.6271739130434782	0.0879120879120879	0.6043956043956042
