seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	63	126	True	0.15384615384615385	0.19047619047619047	0.16666666666666666	0.6153846153846154	0.5873015873015873	0.5793650793650794	0.19047619047619047	0.5873015873015873	0.16666666666666666	0.5793650793650794
2	26	63	126	True	0.11538461538461539	0.23809523809523808	0.16666666666666666	0.7692307692307693	0.5714285714285714	0.5793650793650794	0.23809523809523808	0.5714285714285714	0.16666666666666666	0.5793650793650794
3	26	63	126	True	0.23076923076923078	0.15873015873015872	0.16666666666666666	0.6538461538461539	0.5873015873015873	0.5793650793650794	0.15873015873015872	0.5873015873015873	0.16666666666666666	0.5793650793650794
4	26	63	126	True	0.19230769230769232	0.19047619047619047	0.16666666666666666	0.5384615384615384	0.6031746031746031	0.5793650793650794	0.19047619047619047	0.6031746031746031	0.16666666666666666	0.5793650793650794
5	26	63	126	True	0.19230769230769232	0.1746031746031746	0.16666666666666666	0.46153846153846156	0.6666666666666666	0.5793650793650794	0.1746031746031746	0.6666666666666666	0.16666666666666666	0.5793650793650794
6	26	63	126	True	0.19230769230769232	0.12698412698412698	0.16666666666666666	0.5384615384615384	0.6349206349206349	0.5793650793650794	0.12698412698412698	0.6349206349206349	0.16666666666666666	0.5793650793650794
7	26	63	126	True	0.07692307692307693	0.25396825396825395	0.16666666666666666	0.5384615384615384	0.6031746031746031	0.5793650793650794	0.25396825396825395	0.6031746031746031	0.16666666666666666	0.5793650793650794
8	26	63	126	True	0.15384615384615385	0.1746031746031746	0.16666666666666666	0.5769230769230769	0.5238095238095238	0.5793650793650794	0.1746031746031746	0.5238095238095238	0.16666666666666666	0.5793650793650794
9	26	63	126	True	0.07692307692307693	0.20634920634920634	0.16666666666666666	0.5769230769230769	0.6031746031746031	0.5793650793650794	0.20634920634920634	0.6031746031746031	0.16666666666666666	0.5793650793650794
10	26	63	126	True	0.15384615384615385	0.19047619047619047	0.16666666666666666	0.38461538461538464	0.6349206349206349	0.5793650793650794	0.19047619047619047	0.6349206349206349	0.16666666666666666	0.5793650793650794
11	26	63	126	True	0.11538461538461539	0.14285714285714285	0.16666666666666666	0.7692307692307693	0.5873015873015873	0.5793650793650794	0.14285714285714285	0.5873015873015873	0.16666666666666666	0.5793650793650794
12	26	63	126	True	0.19230769230769232	0.19047619047619047	0.16666666666666666	0.5	0.6190476190476191	0.5793650793650794	0.19047619047619047	0.6190476190476191	0.16666666666666666	0.5793650793650794
13	26	63	126	True	0.11538461538461539	0.19047619047619047	0.16666666666666666	0.6538461538461539	0.6190476190476191	0.5793650793650794	0.19047619047619047	0.6190476190476191	0.16666666666666666	0.5793650793650794
14	26	63	126	True	0.19230769230769232	0.1746031746031746	0.16666666666666666	0.6153846153846154	0.6349206349206349	0.5793650793650794	0.1746031746031746	0.6349206349206349	0.16666666666666666	0.5793650793650794
15	26	63	126	True	0.11538461538461539	0.2222222222222222	0.16666666666666666	0.4230769230769231	0.6349206349206349	0.5793650793650794	0.2222222222222222	0.6349206349206349	0.16666666666666666	0.5793650793650794
16	26	63	126	True	0.23076923076923078	0.15873015873015872	0.16666666666666666	0.6923076923076923	0.5238095238095238	0.5793650793650794	0.15873015873015872	0.5238095238095238	0.16666666666666666	0.5793650793650794
17	26	63	126	True	0.23076923076923078	0.1746031746031746	0.16666666666666666	0.5769230769230769	0.6349206349206349	0.5793650793650794	0.1746031746031746	0.6349206349206349	0.16666666666666666	0.5793650793650794
18	26	63	126	True	0.19230769230769232	0.1746031746031746	0.16666666666666666	0.6923076923076923	0.5714285714285714	0.5793650793650794	0.1746031746031746	0.5714285714285714	0.16666666666666666	0.5793650793650794
19	26	63	126	True	0.11538461538461539	0.1746031746031746	0.16666666666666666	0.5384615384615384	0.5555555555555556	0.5793650793650794	0.1746031746031746	0.5555555555555556	0.16666666666666666	0.5793650793650794
20	26	63	126	True	0.07692307692307693	0.1111111111111111	0.16666666666666666	0.46153846153846156	0.5714285714285714	0.5793650793650794	0.1111111111111111	0.5714285714285714	0.16666666666666666	0.5793650793650794
