model	subset	n_val	n_test	n_full	gt_in_prompt	chief_step@1_val	chief_step@1_test	chief_step@1_full	chief_agent@1_val	chief_agent@1_test	chief_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	code	26.0	64.0	127.0	0.0	0.046153846153846156	0.046875	0.04724409448818898	0.7057692307692307	0.703125	0.7086614173228347	0.046875	0.703125	0.04724409448818898	0.7086614173228347
deepseek-8b	code	26.0	64.0	127.0	0.0	0.023076923076923078	0.02265625	0.02362204724409449	0.22500000000000003	0.23125	0.22834645669291334	0.02265625	0.23125	0.02362204724409449	0.22834645669291334
