seed	n_val	n_test	n_full	gt_in_prompt	stepfinder-alg.s42_step@1_val	stepfinder-alg.s42_step@1_test	stepfinder-alg.s42_step@1_full	stepfinder-alg.s42_agent@1_val	stepfinder-alg.s42_agent@1_test	stepfinder-alg.s42_agent@1_full	stepfinder-alg.s43_step@1_val	stepfinder-alg.s43_step@1_test	stepfinder-alg.s43_step@1_full	stepfinder-alg.s43_agent@1_val	stepfinder-alg.s43_agent@1_test	stepfinder-alg.s43_agent@1_full	stepfinder-alg.s44_step@1_val	stepfinder-alg.s44_step@1_test	stepfinder-alg.s44_step@1_full	stepfinder-alg.s44_agent@1_val	stepfinder-alg.s44_agent@1_test	stepfinder-alg.s44_agent@1_full	stepfinder-alg.s45_step@1_val	stepfinder-alg.s45_step@1_test	stepfinder-alg.s45_step@1_full	stepfinder-alg.s45_agent@1_val	stepfinder-alg.s45_agent@1_test	stepfinder-alg.s45_agent@1_full	stepfinder-alg.s46_step@1_val	stepfinder-alg.s46_step@1_test	stepfinder-alg.s46_step@1_full	stepfinder-alg.s46_agent@1_val	stepfinder-alg.s46_agent@1_test	stepfinder-alg.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	64	127	False	0.07692307692307693	0.015625	0.031496062992125984	0.5384615384615384	0.546875	0.5748031496062992	0.038461538461538464	0.0	0.007874015748031496	0.5384615384615384	0.640625	0.6220472440944882	0.11538461538461539	0.0	0.031496062992125984	0.46153846153846156	0.46875	0.4330708661417323	0.038461538461538464	0.0	0.015748031496062992	0.5384615384615384	0.71875	0.6850393700787402	0.11538461538461539	0.015625	0.047244094488188976	0.46153846153846156	0.421875	0.3700787401574803	0.015625	0.71875	0.047244094488188976	0.6850393700787402
2	26	64	127	False	0.07692307692307693	0.015625	0.031496062992125984	0.5769230769230769	0.53125	0.5748031496062992	0.038461538461538464	0.0	0.007874015748031496	0.6538461538461539	0.609375	0.6220472440944882	0.07692307692307693	0.03125	0.031496062992125984	0.4230769230769231	0.453125	0.4330708661417323	0.038461538461538464	0.015625	0.015748031496062992	0.6538461538461539	0.6875	0.6850393700787402	0.07692307692307693	0.046875	0.047244094488188976	0.46153846153846156	0.3125	0.3700787401574803	0.046875	0.6875	0.047244094488188976	0.6850393700787402
3	26	64	127	False	0.0	0.03125	0.031496062992125984	0.5769230769230769	0.625	0.5748031496062992	0.0	0.015625	0.007874015748031496	0.6538461538461539	0.671875	0.6220472440944882	0.038461538461538464	0.03125	0.031496062992125984	0.5	0.40625	0.4330708661417323	0.0	0.03125	0.015748031496062992	0.7307692307692307	0.71875	0.6850393700787402	0.0	0.078125	0.047244094488188976	0.23076923076923078	0.359375	0.3700787401574803	0.078125	0.71875	0.047244094488188976	0.6850393700787402
4	26	64	127	False	0.0	0.015625	0.031496062992125984	0.6153846153846154	0.625	0.5748031496062992	0.0	0.015625	0.007874015748031496	0.7307692307692307	0.65625	0.6220472440944882	0.038461538461538464	0.015625	0.031496062992125984	0.46153846153846156	0.484375	0.4330708661417323	0.0	0.015625	0.015748031496062992	0.7692307692307693	0.71875	0.6850393700787402	0.0	0.09375	0.047244094488188976	0.3076923076923077	0.40625	0.3700787401574803	0.09375	0.71875	0.047244094488188976	0.6850393700787402
5	26	64	127	False	0.0	0.03125	0.031496062992125984	0.7307692307692307	0.5	0.5748031496062992	0.0	0.015625	0.007874015748031496	0.6538461538461539	0.59375	0.6220472440944882	0.0	0.03125	0.031496062992125984	0.34615384615384615	0.453125	0.4330708661417323	0.0	0.015625	0.015748031496062992	0.6923076923076923	0.65625	0.6850393700787402	0.038461538461538464	0.046875	0.047244094488188976	0.2692307692307692	0.421875	0.3700787401574803	0.046875	0.65625	0.047244094488188976	0.6850393700787402
6	26	64	127	False	0.0	0.046875	0.031496062992125984	0.5	0.5625	0.5748031496062992	0.0	0.015625	0.007874015748031496	0.5769230769230769	0.640625	0.6220472440944882	0.038461538461538464	0.03125	0.031496062992125984	0.4230769230769231	0.4375	0.4330708661417323	0.0	0.03125	0.015748031496062992	0.6923076923076923	0.703125	0.6850393700787402	0.0	0.0625	0.047244094488188976	0.3076923076923077	0.34375	0.3700787401574803	0.0625	0.703125	0.047244094488188976	0.6850393700787402
7	26	64	127	False	0.11538461538461539	0.015625	0.031496062992125984	0.6153846153846154	0.484375	0.5748031496062992	0.038461538461538464	0.0	0.007874015748031496	0.6538461538461539	0.59375	0.6220472440944882	0.11538461538461539	0.015625	0.031496062992125984	0.5	0.4375	0.4330708661417323	0.038461538461538464	0.015625	0.015748031496062992	0.7307692307692307	0.640625	0.6850393700787402	0.038461538461538464	0.0625	0.047244094488188976	0.38461538461538464	0.296875	0.3700787401574803	0.0625	0.640625	0.047244094488188976	0.6850393700787402
8	26	64	127	False	0.0	0.046875	0.031496062992125984	0.5769230769230769	0.5625	0.5748031496062992	0.0	0.0	0.007874015748031496	0.5384615384615384	0.71875	0.6220472440944882	0.0	0.046875	0.031496062992125984	0.4230769230769231	0.484375	0.4330708661417323	0.0	0.015625	0.015748031496062992	0.6923076923076923	0.734375	0.6850393700787402	0.0	0.046875	0.047244094488188976	0.2692307692307692	0.3125	0.3700787401574803	0.046875	0.734375	0.047244094488188976	0.6850393700787402
9	26	64	127	False	0.0	0.03125	0.031496062992125984	0.5384615384615384	0.515625	0.5748031496062992	0.0	0.0	0.007874015748031496	0.5	0.5625	0.6220472440944882	0.0	0.03125	0.031496062992125984	0.34615384615384615	0.375	0.4330708661417323	0.0	0.0	0.015748031496062992	0.6923076923076923	0.59375	0.6850393700787402	0.07692307692307693	0.015625	0.047244094488188976	0.38461538461538464	0.328125	0.3700787401574803	0.03125	0.59375	0.047244094488188976	0.6850393700787402
10	26	64	127	False	0.0	0.0625	0.031496062992125984	0.5384615384615384	0.578125	0.5748031496062992	0.0	0.015625	0.007874015748031496	0.6153846153846154	0.609375	0.6220472440944882	0.0	0.0625	0.031496062992125984	0.3076923076923077	0.484375	0.4330708661417323	0.0	0.03125	0.015748031496062992	0.6538461538461539	0.703125	0.6850393700787402	0.038461538461538464	0.078125	0.047244094488188976	0.3076923076923077	0.421875	0.3700787401574803	0.078125	0.703125	0.047244094488188976	0.6850393700787402
