seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	10	25	50	False	0.4	0.28	0.32	0.9	0.64	0.68	0.28	0.64	0.32	0.68
2	10	25	50	False	0.2	0.36	0.32	0.6	0.56	0.68	0.36	0.56	0.32	0.68
3	10	25	50	False	0.4	0.28	0.32	0.6	0.72	0.68	0.28	0.72	0.32	0.68
