subset	model	method	topk_detection_precision	topk_detection_recall	topk_detection_f1	topk_detection_hit_rate	conformal_detection_precision	conformal_detection_recall	conformal_detection_f1	conformal_detection_hit_rate	acc@1	acc@2	acc@3	mrr@3	tol_acc@1	tol_acc@2	tol_acc@3	tol_acc@4	tol_acc@5	auroc	auprc	n
musique	qwen3-embedding-0.6b	stepfinder.e3	0.2352	0.6895	0.3501	0.6895					0.5114	0.6438	0.6895	0.5928	0.6621	0.6986	0.7534	0.7671	0.8219	0.8204	0.4720	219
musique	qwen3-embedding-0.6b	stepfinder.s42	0.1426	0.4135	0.2115	0.4135					0.1667	0.2885	0.4135	0.2692	0.3333	0.5000	0.6090	0.6699	0.7468	0.6926	0.1945	312
musique	qwen3-embedding-0.6b	stepfinder.s43	0.1512	0.4391	0.2244	0.4391					0.1603	0.3013	0.4391	0.2767	0.4199	0.5737	0.6859	0.7404	0.7981	0.7456	0.1858	312
musique	qwen3-embedding-0.6b	stepfinder.s44	0.1886	0.5513	0.2804	0.5513					0.2788	0.4359	0.5513	0.3958	0.4455	0.5705	0.6571	0.7083	0.7756	0.7548	0.2696	312
musique	qwen3-embedding-0.6b	stepfinder.s45	0.1576	0.4583	0.2340	0.4583					0.2564	0.3686	0.4583	0.3424	0.4071	0.5449	0.6218	0.6763	0.7596	0.7132	0.2514	312
musique	qwen3-embedding-0.6b	stepfinder.s46	0.1277	0.3686	0.1891	0.3686					0.1538	0.2628	0.3686	0.2436	0.3397	0.4615	0.5833	0.6635	0.7436	0.6868	0.1873	312
musique	qwen3.5-9b	oat.s42	0.2308	0.6410	0.3333	0.6410	0.3664	0.5897	0.4164	0.5897	0.4455	0.5513	0.6410	0.5283	0.6090	0.6859	0.7436	0.7788	0.8013	0.7388	0.2371	312
musique	qwen3.5-9b	oat.s43	0.2212	0.6122	0.3189	0.6122	0.3651	0.5833	0.4130	0.5833	0.4359	0.5385	0.6122	0.5118	0.5801	0.6506	0.7147	0.7468	0.7788	0.7275	0.2336	312
musique	qwen3.5-9b	oat.s44	0.2318	0.6442	0.3349	0.6442	0.3657	0.6090	0.4169	0.6090	0.4487	0.5737	0.6442	0.5347	0.6058	0.6923	0.7628	0.7917	0.8269	0.7430	0.2342	312
musique	qwen3.5-9b	oat.s45	0.2276	0.6314	0.3285	0.6314	0.3539	0.5962	0.4057	0.5962	0.4455	0.5705	0.6314	0.5283	0.5962	0.6731	0.7468	0.7692	0.8013	0.7354	0.2324	312
musique	qwen3.5-9b	oat.s46	0.2265	0.6282	0.3269	0.6282	0.4008	0.5385	0.4366	0.5385	0.4455	0.5385	0.6282	0.5219	0.5929	0.6763	0.7372	0.7724	0.8077	0.7368	0.2375	312
musique	qwen3.5-9b	stepfinder.s42	0.1458	0.4231	0.2163	0.4231					0.2500	0.3462	0.4231	0.3237	0.3590	0.5128	0.5897	0.6346	0.6923	0.6265	0.2841	312
musique	qwen3.5-9b	stepfinder.s43	0.1255	0.3622	0.1859	0.3622					0.1795	0.2756	0.3622	0.2564	0.2788	0.5192	0.6410	0.6987	0.7660	0.5825	0.1918	312
musique	qwen3.5-9b	stepfinder.s44	0.1351	0.3910	0.2003	0.3910					0.2308	0.3494	0.3910	0.3040	0.3301	0.5256	0.5577	0.6314	0.6538	0.5971	0.2786	312
musique	qwen3.5-9b	stepfinder.s45	0.1234	0.3558	0.1827	0.3558					0.0929	0.2308	0.3558	0.2035	0.2917	0.5064	0.6667	0.7596	0.8397	0.6874	0.1736	312
musique	qwen3.5-9b	stepfinder.s46	0.1554	0.4519	0.2308	0.4519					0.2468	0.3686	0.4519	0.3355	0.3814	0.5417	0.6410	0.7019	0.7436	0.6348	0.2679	312
wikimqa	deepseek-8b	oat.s42	0.2037	0.6112	0.3056	0.6112	0.3246	0.5648	0.3792	0.5648	0.3615	0.5116	0.6112	0.4698	0.5307	0.6289	0.7271	0.7817	0.8267	0.7112	0.1550	733
wikimqa	deepseek-8b	oat.s43	0.2046	0.6139	0.3070	0.6139	0.3356	0.5866	0.3927	0.5866	0.3888	0.5157	0.6139	0.4850	0.5634	0.6562	0.7490	0.7926	0.8322	0.7167	0.1626	733
wikimqa	deepseek-8b	oat.s44	0.1996	0.5989	0.2995	0.5989	0.3385	0.5430	0.3883	0.5430	0.3793	0.5102	0.5989	0.4743	0.5443	0.6276	0.7162	0.7667	0.8049	0.7049	0.1583	733
wikimqa	deepseek-8b	oat.s45	0.2015	0.6044	0.3022	0.6044	0.3238	0.5225	0.3713	0.5225	0.3561	0.5048	0.6044	0.4636	0.5280	0.6207	0.7190	0.7722	0.8172	0.7021	0.1534	733
wikimqa	deepseek-8b	oat.s46	0.2055	0.6166	0.3083	0.6166	0.3215	0.5880	0.3816	0.5880	0.3697	0.5020	0.6166	0.4741	0.5293	0.6276	0.7312	0.7831	0.8267	0.7100	0.1531	733
wikimqa	deepseek-8b	stepfinder.s42	0.1010	0.3015	0.1512	0.3015					0.0832	0.2019	0.3015	0.1758	0.3683	0.5675	0.6535	0.7817	0.8336	0.6978	0.1270	733
wikimqa	deepseek-8b	stepfinder.s43	0.1496	0.4475	0.2242	0.4475					0.1378	0.3261	0.4475	0.2724	0.4461	0.6412	0.7026	0.7995	0.8417	0.7638	0.1731	733
wikimqa	deepseek-8b	stepfinder.s44	0.1255	0.3752	0.1880	0.3752					0.1583	0.2715	0.3752	0.2494	0.3383	0.7108	0.7462	0.8622	0.8799	0.6512	0.1860	733
wikimqa	deepseek-8b	stepfinder.s45	0.1301	0.3888	0.1949	0.3888					0.1514	0.2701	0.3888	0.2503	0.3438	0.5962	0.7517	0.8267	0.8799	0.6567	0.1673	733
wikimqa	deepseek-8b	stepfinder.s46	0.1182	0.3533	0.1771	0.3533					0.1119	0.2387	0.3533	0.2135	0.3820	0.5675	0.6617	0.7804	0.8254	0.6572	0.1261	733
wikimqa	qwen3-embedding-0.6b	stepfinder.e1	0.1673	0.5000	0.2506	0.5000					0.2802	0.3949	0.5000	0.3726	0.4222	0.5447	0.6770	0.7471	0.8054	0.7340	0.1623	514
wikimqa	qwen3-embedding-0.6b	stepfinder.e2	0.1877	0.5623	0.2815	0.5623					0.3638	0.4650	0.5623	0.4468	0.5136	0.6031	0.7276	0.7743	0.8132	0.7470	0.1869	514
wikimqa	qwen3-embedding-0.6b	stepfinder.e3	0.0856	0.2549	0.1281	0.2549					0.0934	0.1673	0.2549	0.1595	0.1965	0.3035	0.4475	0.5564	0.6770	0.7131	0.1292	514
wikimqa	qwen3-embedding-0.6b	stepfinder.s42	0.1296	0.3874	0.1942	0.3874					0.1514	0.2592	0.3874	0.2481	0.3056	0.4570	0.5894	0.7217	0.7940	0.6943	0.1600	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s43	0.0991	0.2960	0.1485	0.2960					0.1337	0.2087	0.2960	0.2003	0.3206	0.4829	0.6330	0.7503	0.7954	0.7106	0.1367	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s44	0.1673	0.5007	0.2508	0.5007					0.2879	0.4147	0.5007	0.3799	0.4570	0.5716	0.6767	0.7531	0.8295	0.7377	0.2473	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s45	0.1551	0.4638	0.2324	0.4638					0.2538	0.3615	0.4638	0.3417	0.4079	0.5266	0.6235	0.6999	0.7640	0.7161	0.2249	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s46	0.1296	0.3874	0.1942	0.3874					0.1651	0.2769	0.3874	0.2578	0.3083	0.4939	0.6112	0.7121	0.7926	0.6851	0.1615	733
wikimqa	qwen3.5-9b	oat.s42	0.2042	0.6126	0.3063	0.6126	0.3524	0.5662	0.4052	0.5662	0.4447	0.5348	0.6126	0.5157	0.5812	0.6344	0.7258	0.7653	0.8117	0.7005	0.1767	733
wikimqa	qwen3.5-9b	oat.s43	0.1983	0.5948	0.2974	0.5948	0.3420	0.5580	0.3947	0.5580	0.4325	0.5171	0.5948	0.5007	0.5648	0.6180	0.6985	0.7285	0.7763	0.6930	0.1693	733
wikimqa	qwen3.5-9b	oat.s44	0.2019	0.6057	0.3029	0.6057	0.3378	0.5744	0.3936	0.5744	0.4379	0.5293	0.6057	0.5091	0.5839	0.6439	0.7312	0.7694	0.8254	0.7007	0.1693	733
wikimqa	qwen3.5-9b	oat.s45	0.2042	0.6126	0.3063	0.6126	0.3368	0.5784	0.3935	0.5784	0.4502	0.5348	0.6126	0.5184	0.5921	0.6453	0.7326	0.7694	0.8186	0.7084	0.1807	733
wikimqa	qwen3.5-9b	oat.s46	0.2001	0.6003	0.3001	0.6003	0.3863	0.5102	0.4208	0.5102	0.4352	0.5225	0.6003	0.5048	0.5648	0.6207	0.7121	0.7517	0.8008	0.6956	0.1752	733
wikimqa	qwen3.5-9b	stepfinder.s42	0.1432	0.4284	0.2146	0.4284					0.2005	0.3261	0.4284	0.2974	0.3179	0.5102	0.5975	0.6644	0.7108	0.6360	0.2375	733
wikimqa	qwen3.5-9b	stepfinder.s43	0.1064	0.3179	0.1594	0.3179					0.1323	0.2224	0.3179	0.2092	0.2374	0.5225	0.6003	0.7149	0.7462	0.5749	0.1389	733
wikimqa	qwen3.5-9b	stepfinder.s44	0.1337	0.3997	0.2003	0.3997					0.2087	0.3056	0.3997	0.2885	0.2974	0.5266	0.5880	0.6576	0.6794	0.5908	0.2099	733
wikimqa	qwen3.5-9b	stepfinder.s45	0.0800	0.2387	0.1198	0.2387					0.0750	0.1637	0.2387	0.1444	0.2360	0.4993	0.6603	0.7899	0.8540	0.6743	0.1356	733
wikimqa	qwen3.5-9b	stepfinder.s46	0.1392	0.4161	0.2085	0.4161					0.1951	0.3138	0.4161	0.2885	0.3302	0.5293	0.5880	0.6644	0.7026	0.6074	0.1981	733
