seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	64	127	False	0.07692307692307693	0.046875	0.05511811023622047	0.23076923076923078	0.25	0.2440944881889764	0.046875	0.25	0.05511811023622047	0.2440944881889764
2	26	64	127	False	0.07692307692307693	0.078125	0.05511811023622047	0.15384615384615385	0.25	0.2440944881889764	0.078125	0.25	0.05511811023622047	0.2440944881889764
3	26	64	127	False	0.15384615384615385	0.046875	0.05511811023622047	0.23076923076923078	0.265625	0.2440944881889764	0.046875	0.265625	0.05511811023622047	0.2440944881889764
4	26	64	127	False	0.11538461538461539	0.046875	0.05511811023622047	0.19230769230769232	0.25	0.2440944881889764	0.046875	0.25	0.05511811023622047	0.2440944881889764
5	26	64	127	False	0.038461538461538464	0.03125	0.05511811023622047	0.19230769230769232	0.328125	0.2440944881889764	0.03125	0.328125	0.05511811023622047	0.2440944881889764
6	26	64	127	False	0.0	0.046875	0.05511811023622047	0.38461538461538464	0.25	0.2440944881889764	0.046875	0.25	0.05511811023622047	0.2440944881889764
7	26	64	127	False	0.07692307692307693	0.03125	0.05511811023622047	0.2692307692307692	0.234375	0.2440944881889764	0.03125	0.234375	0.05511811023622047	0.2440944881889764
8	26	64	127	False	0.07692307692307693	0.0625	0.05511811023622047	0.2692307692307692	0.21875	0.2440944881889764	0.0625	0.21875	0.05511811023622047	0.2440944881889764
9	26	64	127	False	0.07692307692307693	0.046875	0.05511811023622047	0.23076923076923078	0.25	0.2440944881889764	0.046875	0.25	0.05511811023622047	0.2440944881889764
10	26	64	127	False	0.07692307692307693	0.046875	0.05511811023622047	0.34615384615384615	0.21875	0.2440944881889764	0.046875	0.21875	0.05511811023622047	0.2440944881889764
11	26	64	127	False	0.07692307692307693	0.046875	0.05511811023622047	0.2692307692307692	0.25	0.2440944881889764	0.046875	0.25	0.05511811023622047	0.2440944881889764
12	26	64	127	False	0.07692307692307693	0.046875	0.05511811023622047	0.3076923076923077	0.234375	0.2440944881889764	0.046875	0.234375	0.05511811023622047	0.2440944881889764
13	26	64	127	False	0.07692307692307693	0.03125	0.05511811023622047	0.23076923076923078	0.234375	0.2440944881889764	0.03125	0.234375	0.05511811023622047	0.2440944881889764
14	26	64	127	False	0.038461538461538464	0.015625	0.05511811023622047	0.3076923076923077	0.28125	0.2440944881889764	0.015625	0.28125	0.05511811023622047	0.2440944881889764
15	26	64	127	False	0.07692307692307693	0.046875	0.05511811023622047	0.3076923076923077	0.234375	0.2440944881889764	0.046875	0.234375	0.05511811023622047	0.2440944881889764
16	26	64	127	False	0.07692307692307693	0.03125	0.05511811023622047	0.23076923076923078	0.28125	0.2440944881889764	0.03125	0.28125	0.05511811023622047	0.2440944881889764
17	26	64	127	False	0.0	0.0625	0.05511811023622047	0.19230769230769232	0.28125	0.2440944881889764	0.0625	0.28125	0.05511811023622047	0.2440944881889764
18	26	64	127	False	0.038461538461538464	0.078125	0.05511811023622047	0.15384615384615385	0.171875	0.2440944881889764	0.078125	0.171875	0.05511811023622047	0.2440944881889764
19	26	64	127	False	0.038461538461538464	0.046875	0.05511811023622047	0.2692307692307692	0.21875	0.2440944881889764	0.046875	0.21875	0.05511811023622047	0.2440944881889764
20	26	64	127	False	0.038461538461538464	0.03125	0.05511811023622047	0.23076923076923078	0.296875	0.2440944881889764	0.03125	0.296875	0.05511811023622047	0.2440944881889764
