subset	model	method	topk_detection_precision	topk_detection_recall	topk_detection_f1	topk_detection_hit_rate	conformal_detection_precision	conformal_detection_recall	conformal_detection_f1	conformal_detection_hit_rate	acc@1	acc@2	acc@3	mrr@3	tol_acc@1	tol_acc@2	tol_acc@3	tol_acc@4	tol_acc@5	auroc	auprc	n
musique	deepseek-8b	oat.s44	0.2233	0.6186	0.3221	0.6186	0.3336	0.5545	0.3820	0.5545	0.3686	0.4904	0.6186	0.4722	0.4936	0.5929	0.6827	0.7564	0.7981	0.7317	0.2136	312
musique	deepseek-8b	oat.s45	0.2254	0.6250	0.3253	0.6250	0.3321	0.5513	0.3818	0.5513	0.3365	0.4872	0.6250	0.4578	0.4712	0.5833	0.6763	0.7628	0.8109	0.7399	0.2134	312
musique	deepseek-8b	oat.s46	0.2233	0.6186	0.3221	0.6186	0.3325	0.6026	0.3875	0.6026	0.3558	0.4712	0.6186	0.4626	0.4808	0.5897	0.6795	0.7564	0.7981	0.7405	0.2091	312
musique	deepseek-8b	stepfinder.s42	0.1490	0.4327	0.2212	0.4327					0.1122	0.3045	0.4327	0.2511	0.4103	0.6346	0.7212	0.8045	0.8462	0.7292	0.1714	312
musique	deepseek-8b	stepfinder.s43	0.1822	0.5321	0.2708	0.5321					0.1763	0.4103	0.5321	0.3339	0.5481	0.7083	0.7788	0.8397	0.8654	0.7915	0.2193	312
musique	deepseek-8b	stepfinder.s44	0.1437	0.4167	0.2131	0.4167					0.1827	0.3333	0.4167	0.2858	0.3750	0.7340	0.7660	0.8590	0.8846	0.6567	0.2395	312
musique	deepseek-8b	stepfinder.s45	0.1362	0.3942	0.2019	0.3942					0.1763	0.3045	0.3942	0.2703	0.3974	0.6538	0.7949	0.8462	0.8846	0.6798	0.2226	312
musique	deepseek-8b	stepfinder.s46	0.1533	0.4455	0.2276	0.4455					0.1603	0.3462	0.4455	0.2863	0.4455	0.6603	0.7500	0.8109	0.8397	0.7042	0.1995	312
musique	qwen3-embedding-0.6b	stepfinder.s42	0.1448	0.4199	0.2147	0.4199					0.1731	0.3013	0.4199	0.2767	0.3397	0.5032	0.6090	0.6635	0.7436	0.6914	0.1991	312
musique	qwen3-embedding-0.6b	stepfinder.s43	0.1522	0.4423	0.2260	0.4423					0.1571	0.3141	0.4423	0.2783	0.4231	0.5673	0.6859	0.7404	0.7981	0.7446	0.1863	312
musique	qwen3-embedding-0.6b	stepfinder.s44	0.1875	0.5481	0.2788	0.5481					0.2821	0.4199	0.5481	0.3937	0.4455	0.5641	0.6506	0.7083	0.7756	0.7545	0.2694	312
musique	qwen3-embedding-0.6b	stepfinder.s45	0.1587	0.4615	0.2356	0.4615					0.2628	0.3718	0.4615	0.3472	0.4038	0.5385	0.6218	0.6731	0.7532	0.7122	0.2514	312
musique	qwen3-embedding-0.6b	stepfinder.s46	0.1287	0.3718	0.1907	0.3718					0.1603	0.2692	0.3718	0.2489	0.3429	0.4679	0.5769	0.6635	0.7468	0.6862	0.1914	312
musique	qwen3.5-9b	oat.s42	0.2286	0.6346	0.3301	0.6346	0.3685	0.5833	0.4163	0.5833	0.4359	0.5673	0.6346	0.5240	0.5833	0.6731	0.7436	0.7821	0.8077	0.7407	0.2389	312
musique	qwen3.5-9b	oat.s43	0.2212	0.6122	0.3189	0.6122	0.3587	0.5769	0.4058	0.5769	0.4359	0.5417	0.6122	0.5123	0.5801	0.6603	0.7179	0.7532	0.7821	0.7287	0.2351	312
musique	qwen3.5-9b	oat.s44	0.2318	0.6442	0.3349	0.6442	0.3492	0.5929	0.4002	0.5929	0.4295	0.5737	0.6442	0.5251	0.5737	0.6699	0.7500	0.7853	0.8269	0.7439	0.2351	312
musique	qwen3.5-9b	oat.s45	0.2244	0.6218	0.3237	0.6218	0.3589	0.6026	0.4105	0.6026	0.4423	0.5641	0.6218	0.5224	0.5865	0.6731	0.7436	0.7660	0.7981	0.7372	0.2343	312
musique	qwen3.5-9b	oat.s46	0.2297	0.6378	0.3317	0.6378	0.3815	0.5353	0.4210	0.5353	0.4263	0.5449	0.6378	0.5166	0.5513	0.6506	0.7179	0.7564	0.7917	0.7383	0.2407	312
musique	qwen3.5-9b	stepfinder.s42	0.1448	0.4199	0.2147	0.4199					0.2500	0.3558	0.4199	0.3243	0.3686	0.5000	0.5801	0.6122	0.6667	0.6247	0.2838	312
musique	qwen3.5-9b	stepfinder.s43	0.1330	0.3846	0.1971	0.3846					0.2051	0.3173	0.3846	0.2837	0.3013	0.5192	0.6282	0.6891	0.7596	0.5907	0.2435	312
musique	qwen3.5-9b	stepfinder.s44	0.1351	0.3910	0.2003	0.3910					0.2276	0.3462	0.3910	0.3018	0.3397	0.5128	0.5609	0.6282	0.6474	0.5960	0.2453	312
musique	qwen3.5-9b	stepfinder.s45	0.1223	0.3526	0.1811	0.3526					0.0865	0.2244	0.3526	0.1982	0.3045	0.5032	0.6731	0.7564	0.8333	0.6825	0.1807	312
musique	qwen3.5-9b	stepfinder.s46	0.1448	0.4199	0.2147	0.4199					0.2756	0.3686	0.4199	0.3392	0.4006	0.5288	0.6026	0.6667	0.7212	0.6249	0.2907	312
wikimqa	deepseek-8b	oat.s42	0.2001	0.6003	0.3001	0.6003	0.3245	0.5730	0.3817	0.5730	0.3670	0.5089	0.6003	0.4684	0.5375	0.6303	0.7258	0.7763	0.8213	0.7108	0.1551	733
wikimqa	deepseek-8b	oat.s43	0.2005	0.6016	0.3008	0.6016	0.3340	0.5839	0.3905	0.5839	0.3834	0.5143	0.6016	0.4779	0.5621	0.6508	0.7449	0.7899	0.8322	0.7155	0.1625	733
wikimqa	deepseek-8b	oat.s44	0.1978	0.5935	0.2967	0.5935	0.3373	0.5348	0.3855	0.5348	0.3779	0.5089	0.5935	0.4716	0.5484	0.6289	0.7203	0.7694	0.8063	0.7039	0.1581	733
wikimqa	deepseek-8b	oat.s45	0.2001	0.6003	0.3001	0.6003	0.3237	0.5252	0.3726	0.5252	0.3547	0.5034	0.6003	0.4613	0.5225	0.6112	0.7135	0.7667	0.8063	0.7024	0.1539	733
wikimqa	deepseek-8b	oat.s46	0.2037	0.6112	0.3056	0.6112	0.3219	0.5921	0.3835	0.5921	0.3711	0.5061	0.6112	0.4736	0.5362	0.6303	0.7353	0.7872	0.8308	0.7098	0.1534	733
wikimqa	deepseek-8b	stepfinder.s42	0.0887	0.2647	0.1328	0.2647					0.0750	0.1787	0.2647	0.1555	0.3397	0.5307	0.6235	0.7708	0.8240	0.6824	0.1150	733
wikimqa	deepseek-8b	stepfinder.s43	0.1464	0.4379	0.2194	0.4379					0.1296	0.3329	0.4379	0.2663	0.4447	0.6480	0.7094	0.8090	0.8486	0.7624	0.1713	733
wikimqa	deepseek-8b	stepfinder.s44	0.1155	0.3452	0.1730	0.3452					0.1364	0.2469	0.3452	0.2244	0.3124	0.6889	0.7285	0.8540	0.8718	0.6362	0.1668	733
wikimqa	deepseek-8b	stepfinder.s45	0.1251	0.3738	0.1874	0.3738					0.1419	0.2565	0.3738	0.2383	0.3329	0.5853	0.7503	0.8295	0.8840	0.6471	0.1607	733
wikimqa	deepseek-8b	stepfinder.s46	0.1223	0.3656	0.1833	0.3656					0.1255	0.2469	0.3656	0.2258	0.3834	0.5839	0.6849	0.8035	0.8568	0.6664	0.1448	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s42	0.1296	0.3874	0.1942	0.3874					0.1542	0.2674	0.3874	0.2508	0.3083	0.4557	0.5853	0.7217	0.7940	0.6940	0.1602	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s43	0.0996	0.2974	0.1492	0.2974					0.1269	0.2115	0.2974	0.1978	0.3220	0.4829	0.6385	0.7517	0.7981	0.7101	0.1371	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s44	0.1660	0.4966	0.2487	0.4966					0.2892	0.4147	0.4966	0.3793	0.4529	0.5703	0.6739	0.7503	0.8308	0.7363	0.2473	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s45	0.1537	0.4598	0.2303	0.4598					0.2565	0.3656	0.4598	0.3424	0.4025	0.5225	0.6248	0.6985	0.7667	0.7144	0.2265	733
wikimqa	qwen3-embedding-0.6b	stepfinder.s46	0.1287	0.3847	0.1928	0.3847					0.1637	0.2769	0.3847	0.2563	0.3083	0.4884	0.6057	0.7080	0.7899	0.6841	0.1631	733
wikimqa	qwen3.5-9b	oat.s42	0.2051	0.6153	0.3076	0.6153	0.3532	0.5716	0.4067	0.5716	0.4420	0.5416	0.6153	0.5164	0.5771	0.6398	0.7299	0.7640	0.8131	0.7026	0.1773	733
wikimqa	qwen3.5-9b	oat.s43	0.1969	0.5907	0.2954	0.5907	0.3402	0.5675	0.3956	0.5675	0.4338	0.5266	0.5907	0.5016	0.5662	0.6207	0.7067	0.7394	0.7804	0.6948	0.1706	733
wikimqa	qwen3.5-9b	oat.s44	0.2046	0.6139	0.3070	0.6139	0.3320	0.5744	0.3874	0.5744	0.4352	0.5334	0.6139	0.5111	0.5757	0.6398	0.7312	0.7708	0.8186	0.7034	0.1716	733
wikimqa	qwen3.5-9b	oat.s45	0.2055	0.6166	0.3083	0.6166	0.3363	0.5825	0.3939	0.5825	0.4488	0.5362	0.6166	0.5193	0.5853	0.6494	0.7394	0.7749	0.8172	0.7104	0.1816	733
wikimqa	qwen3.5-9b	oat.s46	0.2024	0.6071	0.3035	0.6071	0.3878	0.5075	0.4203	0.5075	0.4352	0.5307	0.6071	0.5084	0.5566	0.6194	0.7149	0.7517	0.8035	0.6983	0.1767	733
wikimqa	qwen3.5-9b	stepfinder.s42	0.1492	0.4461	0.2235	0.4461					0.2183	0.3561	0.4461	0.3172	0.3342	0.5198	0.6016	0.6562	0.7094	0.6421	0.2590	733
wikimqa	qwen3.5-9b	stepfinder.s43	0.1223	0.3656	0.1833	0.3656					0.1705	0.2701	0.3656	0.2522	0.2783	0.5471	0.6194	0.7258	0.7572	0.6029	0.1842	733
wikimqa	qwen3.5-9b	stepfinder.s44	0.1364	0.4079	0.2044	0.4079					0.2142	0.3151	0.4079	0.2956	0.3015	0.5280	0.5839	0.6589	0.6808	0.5979	0.2243	733
wikimqa	qwen3.5-9b	stepfinder.s45	0.0850	0.2538	0.1273	0.2538					0.0723	0.1678	0.2538	0.1487	0.2456	0.5061	0.6671	0.7954	0.8622	0.6742	0.1405	733
wikimqa	qwen3.5-9b	stepfinder.s46	0.1473	0.4407	0.2208	0.4407					0.2292	0.3561	0.4407	0.3208	0.3506	0.5362	0.5853	0.6521	0.6876	0.6248	0.2435	733
