model	subset	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	magentic	18.0	46.0	91.0	1.0	0.08888888888888889	0.06195652173913043	0.06593406593406594	0.6499999999999999	0.682608695652174	0.6703296703296702	0.225	0.21413043478260868	0.2197802197802198	0.7166666666666666	0.7173913043478259	0.7142857142857142	0.06666666666666668	0.06521739130434784	0.06593406593406594	0.4222222222222222	0.42934782608695643	0.42857142857142855	0.21413043478260868	0.7271739130434781	0.2197802197802198	0.7142857142857142
gpt-4o	captain	17.0	43.0	85.0	1.0	0.09705882352941177	0.10930232558139537	0.10588235294117647	0.6676470588235295	0.661627906976744	0.6588235294117646	0.19705882352941173	0.19302325581395346	0.1882352941176471	0.55	0.5720930232558137	0.5529411764705883	0.044117647058823525	0.08255813953488372	0.07058823529411765	0.21470588235294116	0.2709302325581395	0.25882352941176473	0.19534883720930232	0.661627906976744	0.1882352941176471	0.6588235294117646
gpt-5	magentic	18.0	46.0	91.0	1.0	0.09722222222222222	0.10652173913043476	0.09890109890109891	0.7027777777777777	0.6728260869565217	0.6813186813186812	0.09444444444444444	0.11739130434782608	0.1098901098901099	0.7361111111111109	0.7445652173913043	0.7362637362637365	0.23611111111111108	0.2347826086956522	0.24175824175824173	0.675	0.6815217391304349	0.6813186813186812	0.2347826086956522	0.75	0.24175824175824173	0.7362637362637365
gpt-5	captain	17.0	43.0	85.0	1.0	0.07352941176470587	0.0825581395348837	0.08235294117647057	0.6000000000000001	0.6348837209302325	0.6117647058823529	0.17941176470588233	0.19302325581395346	0.1882352941176471	0.4647058823529412	0.5127906976744188	0.49411764705882355	0.23235294117647057	0.2732558139534883	0.25882352941176473	0.5588235294117647	0.6313953488372092	0.5999999999999999	0.27441860465116275	0.6488372093023255	0.25882352941176473	0.6117647058823529
