seed	method	n_val	n_test	step@1_val	step@1_test	agent@1_val	agent@1_test
1	stepfinder.e1	63.0	156.0	0.5873015873015873	0.4423076923076923	0.7936507936507936	0.7115384615384616
2	stepfinder.e2	63.0	156.0	0.4444444444444444	0.4743589743589743	0.746031746031746	0.7115384615384616
3	stepfinder.e3	63.0	156.0	0.4444444444444444	0.5384615384615384	0.6825396825396826	0.7307692307692307
mean	diagonal	63.0	156.0	0.49206349206349204	0.48504273504273493	0.7407407407407408	0.717948717948718
