model	subset	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	algorithm-generated	26.0	63.0	126.0	1.0	0.20576923076923076	0.1746031746031746	0.1825396825396825	0.5788461538461538	0.5865079365079364	0.5873015873015872	0.15192307692307697	0.13492063492063494	0.1349206349206349	0.22692307692307692	0.23333333333333334	0.22222222222222224	0.009615384615384616	0.016666666666666666	0.015873015873015872	0.31153846153846154	0.35238095238095235	0.3412698412698412	0.17698412698412697	0.5865079365079364	0.1825396825396825	0.5873015873015872
qwen3.5-9b	hand-crafted	12.0	29.0	58.0	1.0	0.08333333333333333	0.09827586206896552	0.08620689655172416	0.525	0.5051724137931034	0.517241379310345	0.11249999999999998	0.14310344827586208	0.1379310344827586	0.4416666666666667	0.4068965517241379	0.4137931034482759	0.09583333333333331	0.11724137931034484	0.12068965517241378	0.6083333333333334	0.596551724137931	0.6034482758620691	0.16034482758620688	0.5982758620689654	0.1379310344827586	0.6034482758620691
deepseek-8b	algorithm-generated	26.0	63.0	126.0	1.0	0.2192307692307692	0.22142857142857145	0.22222222222222224	0.3730769230769231	0.37777777777777777	0.365079365079365	0.15000000000000005	0.17539682539682538	0.16666666666666663	0.4576923076923077	0.4809523809523809	0.46825396825396826	0.06538461538461539	0.07619047619047618	0.07142857142857142	0.29038461538461546	0.3095238095238095	0.3095238095238095	0.23095238095238094	0.4817460317460317	0.22222222222222224	0.46825396825396826
deepseek-8b	hand-crafted	12.0	29.0	58.0	1.0	0.025	0.04482758620689655	0.03448275862068965	0.4708333333333333	0.4706896551724138	0.4655172413793102	0.029166666666666664	0.029310344827586203	0.03448275862068965	0.22916666666666669	0.19655172413793104	0.20689655172413796	0.0625	0.0896551724137931	0.08620689655172416	0.4833333333333334	0.4862068965517241	0.5	0.09310344827586206	0.5206896551724138	0.08620689655172416	0.5
