label	id	seconds	n_calls
chief	4	23.4713	6
chief	5	23.2725	6
chief	6	19.3922	6
chief	12	20.8487	6
chief	22	25.9545	6
chief	24	14.8697	6
chief	25	27.5270	6
chief	26	31.9696	6
chief	29	26.4971	6
chief	32	26.2845	6
chief	33	25.9950	6
chief	34	23.9016	6
chief	43	21.2437	6
chief	45	23.6517	6
chief	48	12.3024	6
chief	54	25.0520	6
chief	57	28.0273	6
