label	id	seconds	n_calls
all_at_once	4	1.7236	1
all_at_once	5	6.0195	1
all_at_once	6	1.2791	1
all_at_once	12	1.2793	1
all_at_once	22	2.1790	1
all_at_once	24	3.0027	1
all_at_once	25	1.2784	1
all_at_once	26	1.0718	1
all_at_once	29	1.7864	1
all_at_once	32	1.2921	1
all_at_once	33	0.9854	1
all_at_once	34	2.0021	1
all_at_once	43	1.9448	1
all_at_once	45	1.8466	1
all_at_once	48	0.9188	1
all_at_once	54	1.1514	1
all_at_once	57	5.5590	1
