label	id	seconds	n_calls
binary_search	4	1.1299	1
binary_search	5	0.3356	1
binary_search	6	0.2071	1
binary_search	12	0.3995	1
binary_search	22	0.4496	1
binary_search	24	0.1157	1
binary_search	25	0.4672	1
binary_search	26	0.5212	1
binary_search	29	0.3352	1
binary_search	32	0.2567	1
binary_search	33	0.2672	1
binary_search	34	0.2091	1
binary_search	43	0.3279	1
binary_search	45	0.4064	1
binary_search	48	0.1870	1
binary_search	54	0.3447	1
binary_search	57	0.3568	1
