model	subset	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	magentic	18.0	46.0	91.0	0.0	0.14444444444444446	0.15652173913043482	0.15384615384615383	0.5666666666666667	0.5619565217391305	0.5494505494505495	0.11111111111111112	0.09239130434782608	0.09890109890109891	0.5777777777777777	0.5706521739130436	0.5714285714285714	0.20555555555555555	0.18586956521739129	0.19780219780219782	0.6583333333333333	0.6706521739130433	0.6703296703296702	0.18695652173913044	0.6717391304347826	0.19780219780219782	0.6703296703296702
qwen3.5-9b	captain	17.0	43.0	85.0	0.0	0.23823529411764705	0.22906976744186047	0.2235294117647059	0.5764705882352942	0.5709302325581395	0.5764705882352941	0.044117647058823525	0.03604651162790697	0.03529411764705882	0.20588235294117646	0.21511627906976744	0.21176470588235294	0.19411764705882353	0.2569767441860465	0.23529411764705882	0.5705882352941177	0.5662790697674417	0.5647058823529412	0.2709302325581395	0.5930232558139534	0.23529411764705882	0.5764705882352941
deepseek-8b	magentic	18.0	46.0	91.0	0.0	0.15000000000000002	0.1597826086956522	0.14285714285714285	0.586111111111111	0.5760869565217392	0.5714285714285714	0.04166666666666667	0.05108695652173913	0.05494505494505495	0.5861111111111111	0.5956521739130436	0.5934065934065933	0.1222222222222222	0.09021739130434783	0.09890109890109891	0.6	0.5663043478260869	0.5824175824175823	0.1597826086956522	0.6108695652173914	0.14285714285714285	0.5934065934065933
deepseek-8b	captain	17.0	43.0	85.0	0.0	0.12058823529411762	0.12790697674418605	0.11764705882352941	0.4676470588235294	0.48372093023255813	0.47058823529411764	0.0	0.0	0.0	0.15882352941176467	0.177906976744186	0.1764705882352941	0.10588235294117647	0.1453488372093023	0.12941176470588237	0.5235294117647059	0.5046511627906977	0.5058823529411764	0.15232558139534882	0.5151162790697674	0.12941176470588237	0.5058823529411764
