model	subset	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	algorithm-generated	26.0	63.0	126.0	0.0	0.19038461538461537	0.15317460317460316	0.1587301587301587	0.5019230769230769	0.5285714285714286	0.5158730158730159	0.15576923076923083	0.18095238095238095	0.16666666666666663	0.24423076923076925	0.28968253968253965	0.2698412698412698	0.2442307692307692	0.20873015873015874	0.21428571428571427	0.5557692307692308	0.5492063492063493	0.5476190476190477	0.21031746031746032	0.5547619047619048	0.21428571428571427	0.5476190476190477
gpt-4o	hand-crafted	12.0	29.0	58.0	0.0	0.05416666666666666	0.05862068965517242	0.05172413793103449	0.5583333333333333	0.6034482758620691	0.6034482758620691	0.12916666666666665	0.13275862068965516	0.1379310344827586	0.5333333333333334	0.5310344827586206	0.5517241379310344	0.029166666666666664	0.044827586206896544	0.03448275862068965	0.09166666666666666	0.11551724137931034	0.10344827586206898	0.13275862068965516	0.6086206896551725	0.1379310344827586	0.6034482758620691
gpt-5	algorithm-generated	26.0	63.0	126.0	0.0	0.17307692307692307	0.17142857142857143	0.16666666666666663	0.644230769230769	0.6404761904761903	0.6349206349206348	0.27884615384615385	0.2507936507936508	0.25396825396825395	0.5038461538461538	0.47063492063492063	0.47619047619047616	0.43269230769230765	0.40793650793650793	0.4047619047619048	0.5865384615384615	0.5626984126984127	0.5634920634920635	0.40793650793650793	0.6412698412698412	0.4047619047619048	0.6349206349206348
gpt-5	hand-crafted	12.0	29.0	58.0	0.0	0.05416666666666666	0.051724137931034475	0.05172413793103449	0.4833333333333334	0.4448275862068966	0.4482758620689656	0.1125	0.14655172413793102	0.1379310344827586	0.45000000000000007	0.4275862068965518	0.4310344827586207	0.2	0.20172413793103453	0.20689655172413796	0.6	0.5706896551724139	0.5689655172413792	0.20172413793103453	0.5724137931034484	0.20689655172413796	0.5689655172413792
