model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-pca-tsel.s42_step@1_val	stepfinder-pca-tsel.s42_step@1_test	stepfinder-pca-tsel.s42_step@1_full	stepfinder-pca-tsel.s42_agent@1_val	stepfinder-pca-tsel.s42_agent@1_test	stepfinder-pca-tsel.s42_agent@1_full	stepfinder-pca-tsel.s43_step@1_val	stepfinder-pca-tsel.s43_step@1_test	stepfinder-pca-tsel.s43_step@1_full	stepfinder-pca-tsel.s43_agent@1_val	stepfinder-pca-tsel.s43_agent@1_test	stepfinder-pca-tsel.s43_agent@1_full	stepfinder-pca-tsel.s44_step@1_val	stepfinder-pca-tsel.s44_step@1_test	stepfinder-pca-tsel.s44_step@1_full	stepfinder-pca-tsel.s44_agent@1_val	stepfinder-pca-tsel.s44_agent@1_test	stepfinder-pca-tsel.s44_agent@1_full	stepfinder-pca-tsel.s45_step@1_val	stepfinder-pca-tsel.s45_step@1_test	stepfinder-pca-tsel.s45_step@1_full	stepfinder-pca-tsel.s45_agent@1_val	stepfinder-pca-tsel.s45_agent@1_test	stepfinder-pca-tsel.s45_agent@1_full	stepfinder-pca-tsel.s46_step@1_val	stepfinder-pca-tsel.s46_step@1_test	stepfinder-pca-tsel.s46_step@1_full	stepfinder-pca-tsel.s46_agent@1_val	stepfinder-pca-tsel.s46_agent@1_test	stepfinder-pca-tsel.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	arc	61.0	152.0	304.0	0.0	0.06557377049180328	0.06578947368421052	0.05921052631578947	0.19672131147540983	0.1864035087719298	0.17105263157894737	0.02185792349726776	0.017543859649122806	0.01644736842105263	0.12568306010928962	0.12938596491228072	0.11842105263157894	0.04918032786885246	0.048245614035087724	0.039473684210526314	0.13114754098360656	0.13596491228070176	0.125	0.04371584699453552	0.03289473684210526	0.029605263157894735	0.14207650273224046	0.13596491228070176	0.12171052631578948	0.0	0.017543859649122806	0.01644736842105263	0.12568306010928962	0.11622807017543858	0.1118421052631579	0.06578947368421052	0.1864035087719298	0.05921052631578947	0.17105263157894737
qwen3-embedding-0.6b	gaia	10.0	25.0	50.0	0.0	0.3333333333333333	0.21333333333333335	0.26	0.5333333333333333	0.4666666666666666	0.5	0.03333333333333333	0.04	0.04	0.26666666666666666	0.48	0.38000000000000006	0.03333333333333333	0.04	0.04	0.4000000000000001	0.4533333333333333	0.44	0.03333333333333333	0.02666666666666667	0.02	0.26666666666666666	0.3866666666666667	0.32	0.03333333333333333	0.04	0.04	0.3333333333333333	0.2933333333333334	0.3	0.21333333333333335	0.5466666666666667	0.26	0.5
qwen3-embedding-0.6b	hotpot	116.0	289.0	578.0	0.0	0.20977011494252873	0.22491349480968859	0.21972318339100347	0.6954022988505747	0.6089965397923875	0.6228373702422145	0.08045977011494253	0.07381776239907728	0.07785467128027682	0.4568965517241379	0.42560553633217996	0.4429065743944636	0.14080459770114942	0.16032295271049596	0.15051903114186851	0.4597701149425288	0.4705882352941177	0.4532871972318339	0.14655172413793102	0.14186851211072665	0.1453287197231834	0.48563218390804597	0.5074971164936564	0.5155709342560554	0.06896551724137931	0.07727797001153403	0.07612456747404844	0.514367816091954	0.4959630911188004	0.48961937716262977	0.22491349480968859	0.6089965397923875	0.21972318339100347	0.6228373702422145
qwen3-embedding-0.6b	math500	32.0	79.0	157.0	0.0	0.09375	0.042194092827004225	0.05095541401273886	0.2916666666666667	0.24894514767932488	0.25477707006369427	0.08333333333333333	0.0379746835443038	0.044585987261146494	0.23958333333333334	0.23628691983122363	0.22929936305732487	0.08333333333333333	0.07172995780590719	0.07006369426751592	0.2708333333333333	0.1940928270042194	0.22292993630573252	0.041666666666666664	0.05907172995780591	0.05095541401273886	0.2604166666666667	0.1772151898734177	0.19108280254777074	0.08333333333333333	0.02531645569620253	0.03821656050955414	0.17708333333333334	0.13080168776371306	0.15286624203821655	0.0759493670886076	0.25316455696202533	0.07006369426751592	0.25477707006369427
qwen3-embedding-0.6b	mmlu_pro	19.0	46.0	92.0	0.0	0.08771929824561403	0.036231884057971016	0.043478260869565216	0.2456140350877193	0.26811594202898553	0.25	0.03508771929824561	0.036231884057971016	0.03260869565217391	0.12280701754385964	0.20289855072463767	0.15217391304347827	0.0	0.036231884057971016	0.021739130434782608	0.1929824561403509	0.2246376811594203	0.20652173913043478	0.05263157894736842	0.028985507246376812	0.03260869565217391	0.17543859649122806	0.22463768115942026	0.1956521739130435	0.05263157894736842	0.028985507246376812	0.03260869565217391	0.15789473684210525	0.15942028985507248	0.14130434782608695	0.043478260869565216	0.2753623188405797	0.043478260869565216	0.25
qwen3-embedding-0.6b	musique	63.0	156.0	312.0	0.0	0.19576719576719573	0.20299145299145296	0.19230769230769232	0.6349206349206349	0.6153846153846154	0.6282051282051282	0.06349206349206349	0.08333333333333333	0.09294871794871795	0.5079365079365079	0.48504273504273504	0.48717948717948717	0.10052910052910052	0.09829059829059829	0.11858974358974357	0.4656084656084656	0.4487179487179487	0.48717948717948717	0.06349206349206349	0.09615384615384615	0.09615384615384616	0.4497354497354497	0.4893162393162393	0.48717948717948717	0.037037037037037035	0.05555555555555555	0.05448717948717949	0.5714285714285715	0.5170940170940171	0.5192307692307693	0.20299145299145296	0.6153846153846154	0.19230769230769232	0.6282051282051282
qwen3-embedding-0.6b	wikimqa	147.0	367.0	733.0	0.0	0.18367346938775508	0.16439600363306087	0.1664392905866303	0.6394557823129251	0.6049046321525885	0.6207366984993179	0.06575963718820861	0.05903723887375114	0.05593451568894952	0.4580498866213152	0.4895549500454133	0.47885402455661663	0.09297052154195011	0.11353315168029064	0.11050477489768078	0.5260770975056689	0.516802906448683	0.5252387448840382	0.10430839002267574	0.09445958219800181	0.09549795361527967	0.5374149659863945	0.5204359673024522	0.5238744884038199	0.043083900226757364	0.03905540417801998	0.03819918144611187	0.5283446712018139	0.5413260672116258	0.5457025920873124	0.16439600363306087	0.6049046321525885	0.1664392905866303	0.6207366984993179
qwen3.5-9b	arc	61.0	152.0	304.0	0.0	0.360655737704918	0.3530701754385965	0.3552631578947369	0.4644808743169399	0.43201754385964913	0.4375	0.46994535519125685	0.46710526315789475	0.47039473684210525	0.5792349726775956	0.5723684210526315	0.5592105263157895	0.3005464480874317	0.293859649122807	0.29605263157894735	0.41530054644808745	0.38815789473684204	0.3848684210526316	0.5628415300546449	0.5679824561403509	0.5625	0.6830601092896176	0.6798245614035089	0.6644736842105263	0.24043715846994532	0.2543859649122807	0.24671052631578946	0.366120218579235	0.3508771929824561	0.34210526315789475	0.5679824561403509	0.6798245614035089	0.5625	0.6644736842105263
qwen3.5-9b	gaia	10.0	25.0	50.0	0.0	0.30000000000000004	0.22666666666666668	0.20000000000000004	0.6666666666666666	0.52	0.54	0.3	0.25333333333333335	0.24	0.7000000000000001	0.5466666666666667	0.58	0.3666666666666667	0.3066666666666667	0.3	0.7000000000000001	0.5733333333333334	0.6	0.39999999999999997	0.3333333333333333	0.32	0.6666666666666666	0.5466666666666667	0.58	0.43333333333333335	0.3466666666666667	0.34	0.6666666666666666	0.5733333333333334	0.6	0.3466666666666667	0.5866666666666668	0.34	0.6
qwen3.5-9b	hotpot	116.0	289.0	578.0	0.0	0.2471264367816092	0.23760092272203	0.23875432525951557	0.7212643678160919	0.6874279123414072	0.6955017301038063	0.16379310344827588	0.16147635524798157	0.16608996539792387	0.7270114942528737	0.6989619377162629	0.7006920415224913	0.22126436781609196	0.23414071510957324	0.23183391003460208	0.7155172413793104	0.7001153402537486	0.6972318339100346	0.2413793103448276	0.24336793540945792	0.24048442906574394	0.7097701149425287	0.7058823529411765	0.7041522491349482	0.2902298850574712	0.2802768166089965	0.2837370242214533	0.7155172413793104	0.7185697808535179	0.7179930795847751	0.2802768166089965	0.7185697808535179	0.2837370242214533	0.7179930795847751
