model	subset	n_val	n_test	n_full	gt_in_prompt	raffles_step@1_val	raffles_step@1_test	raffles_step@1_full	raffles_agent@1_val	raffles_agent@1_test	raffles_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	algorithm-generated	26.0	63.0	126.0	0.0	0.4000000000000001	0.41190476190476194	0.39682539682539686	0.5923076923076922	0.5777777777777777	0.5714285714285714	0.41190476190476194	0.5777777777777777	0.39682539682539686	0.5714285714285714
gpt-4o	hand-crafted	12.0	29.0	58.0	0.0	0.225	0.2362068965517242	0.2241379310344828	0.525	0.5051724137931034	0.517241379310345	0.2362068965517242	0.5051724137931034	0.2241379310344828	0.517241379310345
gpt-5	algorithm-generated	26.0	63.0	126.0	0.0	0.4346153846153847	0.42857142857142855	0.41269841269841273	0.6288461538461537	0.6119047619047618	0.603174603174603	0.42857142857142855	0.6119047619047618	0.41269841269841273	0.603174603174603
gpt-5	hand-crafted	12.0	29.0	58.0	0.0	0.22916666666666666	0.2982758620689655	0.2758620689655172	0.5625	0.5241379310344828	0.5344827586206897	0.2982758620689655	0.5241379310344828	0.2758620689655172	0.5344827586206897
