model	subset	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	code	26.0	64.0	127.0	0.0	0.10384615384615384	0.08984375	0.08661417322834647	0.698076923076923	0.68984375	0.6850393700787403	0.05	0.05859375	0.055118110236220465	0.3865384615384616	0.40859375	0.4015748031496063	0.10576923076923077	0.078125	0.08661417322834647	0.7653846153846154	0.72890625	0.7322834645669293	0.09921875	0.7328125	0.08661417322834647	0.7322834645669293
deepseek-8b	code	26.0	64.0	127.0	0.0	0.09230769230769229	0.078125	0.07874015748031497	0.5826923076923076	0.58515625	0.5748031496062993	0.03076923076923077	0.04140625	0.03937007874015749	0.1903846153846154	0.1828125	0.18897637795275593	0.05576923076923078	0.06875	0.06299212598425194	0.55	0.58359375	0.5590551181102363	0.0828125	0.60234375	0.07874015748031497	0.5748031496062993
