model	subset	n_val	n_test	n_full	gt_in_prompt	chief_step@1_val	chief_step@1_test	chief_step@1_full	chief_agent@1_val	chief_agent@1_test	chief_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	magentic	18.0	46.0	91.0	1.0	0.11388888888888889	0.13695652173913048	0.13186813186813187	0.5777777777777777	0.5695652173913043	0.5714285714285714	0.13695652173913048	0.5695652173913043	0.13186813186813187	0.5714285714285714
gpt-4o	captain	17.0	43.0	85.0	1.0	0.13529411764705881	0.14418604651162786	0.1411764705882353	0.6058823529411764	0.625581395348837	0.6117647058823529	0.14418604651162786	0.625581395348837	0.1411764705882353	0.6117647058823529
gpt-5	magentic	18.0	46.0	91.0	1.0	0.23055555555555557	0.2065217391304348	0.2087912087912088	0.5638888888888889	0.5532608695652175	0.5494505494505495	0.2065217391304348	0.5532608695652175	0.2087912087912088	0.5494505494505495
gpt-5	captain	17.0	43.0	85.0	1.0	0.17352941176470588	0.1569767441860465	0.16470588235294115	0.49411764705882344	0.44651162790697685	0.4588235294117647	0.1569767441860465	0.44651162790697685	0.16470588235294115	0.4588235294117647
