model	subset	method	status	rows	expected	no_pred	fmt_fail
qwen3.5-9b	magentic	chief	DONE	91	91	0	0
qwen3.5-9b	captain	chief	DONE	85	85	0	0
deepseek-8b	magentic	chief	DONE	91	91	0	4
deepseek-8b	captain	chief	DONE	85	85	0	3
gpt-4o	magentic	chief	DONE	91	91	0	0
gpt-4o	captain	chief	DONE	85	85	0	0
gpt-5	magentic	chief	DONE	91	91	0	0
gpt-5	captain	chief	DONE	85	85	0	0
