model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-alg.s42_step@1_val	stepfinder-alg.s42_step@1_test	stepfinder-alg.s42_step@1_full	stepfinder-alg.s42_agent@1_val	stepfinder-alg.s42_agent@1_test	stepfinder-alg.s42_agent@1_full	stepfinder-alg.s43_step@1_val	stepfinder-alg.s43_step@1_test	stepfinder-alg.s43_step@1_full	stepfinder-alg.s43_agent@1_val	stepfinder-alg.s43_agent@1_test	stepfinder-alg.s43_agent@1_full	stepfinder-alg.s44_step@1_val	stepfinder-alg.s44_step@1_test	stepfinder-alg.s44_step@1_full	stepfinder-alg.s44_agent@1_val	stepfinder-alg.s44_agent@1_test	stepfinder-alg.s44_agent@1_full	stepfinder-alg.s45_step@1_val	stepfinder-alg.s45_step@1_test	stepfinder-alg.s45_step@1_full	stepfinder-alg.s45_agent@1_val	stepfinder-alg.s45_agent@1_test	stepfinder-alg.s45_agent@1_full	stepfinder-alg.s46_step@1_val	stepfinder-alg.s46_step@1_test	stepfinder-alg.s46_step@1_full	stepfinder-alg.s46_agent@1_val	stepfinder-alg.s46_agent@1_test	stepfinder-alg.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	code	26.0	64.0	127.0	0.0	0.1	0.07421875	0.07874015748031497	0.5076923076923078	0.5328125	0.5196850393700785	0.10961538461538463	0.09453125	0.09448818897637797	0.6423076923076922	0.653125	0.6535433070866142	0.04038461538461539	0.0421875	0.03937007874015749	0.6288461538461537	0.634375	0.6299212598425198	0.09423076923076924	0.10078125	0.09448818897637797	0.6807692307692308	0.6953125	0.6929133858267718	0.11538461538461539	0.08671875	0.08661417322834647	0.7346153846153844	0.7359375	0.7322834645669293	0.11015625	0.74453125	0.09448818897637797	0.7322834645669293
qwen3.5-9b	code	26.0	64.0	127.0	0.0	0.14615384615384613	0.15390625	0.14960629921259846	0.75	0.75859375	0.7480314960629922	0.03461538461538462	0.03046875	0.03149606299212597	0.37884615384615383	0.3703125	0.3622047244094489	0.03846153846153847	0.0328125	0.03149606299212597	0.16346153846153846	0.18203125	0.17322834645669294	0.03461538461538462	0.04453125	0.03937007874015749	0.20192307692307693	0.225	0.22047244094488186	0.030769230769230764	0.04296875	0.04724409448818898	0.11153846153846154	0.13203125	0.13385826771653547	0.15390625	0.75859375	0.14960629921259846	0.7480314960629922
deepseek-8b	code	26.0	64.0	127.0	0.0	0.011538461538461539	0.01796875	0.015748031496062985	0.6865384615384615	0.67421875	0.6771653543307088	0.01923076923076923	0.01484375	0.015748031496062985	0.65	0.6453125	0.6456692913385828	0.025	0.025	0.02362204724409449	0.6153846153846153	0.6125	0.6141732283464568	0.01923076923076923	0.01484375	0.015748031496062985	0.7173076923076922	0.70546875	0.7007874015748032	0.03846153846153846	0.07578125	0.06299212598425194	0.37884615384615383	0.44765625	0.4409448818897637	0.07578125	0.70859375	0.06299212598425194	0.7007874015748032
qwen3.5-4b	code	26.0	64.0	127.0	0.0	0.02692307692307692	0.03828125	0.03937007874015749	0.12307692307692308	0.10703125	0.11811023622047241	0.021153846153846155	0.04296875	0.03937007874015749	0.2865384615384615	0.28515625	0.29921259842519693	0.01730769230769231	0.034375	0.03149606299212597	0.3134615384615385	0.33046875	0.3307086614173229	0.030769230769230764	0.046875	0.04724409448818898	0.16153846153846155	0.18671875	0.18110236220472445	0.01730769230769231	0.034375	0.03149606299212597	0.3942307692307693	0.44609375	0.4409448818897637	0.046875	0.44609375	0.04724409448818898	0.4409448818897637
qwen3-14b	code	26.0	64.0	127.0	0.0	0.030769230769230764	0.03046875	0.03149606299212597	0.2711538461538462	0.2890625	0.2834645669291339	0.02692307692307692	0.0203125	0.02362204724409449	0.21346153846153845	0.19765625	0.2047244094488189	0.04423076923076923	0.05625	0.055118110236220465	0.5403846153846154	0.57578125	0.5669291338582678	0.015384615384615385	0.025	0.02362204724409449	0.4865384615384616	0.46875	0.48031496062992113	0.15384615384615385	0.165625	0.16535433070866146	0.7673076923076924	0.76875	0.7637795275590552	0.165625	0.76875	0.16535433070866146	0.7637795275590552
qwen3.5-27b	code	26.0	64.0	127.0	0.0	0.04230769230769231	0.0640625	0.06299212598425194	0.7711538461538461	0.778125	0.7637795275590552	0.051923076923076926	0.0625	0.06299212598425194	0.7519230769230769	0.753125	0.7401574803149608	0.03653846153846154	0.04765625	0.04724409448818898	0.7192307692307691	0.71796875	0.7165354330708662	0.05384615384615386	0.07578125	0.07086614173228348	0.8326923076923076	0.828125	0.8267716535433071	0.025	0.03828125	0.03937007874015749	0.7288461538461539	0.746875	0.7401574803149608	0.084375	0.828125	0.07086614173228348	0.8267716535433071
