model	subset	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	algorithm-generated	26.0	63.0	126.0	0.0	0.1461538461538462	0.1484126984126984	0.14285714285714285	0.5115384615384616	0.5380952380952382	0.5238095238095238	0.1484126984126984	0.5380952380952382	0.14285714285714285	0.5238095238095238
gpt-4o	hand-crafted	12.0	29.0	58.0	0.0	0.05416666666666666	0.05517241379310345	0.05172413793103449	0.5125	0.5551724137931034	0.5517241379310344	0.05517241379310345	0.5551724137931034	0.05172413793103449	0.5517241379310344
gpt-5	algorithm-generated	26.0	63.0	126.0	0.0	0.28846153846153844	0.2666666666666666	0.2777777777777778	0.6423076923076922	0.5992063492063492	0.611111111111111	0.2666666666666666	0.5992063492063492	0.2777777777777778	0.611111111111111
gpt-5	hand-crafted	12.0	29.0	58.0	0.0	0.0875	0.12931034482758622	0.10344827586206898	0.5083333333333333	0.4999999999999999	0.5	0.12931034482758622	0.4999999999999999	0.10344827586206898	0.5
