model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-pca.s42_step@1_val	stepfinder-pca.s42_step@1_test	stepfinder-pca.s42_step@1_full	stepfinder-pca.s42_agent@1_val	stepfinder-pca.s42_agent@1_test	stepfinder-pca.s42_agent@1_full	stepfinder-pca.s43_step@1_val	stepfinder-pca.s43_step@1_test	stepfinder-pca.s43_step@1_full	stepfinder-pca.s43_agent@1_val	stepfinder-pca.s43_agent@1_test	stepfinder-pca.s43_agent@1_full	stepfinder-pca.s44_step@1_val	stepfinder-pca.s44_step@1_test	stepfinder-pca.s44_step@1_full	stepfinder-pca.s44_agent@1_val	stepfinder-pca.s44_agent@1_test	stepfinder-pca.s44_agent@1_full	stepfinder-pca.s45_step@1_val	stepfinder-pca.s45_step@1_test	stepfinder-pca.s45_step@1_full	stepfinder-pca.s45_agent@1_val	stepfinder-pca.s45_agent@1_test	stepfinder-pca.s45_agent@1_full	stepfinder-pca.s46_step@1_val	stepfinder-pca.s46_step@1_test	stepfinder-pca.s46_step@1_full	stepfinder-pca.s46_agent@1_val	stepfinder-pca.s46_agent@1_test	stepfinder-pca.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	magentic	18.0	46.0	91.0	0.0	0.14444444444444443	0.17173913043478262	0.1648351648351648	0.675	0.6891304347826087	0.6813186813186812	0.1222222222222222	0.14456521739130435	0.13186813186813187	0.6388888888888887	0.6597826086956523	0.6483516483516483	0.09166666666666667	0.12717391304347828	0.12087912087912087	0.5638888888888889	0.5967391304347827	0.5824175824175823	0.175	0.1826086956521739	0.1758241758241758	0.6444444444444444	0.6956521739130436	0.6703296703296702	0.13333333333333336	0.16086956521739132	0.15384615384615383	0.6833333333333333	0.7315217391304347	0.7142857142857142	0.1989130434782609	0.7391304347826088	0.1758241758241758	0.7142857142857142
qwen3-embedding-0.6b	captain	17.0	43.0	85.0	0.0	0.17058823529411765	0.14186046511627906	0.15294117647058822	0.4588235294117647	0.4209302325581395	0.4235294117647059	0.14999999999999997	0.14418604651162786	0.15294117647058822	0.5911764705882352	0.5767441860465115	0.5764705882352941	0.12647058823529406	0.12441860465116275	0.12941176470588237	0.49411764705882355	0.43488372093023264	0.4470588235294118	0.1323529411764706	0.15465116279069763	0.15294117647058822	0.5441176470588236	0.5453488372093023	0.5294117647058824	0.1588235294117647	0.17790697674418604	0.1764705882352941	0.5529411764705883	0.5430232558139534	0.5411764705882353	0.1941860465116279	0.5918604651162789	0.1764705882352941	0.5764705882352941
qwen3-embedding-0.6b	swe	9.0	22.0	44.0	0.0	0.13333333333333336	0.1795454545454545	0.15909090909090912	0.6055555555555555	0.6772727272727272	0.659090909090909	0.15	0.1636363636363636	0.15909090909090912	0.6444444444444445	0.7113636363636365	0.7045454545454547	0.16111111111111112	0.17045454545454544	0.15909090909090912	0.7166666666666668	0.7181818181818183	0.7272727272727272	0.11111111111111112	0.1568181818181818	0.13636363636363633	0.5944444444444446	0.6090909090909091	0.6136363636363635	0.1	0.12727272727272726	0.11363636363636365	0.5055555555555554	0.5045454545454546	0.5	0.1954545454545454	0.7636363636363638	0.15909090909090912	0.7272727272727272
qwen3.5-9b	magentic	18.0	46.0	91.0	0.0	0.07222222222222223	0.08369565217391305	0.0879120879120879	0.5138888888888888	0.5532608695652175	0.5384615384615384	0.09166666666666667	0.1108695652173913	0.1098901098901099	0.5916666666666666	0.616304347826087	0.6043956043956042	0.08333333333333334	0.08043478260869566	0.0879120879120879	0.575	0.5815217391304347	0.5824175824175823	0.0638888888888889	0.08152173913043478	0.0879120879120879	0.561111111111111	0.6054347826086957	0.5934065934065933	0.08055555555555557	0.09999999999999999	0.09890109890109891	0.5722222222222222	0.5945652173913043	0.5824175824175823	0.1108695652173913	0.6336956521739131	0.1098901098901099	0.6043956043956042
qwen3.5-9b	captain	17.0	43.0	85.0	0.0	0.18235294117647058	0.19186046511627905	0.1882352941176471	0.49411764705882344	0.505813953488372	0.49411764705882355	0.17941176470588233	0.20697674418604653	0.20000000000000004	0.5529411764705883	0.5732558139534881	0.5647058823529412	0.2	0.20116279069767443	0.20000000000000004	0.5352941176470588	0.49651162790697684	0.5058823529411764	0.1764705882352941	0.19186046511627905	0.1882352941176471	0.4676470588235294	0.47441860465116276	0.47058823529411764	0.19117647058823528	0.21744186046511632	0.21176470588235294	0.5235294117647059	0.5232558139534883	0.5176470588235295	0.23372093023255816	0.5802325581395347	0.21176470588235294	0.5647058823529412
qwen3.5-9b	swe	9.0	22.0	44.0	0.0	0.06666666666666668	0.06363636363636363	0.06818181818181816	0.6944444444444444	0.6772727272727271	0.7045454545454547	0.10000000000000002	0.08636363636363635	0.0909090909090909	0.611111111111111	0.5568181818181819	0.590909090909091	0.08333333333333333	0.1	0.0909090909090909	0.8222222222222223	0.8204545454545455	0.840909090909091	0.08333333333333333	0.08863636363636362	0.0909090909090909	0.7444444444444445	0.7272727272727273	0.75	0.1388888888888889	0.1386363636363636	0.13636363636363633	0.7722222222222223	0.7477272727272728	0.7727272727272728	0.1409090909090909	0.8204545454545455	0.13636363636363633	0.840909090909091
deepseek-8b	magentic	18.0	46.0	91.0	0.0	0.05555555555555556	0.03695652173913043	0.04395604395604395	0.575	0.5826086956521739	0.5714285714285714	0.04722222222222222	0.05543478260869565	0.05494505494505495	0.6277777777777779	0.6652173913043478	0.6483516483516483	0.01944444444444444	0.022826086956521736	0.021978021978021976	0.4611111111111111	0.42934782608695654	0.4395604395604396	0.04722222222222222	0.07391304347826086	0.06593406593406594	0.5888888888888888	0.5869565217391305	0.5934065934065933	0.10833333333333332	0.09347826086956522	0.09890109890109891	0.6888888888888888	0.6902173913043478	0.6813186813186812	0.09673913043478259	0.692391304347826	0.09890109890109891	0.6813186813186812
deepseek-8b	captain	17.0	43.0	85.0	0.0	0.20294117647058818	0.21511627906976744	0.21176470588235294	0.5382352941176471	0.5651162790697674	0.5529411764705883	0.1764705882352941	0.16046511627906976	0.16470588235294115	0.5235294117647059	0.505813953488372	0.5058823529411764	0.21470588235294116	0.21395348837209305	0.21176470588235294	0.5058823529411764	0.5290697674418604	0.5176470588235295	0.23235294117647057	0.2325581395348837	0.23529411764705882	0.5470588235294118	0.597674418604651	0.5764705882352941	0.1529411764705882	0.16511627906976745	0.16470588235294115	0.6088235294117647	0.5988372093023254	0.5999999999999999	0.24186046511627907	0.6151162790697674	0.23529411764705882	0.5999999999999999
deepseek-8b	swe	9.0	22.0	44.0	0.0	0.1388888888888889	0.16136363636363632	0.15909090909090912	0.6444444444444445	0.6704545454545456	0.659090909090909	0.16666666666666669	0.16818181818181815	0.1818181818181818	0.7388888888888892	0.7727272727272727	0.7727272727272728	0.15555555555555559	0.13409090909090907	0.15909090909090912	0.688888888888889	0.725	0.7272727272727272	0.04444444444444444	0.031818181818181815	0.04545454545454545	0.4888888888888888	0.5295454545454545	0.5227272727272728	0.1388888888888889	0.15227272727272725	0.15909090909090912	0.6555555555555556	0.6522727272727273	0.659090909090909	0.2022727272727273	0.7772727272727272	0.1818181818181818	0.7727272727272728
qwen3.5-4b	magentic	18.0	46.0	91.0	0.0	0.06944444444444445	0.05869565217391305	0.05494505494505495	0.5638888888888889	0.575	0.5714285714285714	0.058333333333333334	0.04782608695652174	0.05494505494505495	0.675	0.6728260869565218	0.6703296703296702	0.038888888888888896	0.03804347826086956	0.04395604395604395	0.5388888888888889	0.5717391304347827	0.5714285714285714	0.04166666666666667	0.042391304347826085	0.04395604395604395	0.5833333333333333	0.6032608695652175	0.6043956043956042	0.03333333333333334	0.028260869565217388	0.03296703296703297	0.5611111111111111	0.5521739130434782	0.5604395604395604	0.06847826086956524	0.673913043478261	0.05494505494505495	0.6703296703296702
