seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	12	29	58	False	0.16666666666666666	0.10344827586206896	0.10344827586206896	0.4166666666666667	0.5862068965517241	0.5	0.10344827586206896	0.5862068965517241	0.10344827586206896	0.5
2	12	29	58	False	0.0	0.20689655172413793	0.10344827586206896	0.5	0.4482758620689655	0.5	0.20689655172413793	0.4482758620689655	0.10344827586206896	0.5
3	12	29	58	False	0.08333333333333333	0.1724137931034483	0.10344827586206896	0.6666666666666666	0.4827586206896552	0.5	0.1724137931034483	0.4827586206896552	0.10344827586206896	0.5
4	12	29	58	False	0.16666666666666666	0.13793103448275862	0.10344827586206896	0.6666666666666666	0.4482758620689655	0.5	0.13793103448275862	0.4482758620689655	0.10344827586206896	0.5
5	12	29	58	False	0.08333333333333333	0.1724137931034483	0.10344827586206896	0.4166666666666667	0.5862068965517241	0.5	0.1724137931034483	0.5862068965517241	0.10344827586206896	0.5
6	12	29	58	False	0.0	0.13793103448275862	0.10344827586206896	0.25	0.6551724137931034	0.5	0.13793103448275862	0.6551724137931034	0.10344827586206896	0.5
7	12	29	58	False	0.0	0.1724137931034483	0.10344827586206896	0.4166666666666667	0.5862068965517241	0.5	0.1724137931034483	0.5862068965517241	0.10344827586206896	0.5
8	12	29	58	False	0.08333333333333333	0.06896551724137931	0.10344827586206896	0.5833333333333334	0.4827586206896552	0.5	0.06896551724137931	0.4827586206896552	0.10344827586206896	0.5
9	12	29	58	False	0.0	0.10344827586206896	0.10344827586206896	0.4166666666666667	0.4827586206896552	0.5	0.10344827586206896	0.4827586206896552	0.10344827586206896	0.5
10	12	29	58	False	0.16666666666666666	0.06896551724137931	0.10344827586206896	0.5	0.5862068965517241	0.5	0.06896551724137931	0.5862068965517241	0.10344827586206896	0.5
11	12	29	58	False	0.16666666666666666	0.10344827586206896	0.10344827586206896	0.5833333333333334	0.4827586206896552	0.5	0.10344827586206896	0.4827586206896552	0.10344827586206896	0.5
12	12	29	58	False	0.08333333333333333	0.13793103448275862	0.10344827586206896	0.4166666666666667	0.4482758620689655	0.5	0.13793103448275862	0.4482758620689655	0.10344827586206896	0.5
13	12	29	58	False	0.0	0.13793103448275862	0.10344827586206896	0.5	0.5172413793103449	0.5	0.13793103448275862	0.5172413793103449	0.10344827586206896	0.5
14	12	29	58	False	0.16666666666666666	0.10344827586206896	0.10344827586206896	0.4166666666666667	0.5172413793103449	0.5	0.10344827586206896	0.5172413793103449	0.10344827586206896	0.5
15	12	29	58	False	0.0	0.1724137931034483	0.10344827586206896	0.5833333333333334	0.4827586206896552	0.5	0.1724137931034483	0.4827586206896552	0.10344827586206896	0.5
16	12	29	58	False	0.0	0.10344827586206896	0.10344827586206896	0.5	0.4827586206896552	0.5	0.10344827586206896	0.4827586206896552	0.10344827586206896	0.5
17	12	29	58	False	0.08333333333333333	0.13793103448275862	0.10344827586206896	0.5	0.4482758620689655	0.5	0.13793103448275862	0.4482758620689655	0.10344827586206896	0.5
18	12	29	58	False	0.08333333333333333	0.1724137931034483	0.10344827586206896	0.6666666666666666	0.3793103448275862	0.5	0.1724137931034483	0.3793103448275862	0.10344827586206896	0.5
19	12	29	58	False	0.16666666666666666	0.10344827586206896	0.10344827586206896	0.5833333333333334	0.4827586206896552	0.5	0.10344827586206896	0.4827586206896552	0.10344827586206896	0.5
20	12	29	58	False	0.25	0.06896551724137931	0.10344827586206896	0.5833333333333334	0.41379310344827586	0.5	0.06896551724137931	0.41379310344827586	0.10344827586206896	0.5
