model	subset	method	status	rows	expected	no_pred	fmt_fail
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e11	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e12	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e13	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e14	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e15	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e16	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e17	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e18	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e19	PARTIAL(89/126)	89	126	0	0
qwen3-embedding-0.6b	algorithm-generated	stepfinder.e20	PARTIAL(89/126)	89	126	0	0
qwen3.5-9b	hand-crafted	stepfinder.e1	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e2	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e3	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e4	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e5	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e6	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e7	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e8	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e9	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e10	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e11	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e12	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e13	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e14	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e15	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e16	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e17	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e18	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e19	MISSING	0	58	0	0
qwen3.5-9b	hand-crafted	stepfinder.e20	MISSING	0	58	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e1	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e2	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e3	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e4	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e5	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e6	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e7	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e8	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e9	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e10	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e11	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e12	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e13	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e14	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e15	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e16	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e17	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e18	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e19	MISSING	0	126	0	0
qwen3.5-9b	algorithm-generated	stepfinder.e20	MISSING	0	126	0	0
deepseek-8b	hand-crafted	stepfinder.e1	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e2	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e3	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e4	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e5	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e6	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e7	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e8	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e9	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e10	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e11	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e12	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e13	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e14	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e15	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e16	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e17	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e18	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e19	MISSING	0	58	0	0
deepseek-8b	hand-crafted	stepfinder.e20	MISSING	0	58	0	0
deepseek-8b	algorithm-generated	stepfinder.e1	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e2	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e3	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e4	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e5	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e6	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e7	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e8	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e9	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e10	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e11	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e12	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e13	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e14	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e15	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e16	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e17	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e18	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e19	MISSING	0	126	0	0
deepseek-8b	algorithm-generated	stepfinder.e20	MISSING	0	126	0	0
