model	subset	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	magentic	18.0	46.0	91.0	0.0	0.06388888888888888	0.04239130434782608	0.04395604395604395	0.6249999999999999	0.6423913043478261	0.6373626373626372	0.12777777777777777	0.11847826086956523	0.12087912087912087	0.5666666666666667	0.5532608695652174	0.5494505494505495	0.07222222222222222	0.07717391304347827	0.07692307692307691	0.475	0.4978260869565217	0.48351648351648346	0.12065217391304348	0.6445652173913043	0.12087912087912087	0.6373626373626372
gpt-4o	captain	17.0	43.0	85.0	0.0	0.11764705882352941	0.1186046511627907	0.11764705882352941	0.676470588235294	0.6860465116279069	0.6823529411764705	0.18235294117647055	0.15232558139534885	0.16470588235294115	0.5176470588235295	0.49302325581395356	0.5058823529411764	0.07352941176470587	0.10232558139534882	0.09411764705882356	0.19999999999999998	0.2220930232558139	0.21176470588235294	0.16279069767441862	0.6860465116279069	0.16470588235294115	0.6823529411764705
gpt-5	magentic	18.0	46.0	91.0	0.0	0.08888888888888889	0.0891304347826087	0.0879120879120879	0.6833333333333332	0.666304347826087	0.6703296703296702	0.05555555555555556	0.07173913043478261	0.06593406593406594	0.7083333333333333	0.6760869565217391	0.6813186813186812	0.23055555555555554	0.19347826086956524	0.2087912087912088	0.6694444444444444	0.6717391304347826	0.6703296703296702	0.19347826086956524	0.7010869565217391	0.2087912087912088	0.6813186813186812
gpt-5	captain	17.0	43.0	85.0	0.0	0.07352941176470588	0.07790697674418604	0.08235294117647057	0.6499999999999999	0.6627906976744186	0.6470588235294117	0.19705882352941176	0.20116279069767443	0.20000000000000004	0.5205882352941176	0.547674418604651	0.5411764705882353	0.21176470588235294	0.20697674418604653	0.21176470588235294	0.588235294117647	0.6046511627906976	0.5999999999999999	0.22325581395348842	0.663953488372093	0.21176470588235294	0.6470588235294117
