seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	17	43	85	True	0.058823529411764705	0.09302325581395349	0.08235294117647059	0.5882352941176471	0.5813953488372093	0.5647058823529412	0.09302325581395349	0.5813953488372093	0.08235294117647059	0.5647058823529412
2	17	43	85	True	0.0	0.13953488372093023	0.08235294117647059	0.6470588235294118	0.4418604651162791	0.5647058823529412	0.13953488372093023	0.4418604651162791	0.08235294117647059	0.5647058823529412
3	17	43	85	True	0.058823529411764705	0.13953488372093023	0.08235294117647059	0.5882352941176471	0.6511627906976745	0.5647058823529412	0.13953488372093023	0.6511627906976745	0.08235294117647059	0.5647058823529412
4	17	43	85	True	0.0	0.16279069767441862	0.08235294117647059	0.7058823529411765	0.5348837209302325	0.5647058823529412	0.16279069767441862	0.5348837209302325	0.08235294117647059	0.5647058823529412
5	17	43	85	True	0.0	0.13953488372093023	0.08235294117647059	0.35294117647058826	0.5813953488372093	0.5647058823529412	0.13953488372093023	0.5813953488372093	0.08235294117647059	0.5647058823529412
6	17	43	85	True	0.17647058823529413	0.06976744186046512	0.08235294117647059	0.47058823529411764	0.5116279069767442	0.5647058823529412	0.06976744186046512	0.5116279069767442	0.08235294117647059	0.5647058823529412
7	17	43	85	True	0.11764705882352941	0.09302325581395349	0.08235294117647059	0.5294117647058824	0.6511627906976745	0.5647058823529412	0.09302325581395349	0.6511627906976745	0.08235294117647059	0.5647058823529412
8	17	43	85	True	0.11764705882352941	0.046511627906976744	0.08235294117647059	0.7647058823529411	0.4883720930232558	0.5647058823529412	0.046511627906976744	0.4883720930232558	0.08235294117647059	0.5647058823529412
9	17	43	85	True	0.0	0.09302325581395349	0.08235294117647059	0.47058823529411764	0.627906976744186	0.5647058823529412	0.09302325581395349	0.627906976744186	0.08235294117647059	0.5647058823529412
10	17	43	85	True	0.11764705882352941	0.046511627906976744	0.08235294117647059	0.47058823529411764	0.6046511627906976	0.5647058823529412	0.046511627906976744	0.6046511627906976	0.08235294117647059	0.5647058823529412
11	17	43	85	True	0.058823529411764705	0.09302325581395349	0.08235294117647059	0.6470588235294118	0.5348837209302325	0.5647058823529412	0.09302325581395349	0.5348837209302325	0.08235294117647059	0.5647058823529412
12	17	43	85	True	0.17647058823529413	0.06976744186046512	0.08235294117647059	0.6470588235294118	0.6046511627906976	0.5647058823529412	0.06976744186046512	0.6046511627906976	0.08235294117647059	0.5647058823529412
13	17	43	85	True	0.058823529411764705	0.11627906976744186	0.08235294117647059	0.5294117647058824	0.6744186046511628	0.5647058823529412	0.11627906976744186	0.6744186046511628	0.08235294117647059	0.5647058823529412
14	17	43	85	True	0.0	0.11627906976744186	0.08235294117647059	0.5294117647058824	0.5813953488372093	0.5647058823529412	0.11627906976744186	0.5813953488372093	0.08235294117647059	0.5647058823529412
15	17	43	85	True	0.0	0.06976744186046512	0.08235294117647059	0.5294117647058824	0.5813953488372093	0.5647058823529412	0.06976744186046512	0.5813953488372093	0.08235294117647059	0.5647058823529412
16	17	43	85	True	0.11764705882352941	0.046511627906976744	0.08235294117647059	0.5294117647058824	0.5116279069767442	0.5647058823529412	0.046511627906976744	0.5116279069767442	0.08235294117647059	0.5647058823529412
17	17	43	85	True	0.11764705882352941	0.06976744186046512	0.08235294117647059	0.5294117647058824	0.6046511627906976	0.5647058823529412	0.06976744186046512	0.6046511627906976	0.08235294117647059	0.5647058823529412
18	17	43	85	True	0.11764705882352941	0.06976744186046512	0.08235294117647059	0.29411764705882354	0.5813953488372093	0.5647058823529412	0.06976744186046512	0.5813953488372093	0.08235294117647059	0.5647058823529412
19	17	43	85	True	0.058823529411764705	0.06976744186046512	0.08235294117647059	0.6470588235294118	0.5348837209302325	0.5647058823529412	0.06976744186046512	0.5348837209302325	0.08235294117647059	0.5647058823529412
20	17	43	85	True	0.058823529411764705	0.09302325581395349	0.08235294117647059	0.5882352941176471	0.5116279069767442	0.5647058823529412	0.09302325581395349	0.5116279069767442	0.08235294117647059	0.5647058823529412
