model	subset	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	algorithm-generated	26.0	63.0	126.0	1.0	0.23269230769230767	0.23492063492063492	0.23015873015873015	0.4153846153846154	0.4103174603174603	0.42063492063492064	0.07307692307692308	0.09047619047619049	0.07936507936507935	0.2711538461538462	0.3309523809523809	0.3095238095238095	0.3903846153846154	0.3357142857142857	0.34920634920634913	0.5115384615384615	0.4714285714285714	0.4841269841269841	0.3357142857142857	0.47857142857142854	0.34920634920634913	0.4841269841269841
qwen3.5-9b	hand-crafted	12.0	29.0	58.0	1.0	0.14166666666666666	0.1568965517241379	0.15517241379310348	0.5458333333333334	0.5620689655172414	0.5517241379310344	0.07916666666666666	0.1	0.10344827586206898	0.5291666666666666	0.5327586206896553	0.5344827586206897	0.2125	0.19310344827586204	0.20689655172413796	0.6125	0.6362068965517242	0.6206896551724139	0.19482758620689652	0.6413793103448275	0.20689655172413796	0.6206896551724139
deepseek-8b	algorithm-generated	26.0	63.0	126.0	1.0	0.13653846153846155	0.1603174603174603	0.15079365079365076	0.3076923076923077	0.3039682539682539	0.3095238095238095	0.0038461538461538464	0.006349206349206349	0.007936507936507936	0.33076923076923076	0.3674603174603174	0.3571428571428571	0.1826923076923077	0.20317460317460317	0.19047619047619052	0.34423076923076923	0.38095238095238093	0.37301587301587313	0.20317460317460317	0.39603174603174607	0.19047619047619052	0.37301587301587313
deepseek-8b	hand-crafted	12.0	29.0	58.0	1.0	0.12083333333333332	0.12586206896551724	0.12068965517241378	0.5916666666666666	0.6086206896551724	0.6034482758620691	0.09583333333333331	0.11724137931034484	0.12068965517241378	0.6083333333333334	0.596551724137931	0.6034482758620691	0.125	0.14827586206896554	0.15517241379310348	0.55	0.5396551724137931	0.5517241379310344	0.1620689655172414	0.6413793103448275	0.15517241379310348	0.6034482758620691
