model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-pca-tsel.s42_step@1_val	stepfinder-pca-tsel.s42_step@1_test	stepfinder-pca-tsel.s42_step@1_full	stepfinder-pca-tsel.s42_agent@1_val	stepfinder-pca-tsel.s42_agent@1_test	stepfinder-pca-tsel.s42_agent@1_full	stepfinder-pca-tsel.s43_step@1_val	stepfinder-pca-tsel.s43_step@1_test	stepfinder-pca-tsel.s43_step@1_full	stepfinder-pca-tsel.s43_agent@1_val	stepfinder-pca-tsel.s43_agent@1_test	stepfinder-pca-tsel.s43_agent@1_full	stepfinder-pca-tsel.s44_step@1_val	stepfinder-pca-tsel.s44_step@1_test	stepfinder-pca-tsel.s44_step@1_full	stepfinder-pca-tsel.s44_agent@1_val	stepfinder-pca-tsel.s44_agent@1_test	stepfinder-pca-tsel.s44_agent@1_full	stepfinder-pca-tsel.s45_step@1_val	stepfinder-pca-tsel.s45_step@1_test	stepfinder-pca-tsel.s45_step@1_full	stepfinder-pca-tsel.s45_agent@1_val	stepfinder-pca-tsel.s45_agent@1_test	stepfinder-pca-tsel.s45_agent@1_full	stepfinder-pca-tsel.s46_step@1_val	stepfinder-pca-tsel.s46_step@1_test	stepfinder-pca-tsel.s46_step@1_full	stepfinder-pca-tsel.s46_agent@1_val	stepfinder-pca-tsel.s46_agent@1_test	stepfinder-pca-tsel.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	magentic	18.0	46.0	91.0	0.0	0.1583333333333333	0.1673913043478261	0.1648351648351648	0.7722222222222224	0.7826086956521741	0.7802197802197803	0.05277777777777778	0.0576086956521739	0.05494505494505495	0.6055555555555554	0.5956521739130435	0.5934065934065933	0.06666666666666668	0.05108695652173913	0.05494505494505495	0.5833333333333333	0.6086956521739129	0.5934065934065933	0.09722222222222224	0.08478260869565217	0.0879120879120879	0.6277777777777777	0.6782608695652174	0.6593406593406592	0.0	0.0	0.0	0.3166666666666667	0.3369565217391305	0.3296703296703296	0.1673913043478261	0.7826086956521741	0.1648351648351648	0.7802197802197803
qwen3-embedding-0.6b	captain	17.0	43.0	85.0	0.0	0.24117647058823527	0.19767441860465115	0.21176470588235294	0.5911764705882353	0.5627906976744186	0.5647058823529412	0.1411764705882353	0.15348837209302327	0.15294117647058822	0.6441176470588235	0.6139534883720928	0.6117647058823529	0.14411764705882352	0.15581395348837207	0.15294117647058822	0.4970588235294118	0.4488372093023257	0.4588235294117647	0.1411764705882353	0.1581395348837209	0.15294117647058822	0.45588235294117646	0.44069767441860475	0.4352941176470589	0.11176470588235292	0.13023255813953485	0.12941176470588237	0.438235294117647	0.4616279069767442	0.4470588235294118	0.20465116279069767	0.6197674418604651	0.21176470588235294	0.6117647058823529
qwen3-embedding-0.6b	swe	9.0	22.0	44.0	0.0	0.18333333333333335	0.1977272727272727	0.1818181818181818	0.5444444444444444	0.5795454545454545	0.5681818181818182	0.09444444444444444	0.08636363636363635	0.0909090909090909	0.6166666666666667	0.625	0.6363636363636365	0.1888888888888889	0.18409090909090906	0.1818181818181818	0.5611111111111111	0.5659090909090909	0.5681818181818182	0.09444444444444444	0.08863636363636362	0.0909090909090909	0.5222222222222223	0.5295454545454545	0.5454545454545453	0.03333333333333334	0.022727272727272728	0.022727272727272724	0.7555555555555555	0.7636363636363637	0.7727272727272728	0.2159090909090909	0.7636363636363637	0.1818181818181818	0.7727272727272728
qwen3.5-9b	magentic	18.0	46.0	91.0	0.0	0.06944444444444445	0.0641304347826087	0.06593406593406594	0.6194444444444444	0.6119565217391305	0.6153846153846153	0.10277777777777779	0.09891304347826087	0.09890109890109891	0.5638888888888889	0.6054347826086957	0.5934065934065933	0.07222222222222223	0.08478260869565217	0.0879120879120879	0.6888888888888889	0.6880434782608696	0.6923076923076922	0.08333333333333333	0.08695652173913043	0.0879120879120879	0.6388888888888887	0.6554347826086956	0.6483516483516483	0.07777777777777779	0.06304347826086958	0.07692307692307691	0.6444444444444445	0.6630434782608695	0.6593406593406592	0.10543478260869565	0.7054347826086956	0.09890109890109891	0.6923076923076922
qwen3.5-9b	captain	17.0	43.0	85.0	0.0	0.2058823529411764	0.21395348837209305	0.21176470588235294	0.47058823529411764	0.47441860465116276	0.47058823529411764	0.15588235294117644	0.1825581395348837	0.1764705882352941	0.5735294117647058	0.5883720930232557	0.5764705882352941	0.1441176470588235	0.14069767441860465	0.1411764705882353	0.44117647058823534	0.45232558139534884	0.4470588235294118	0.17941176470588233	0.19999999999999998	0.20000000000000004	0.5205882352941178	0.5093023255813953	0.5058823529411764	0.1852941176470588	0.22674418604651164	0.2235294117647059	0.5117647058823529	0.5046511627906978	0.5058823529411764	0.2534883720930233	0.58953488372093	0.2235294117647059	0.5764705882352941
qwen3.5-9b	swe	9.0	22.0	44.0	0.0	0.14444444444444446	0.1545454545454545	0.15909090909090912	0.6277777777777778	0.6454545454545455	0.659090909090909	0.0888888888888889	0.1	0.0909090909090909	0.49444444444444446	0.5113636363636364	0.5227272727272728	0.11111111111111112	0.12272727272727271	0.11363636363636365	0.7444444444444446	0.7886363636363637	0.7954545454545453	0.08333333333333334	0.11363636363636362	0.11363636363636365	0.6333333333333333	0.6477272727272727	0.659090909090909	0.16111111111111112	0.18863636363636363	0.1818181818181818	0.7222222222222223	0.7727272727272727	0.7727272727272728	0.1977272727272727	0.7931818181818182	0.1818181818181818	0.7954545454545453
deepseek-8b	magentic	18.0	46.0	91.0	0.0	0.036111111111111115	0.04565217391304348	0.04395604395604395	0.5305555555555556	0.557608695652174	0.5494505494505495	0.005555555555555555	0.013043478260869563	0.010989010989010988	0.31111111111111106	0.31304347826086953	0.30769230769230765	0.01111111111111111	0.010869565217391302	0.010989010989010988	0.3944444444444445	0.35108695652173916	0.36263736263736257	0.04722222222222222	0.07391304347826086	0.06593406593406594	0.6166666666666665	0.6532608695652173	0.6483516483516483	0.033333333333333326	0.032608695652173905	0.03296703296703297	0.7249999999999999	0.7380434782608696	0.7252747252747251	0.075	0.7391304347826086	0.06593406593406594	0.7252747252747251
deepseek-8b	captain	17.0	43.0	85.0	0.0	0.14117647058823526	0.14999999999999997	0.15294117647058822	0.5382352941176471	0.5848837209302323	0.5647058823529412	0.06470588235294118	0.05581395348837209	0.058823529411764705	0.36176470588235293	0.3953488372093023	0.3882352941176471	0.19705882352941176	0.19651162790697674	0.20000000000000004	0.5264705882352941	0.530232558139535	0.5294117647058824	0.20882352941176469	0.20697674418604653	0.21176470588235294	0.5382352941176471	0.5813953488372092	0.5647058823529412	0.15588235294117642	0.1767441860465116	0.1764705882352941	0.5235294117647059	0.5546511627906977	0.5411764705882353	0.22325581395348842	0.6139534883720928	0.21176470588235294	0.5647058823529412
deepseek-8b	swe	9.0	22.0	44.0	0.0	0.11111111111111112	0.13181818181818178	0.13636363636363633	0.5722222222222223	0.5022727272727272	0.5227272727272728	0.005555555555555555	0.02954545454545454	0.022727272727272724	0.6166666666666667	0.615909090909091	0.6363636363636365	0.06666666666666668	0.12272727272727271	0.11363636363636365	0.5222222222222223	0.5250000000000001	0.5227272727272728	0.04444444444444444	0.031818181818181815	0.04545454545454545	0.5777777777777777	0.5954545454545455	0.590909090909091	0.08333333333333334	0.0977272727272727	0.0909090909090909	0.5166666666666667	0.5113636363636365	0.5227272727272728	0.14999999999999997	0.6454545454545454	0.13636363636363633	0.6363636363636365
qwen3.5-4b	magentic	18.0	46.0	91.0	0.0	0.06944444444444445	0.05869565217391305	0.05494505494505495	0.6527777777777778	0.6456521739130434	0.6373626373626372	0.05555555555555556	0.05869565217391304	0.05494505494505495	0.6555555555555556	0.6728260869565219	0.6703296703296702	0.0	0.0	0.0	0.43055555555555564	0.39565217391304347	0.40659340659340665	0.08055555555555556	0.06630434782608695	0.06593406593406594	0.6361111111111111	0.6630434782608697	0.6483516483516483	0.08333333333333334	0.09021739130434783	0.0879120879120879	0.7388888888888887	0.7478260869565218	0.7362637362637365	0.09782608695652173	0.7478260869565218	0.0879120879120879	0.7362637362637365
