seed	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	63	126	False	0.15384615384615385	0.1746031746031746	0.14285714285714285	0.46153846153846156	0.5555555555555556	0.5238095238095238	0.1746031746031746	0.5555555555555556	0.14285714285714285	0.5238095238095238
2	26	63	126	False	0.11538461538461539	0.15873015873015872	0.14285714285714285	0.6153846153846154	0.5555555555555556	0.5238095238095238	0.15873015873015872	0.5555555555555556	0.14285714285714285	0.5238095238095238
3	26	63	126	False	0.11538461538461539	0.15873015873015872	0.14285714285714285	0.5	0.5079365079365079	0.5238095238095238	0.15873015873015872	0.5079365079365079	0.14285714285714285	0.5238095238095238
4	26	63	126	False	0.19230769230769232	0.15873015873015872	0.14285714285714285	0.46153846153846156	0.5555555555555556	0.5238095238095238	0.15873015873015872	0.5555555555555556	0.14285714285714285	0.5238095238095238
5	26	63	126	False	0.15384615384615385	0.14285714285714285	0.14285714285714285	0.4230769230769231	0.5714285714285714	0.5238095238095238	0.14285714285714285	0.5714285714285714	0.14285714285714285	0.5238095238095238
6	26	63	126	False	0.23076923076923078	0.14285714285714285	0.14285714285714285	0.5384615384615384	0.5079365079365079	0.5238095238095238	0.14285714285714285	0.5079365079365079	0.14285714285714285	0.5238095238095238
7	26	63	126	False	0.07692307692307693	0.12698412698412698	0.14285714285714285	0.5384615384615384	0.5238095238095238	0.5238095238095238	0.12698412698412698	0.5238095238095238	0.14285714285714285	0.5238095238095238
8	26	63	126	False	0.11538461538461539	0.1111111111111111	0.14285714285714285	0.6153846153846154	0.49206349206349204	0.5238095238095238	0.1111111111111111	0.49206349206349204	0.14285714285714285	0.5238095238095238
9	26	63	126	False	0.07692307692307693	0.15873015873015872	0.14285714285714285	0.4230769230769231	0.5555555555555556	0.5238095238095238	0.15873015873015872	0.5555555555555556	0.14285714285714285	0.5238095238095238
10	26	63	126	False	0.15384615384615385	0.1111111111111111	0.14285714285714285	0.46153846153846156	0.5238095238095238	0.5238095238095238	0.1111111111111111	0.5238095238095238	0.14285714285714285	0.5238095238095238
11	26	63	126	False	0.15384615384615385	0.1746031746031746	0.14285714285714285	0.7307692307692307	0.49206349206349204	0.5238095238095238	0.1746031746031746	0.49206349206349204	0.14285714285714285	0.5238095238095238
12	26	63	126	False	0.19230769230769232	0.14285714285714285	0.14285714285714285	0.46153846153846156	0.5238095238095238	0.5238095238095238	0.14285714285714285	0.5238095238095238	0.14285714285714285	0.5238095238095238
13	26	63	126	False	0.15384615384615385	0.14285714285714285	0.14285714285714285	0.6153846153846154	0.5555555555555556	0.5238095238095238	0.14285714285714285	0.5555555555555556	0.14285714285714285	0.5238095238095238
14	26	63	126	False	0.2692307692307692	0.12698412698412698	0.14285714285714285	0.4230769230769231	0.5873015873015873	0.5238095238095238	0.12698412698412698	0.5873015873015873	0.14285714285714285	0.5238095238095238
15	26	63	126	False	0.11538461538461539	0.15873015873015872	0.14285714285714285	0.5	0.5555555555555556	0.5238095238095238	0.15873015873015872	0.5555555555555556	0.14285714285714285	0.5238095238095238
16	26	63	126	False	0.11538461538461539	0.14285714285714285	0.14285714285714285	0.6153846153846154	0.5079365079365079	0.5238095238095238	0.14285714285714285	0.5079365079365079	0.14285714285714285	0.5238095238095238
17	26	63	126	False	0.23076923076923078	0.14285714285714285	0.14285714285714285	0.5	0.5079365079365079	0.5238095238095238	0.14285714285714285	0.5079365079365079	0.14285714285714285	0.5238095238095238
18	26	63	126	False	0.11538461538461539	0.19047619047619047	0.14285714285714285	0.5384615384615384	0.5396825396825397	0.5238095238095238	0.19047619047619047	0.5396825396825397	0.14285714285714285	0.5238095238095238
19	26	63	126	False	0.07692307692307693	0.1746031746031746	0.14285714285714285	0.38461538461538464	0.6190476190476191	0.5238095238095238	0.1746031746031746	0.6190476190476191	0.14285714285714285	0.5238095238095238
20	26	63	126	False	0.11538461538461539	0.12698412698412698	0.14285714285714285	0.4230769230769231	0.5238095238095238	0.5238095238095238	0.12698412698412698	0.5238095238095238	0.14285714285714285	0.5238095238095238
