model	subset	method	status	rows	expected	no_pred	fmt_fail
deepseek-8b	hotpot	stepfinder-tsel.s46	DONE	578	578	0	0
deepseek-8b	math500	stepfinder-tsel.s42	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-tsel.s43	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-tsel.s44	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-tsel.s45	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-tsel.s46	DONE	157	157	0	0
deepseek-8b	mmlu_pro	stepfinder-tsel.s42	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-tsel.s43	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-tsel.s44	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-tsel.s45	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-tsel.s46	DONE	92	92	0	0
deepseek-8b	musique	stepfinder-tsel.s42	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-tsel.s43	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-tsel.s44	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-tsel.s45	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-tsel.s46	DONE	312	312	0	0
deepseek-8b	wikimqa	stepfinder-tsel.s42	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-tsel.s43	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-tsel.s44	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-tsel.s45	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-tsel.s46	DONE	733	733	0	0
qwen3.5-4b	arc	stepfinder-tsel.s42	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-tsel.s43	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-tsel.s44	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-tsel.s45	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-tsel.s46	DONE	304	304	0	0
qwen3.5-4b	gaia	stepfinder-tsel.s42	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-tsel.s43	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-tsel.s44	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-tsel.s45	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-tsel.s46	DONE	50	50	0	0
qwen3.5-4b	hotpot	stepfinder-tsel.s42	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-tsel.s43	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-tsel.s44	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-tsel.s45	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-tsel.s46	DONE	578	578	0	0
qwen3.5-4b	math500	stepfinder-tsel.s42	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-tsel.s43	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-tsel.s44	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-tsel.s45	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-tsel.s46	DONE	157	157	0	0
qwen3.5-4b	mmlu_pro	stepfinder-tsel.s42	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-tsel.s43	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-tsel.s44	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-tsel.s45	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-tsel.s46	DONE	92	92	0	0
qwen3.5-4b	musique	stepfinder-tsel.s42	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-tsel.s43	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-tsel.s44	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-tsel.s45	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-tsel.s46	DONE	312	312	0	0
qwen3.5-4b	wikimqa	stepfinder-tsel.s42	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-tsel.s43	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-tsel.s44	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-tsel.s45	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-tsel.s46	DONE	733	733	0	0
qwen3-14b	arc	stepfinder-tsel.s42	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-tsel.s43	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-tsel.s44	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-tsel.s45	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-tsel.s46	DONE	304	304	0	0
qwen3-14b	gaia	stepfinder-tsel.s42	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-tsel.s43	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-tsel.s44	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-tsel.s45	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-tsel.s46	DONE	50	50	0	0
qwen3-14b	hotpot	stepfinder-tsel.s42	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-tsel.s43	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-tsel.s44	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-tsel.s45	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-tsel.s46	DONE	578	578	0	0
qwen3-14b	math500	stepfinder-tsel.s42	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-tsel.s43	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-tsel.s44	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-tsel.s45	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-tsel.s46	DONE	157	157	0	0
qwen3-14b	mmlu_pro	stepfinder-tsel.s42	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-tsel.s43	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-tsel.s44	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-tsel.s45	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-tsel.s46	DONE	92	92	0	0
qwen3-14b	musique	stepfinder-tsel.s42	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-tsel.s43	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-tsel.s44	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-tsel.s45	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-tsel.s46	DONE	312	312	0	0
qwen3-14b	wikimqa	stepfinder-tsel.s42	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-tsel.s43	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-tsel.s44	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-tsel.s45	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-tsel.s46	DONE	733	733	0	0
qwen3.5-27b	arc	stepfinder-tsel.s42	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-tsel.s43	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-tsel.s44	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-tsel.s45	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-tsel.s46	DONE	304	304	0	0
qwen3.5-27b	gaia	stepfinder-tsel.s42	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-tsel.s43	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-tsel.s44	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-tsel.s45	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-tsel.s46	DONE	50	50	0	0
qwen3.5-27b	hotpot	stepfinder-tsel.s42	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-tsel.s43	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-tsel.s44	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-tsel.s45	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-tsel.s46	DONE	578	578	0	0
qwen3.5-27b	math500	stepfinder-tsel.s42	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-tsel.s43	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-tsel.s44	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-tsel.s45	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-tsel.s46	DONE	157	157	0	0
qwen3.5-27b	mmlu_pro	stepfinder-tsel.s42	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-tsel.s43	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-tsel.s44	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-tsel.s45	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-tsel.s46	DONE	92	92	0	0
qwen3.5-27b	musique	stepfinder-tsel.s42	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-tsel.s43	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-tsel.s44	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-tsel.s45	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-tsel.s46	DONE	312	312	0	0
qwen3.5-27b	wikimqa	stepfinder-tsel.s42	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-tsel.s43	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-tsel.s44	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-tsel.s45	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-tsel.s46	DONE	733	733	0	0
