model	subset	n_val	n_test	n_full	gt_in_prompt	raffles_step@1_val	raffles_step@1_test	raffles_step@1_full	raffles_agent@1_val	raffles_agent@1_test	raffles_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	code	26.0	64.0	127.0	0.0	0.15961538461538458	0.13671875	0.14173228346456695	0.7211538461538461	0.696875	0.7086614173228347	0.13671875	0.696875	0.14173228346456695	0.7086614173228347
deepseek-8b	code	26.0	64.0	127.0	0.0	0.10961538461538464	0.11328125	0.10236220472440945	0.14615384615384616	0.19140625	0.18110236220472445	0.11328125	0.19140625	0.10236220472440945	0.18110236220472445
