model	subset	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	algorithm-generated	26.0	63.0	126.0	1.0	0.1557692307692308	0.18095238095238092	0.16666666666666663	0.5788461538461538	0.5984126984126984	0.5793650793650793	0.18095238095238092	0.5984126984126984	0.16666666666666663	0.5793650793650793
gpt-4o	hand-crafted	12.0	29.0	58.0	1.0	0.09999999999999999	0.0896551724137931	0.08620689655172416	0.6416666666666666	0.656896551724138	0.6724137931034483	0.0896551724137931	0.656896551724138	0.08620689655172416	0.6724137931034483
gpt-5	algorithm-generated	26.0	63.0	126.0	1.0	0.3173076923076923	0.33888888888888885	0.33333333333333326	0.6807692307692308	0.6666666666666665	0.6666666666666665	0.33888888888888885	0.6666666666666665	0.33333333333333326	0.6666666666666665
gpt-5	hand-crafted	12.0	29.0	58.0	1.0	0.15833333333333333	0.19655172413793104	0.1896551724137931	0.4958333333333334	0.4844827586206897	0.5	0.19655172413793104	0.4844827586206897	0.1896551724137931	0.5
