seed	method	n_val	n_test	step@1_val	step@1_test	agent@1_val	agent@1_test
1	stepfinder.e1	61.0	152.0	0.8688524590163934	0.8092105263157895	0.8688524590163934	0.881578947368421
2	stepfinder.e2	61.0	152.0	0.819672131147541	0.8092105263157895	0.8360655737704918	0.8157894736842105
3	stepfinder.e3	61.0	152.0	0.819672131147541	0.8026315789473685	0.8524590163934426	0.8486842105263158
mean	diagonal	61.0	152.0	0.8360655737704917	0.8070175438596491	0.8524590163934427	0.8486842105263158
