model	subset	method	status	rows	expected	no_pred	fmt_fail
qwen3.5-9b	code	oat.s42	DONE	127	127	0	0
qwen3.5-9b	code	oat.s43	DONE	127	127	0	0
qwen3.5-9b	code	oat.s44	DONE	127	127	0	0
qwen3.5-9b	code	oat.s45	DONE	127	127	0	0
qwen3.5-9b	code	oat.s46	DONE	127	127	0	0
deepseek-8b	code	oat.s42	DONE	127	127	0	0
deepseek-8b	code	oat.s43	DONE	127	127	0	0
deepseek-8b	code	oat.s44	DONE	127	127	0	0
deepseek-8b	code	oat.s45	DONE	127	127	0	0
deepseek-8b	code	oat.s46	DONE	127	127	0	0
qwen3.5-4b	code	oat.s42	DONE	127	127	0	0
qwen3.5-4b	code	oat.s43	DONE	127	127	0	0
qwen3.5-4b	code	oat.s44	DONE	127	127	0	0
qwen3.5-4b	code	oat.s45	DONE	127	127	0	0
qwen3.5-4b	code	oat.s46	DONE	127	127	0	0
qwen3-14b	code	oat.s42	DONE	127	127	0	0
qwen3-14b	code	oat.s43	DONE	127	127	0	0
qwen3-14b	code	oat.s44	DONE	127	127	0	0
qwen3-14b	code	oat.s45	DONE	127	127	0	0
qwen3-14b	code	oat.s46	DONE	127	127	0	0
qwen3.5-27b	code	oat.s42	DONE	127	127	0	0
qwen3.5-27b	code	oat.s43	DONE	127	127	0	0
qwen3.5-27b	code	oat.s44	DONE	127	127	0	0
qwen3.5-27b	code	oat.s45	DONE	127	127	0	0
qwen3.5-27b	code	oat.s46	DONE	127	127	0	0
