model	subset	n_val	n_test	n_full	gt_in_prompt	raffles_step@1_val	raffles_step@1_test	raffles_step@1_full	raffles_agent@1_val	raffles_agent@1_test	raffles_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	algorithm-generated	26.0	63.0	126.0	1.0	0.3269230769230769	0.3095238095238095	0.3015873015873015	0.5923076923076923	0.5849206349206348	0.5793650793650793	0.3095238095238095	0.5849206349206348	0.3015873015873015	0.5793650793650793
gpt-4o	hand-crafted	12.0	29.0	58.0	1.0	0.18333333333333332	0.22931034482758622	0.2241379310344828	0.5958333333333334	0.6258620689655172	0.6206896551724139	0.22931034482758622	0.6258620689655172	0.2241379310344828	0.6206896551724139
gpt-5	algorithm-generated	26.0	63.0	126.0	1.0	0.4923076923076922	0.484920634920635	0.47619047619047616	0.6769230769230768	0.6674603174603174	0.6666666666666665	0.484920634920635	0.6674603174603174	0.47619047619047616	0.6666666666666665
gpt-5	hand-crafted	12.0	29.0	58.0	1.0	0.23333333333333334	0.27586206896551724	0.2758620689655172	0.5458333333333335	0.5551724137931034	0.5689655172413792	0.27586206896551724	0.5551724137931034	0.2758620689655172	0.5689655172413792
