model	subset	n_val	n_test	n_full	gt_in_prompt	oat.s42_step@1_val	oat.s42_step@1_test	oat.s42_step@1_full	oat.s42_agent@1_val	oat.s42_agent@1_test	oat.s42_agent@1_full	oat.s43_step@1_val	oat.s43_step@1_test	oat.s43_step@1_full	oat.s43_agent@1_val	oat.s43_agent@1_test	oat.s43_agent@1_full	oat.s44_step@1_val	oat.s44_step@1_test	oat.s44_step@1_full	oat.s44_agent@1_val	oat.s44_agent@1_test	oat.s44_agent@1_full	oat.s45_step@1_val	oat.s45_step@1_test	oat.s45_step@1_full	oat.s45_agent@1_val	oat.s45_agent@1_test	oat.s45_agent@1_full	oat.s46_step@1_val	oat.s46_step@1_test	oat.s46_step@1_full	oat.s46_agent@1_val	oat.s46_agent@1_test	oat.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	code	26.0	64.0	127.0	0.0	0.11730769230769234	0.06796875	0.07086614173228348	0.5019230769230769	0.4859375	0.48031496062992113	0.10769230769230771	0.065625	0.07086614173228348	0.4865384615384615	0.446875	0.4488188976377952	0.1	0.0609375	0.06299212598425194	0.47115384615384615	0.44921875	0.4409448818897637	0.1096153846153846	0.06484375	0.07086614173228348	0.49423076923076914	0.47265625	0.47244094488188965	0.12500000000000003	0.08515625	0.08661417322834647	0.5019230769230769	0.4859375	0.48031496062992113	0.0859375	0.5	0.08661417322834647	0.48031496062992113
deepseek-8b	code	26.0	64.0	127.0	0.0	0.09807692307692309	0.06171875	0.06299212598425194	0.3865384615384616	0.353125	0.3622047244094489	0.0673076923076923	0.05078125	0.04724409448818898	0.3692307692307692	0.34375	0.3464566929133859	0.08076923076923079	0.0546875	0.055118110236220465	0.3788461538461539	0.34296875	0.3464566929133859	0.0653846153846154	0.04765625	0.04724409448818898	0.3903846153846154	0.35703125	0.3622047244094489	0.06730769230769232	0.05625	0.055118110236220465	0.40192307692307694	0.37421875	0.37795275590551186	0.06328125	0.375	0.06299212598425194	0.37795275590551186
qwen3.5-4b	code	26.0	64.0	127.0	0.0	0.12307692307692306	0.07578125	0.07874015748031497	0.5153846153846153	0.48359375	0.48031496062992113	0.11923076923076922	0.06484375	0.07086614173228348	0.4923076923076922	0.45546875	0.4566929133858267	0.11923076923076922	0.06484375	0.07086614173228348	0.4923076923076922	0.4578125	0.4566929133858267	0.12884615384615386	0.06875	0.07874015748031497	0.4923076923076922	0.446875	0.4488188976377952	0.12307692307692306	0.07578125	0.07874015748031497	0.4903846153846153	0.4421875	0.4488188976377952	0.0765625	0.484375	0.07874015748031497	0.48031496062992113
qwen3-14b	code	26.0	64.0	127.0	0.0	0.07500000000000001	0.05390625	0.055118110236220465	0.34615384615384615	0.32890625	0.3307086614173229	0.06730769230769232	0.04765625	0.04724409448818898	0.37499999999999994	0.353125	0.35433070866141736	0.06538461538461539	0.05	0.04724409448818898	0.33269230769230773	0.315625	0.3149606299212599	0.06730769230769232	0.04765625	0.04724409448818898	0.37115384615384617	0.34453125	0.3464566929133859	0.06538461538461539	0.05	0.04724409448818898	0.3230769230769231	0.2984375	0.29921259842519693	0.0578125	0.3546875	0.055118110236220465	0.35433070866141736
qwen3.5-27b	code	26.0	64.0	127.0	0.0	0.16153846153846158	0.11640625	0.11811023622047241	0.5865384615384615	0.53046875	0.5354330708661419	0.15000000000000005	0.1	0.10236220472440945	0.6019230769230769	0.53359375	0.5433070866141734	0.14615384615384622	0.10078125	0.10236220472440945	0.5711538461538461	0.490625	0.5039370078740155	0.13269230769230772	0.09140625	0.09448818897637797	0.5596153846153846	0.49921875	0.5118110236220474	0.15000000000000005	0.1	0.10236220472440945	0.5769230769230769	0.509375	0.5196850393700785	0.11640625	0.54140625	0.11811023622047241	0.5433070866141734
