seed	n_val	n_test	n_full	gt_in_prompt	raffles_step@1_val	raffles_step@1_test	raffles_step@1_full	raffles_agent@1_val	raffles_agent@1_test	raffles_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	64	127	False	0.07692307692307693	0.171875	0.14173228346456693	0.6153846153846154	0.765625	0.7086614173228346	0.171875	0.765625	0.14173228346456693	0.7086614173228346
2	26	64	127	False	0.11538461538461539	0.140625	0.14173228346456693	0.7307692307692307	0.625	0.7086614173228346	0.140625	0.625	0.14173228346456693	0.7086614173228346
3	26	64	127	False	0.19230769230769232	0.125	0.14173228346456693	0.7307692307692307	0.71875	0.7086614173228346	0.125	0.71875	0.14173228346456693	0.7086614173228346
4	26	64	127	False	0.15384615384615385	0.109375	0.14173228346456693	0.7692307692307693	0.71875	0.7086614173228346	0.109375	0.71875	0.14173228346456693	0.7086614173228346
5	26	64	127	False	0.19230769230769232	0.109375	0.14173228346456693	0.7692307692307693	0.65625	0.7086614173228346	0.109375	0.65625	0.14173228346456693	0.7086614173228346
6	26	64	127	False	0.23076923076923078	0.140625	0.14173228346456693	0.6923076923076923	0.71875	0.7086614173228346	0.140625	0.71875	0.14173228346456693	0.7086614173228346
7	26	64	127	False	0.15384615384615385	0.1875	0.14173228346456693	0.7307692307692307	0.671875	0.7086614173228346	0.1875	0.671875	0.14173228346456693	0.7086614173228346
8	26	64	127	False	0.2692307692307692	0.125	0.14173228346456693	0.6923076923076923	0.71875	0.7086614173228346	0.125	0.71875	0.14173228346456693	0.7086614173228346
9	26	64	127	False	0.23076923076923078	0.109375	0.14173228346456693	0.7307692307692307	0.703125	0.7086614173228346	0.109375	0.703125	0.14173228346456693	0.7086614173228346
10	26	64	127	False	0.07692307692307693	0.15625	0.14173228346456693	0.7307692307692307	0.71875	0.7086614173228346	0.15625	0.71875	0.14173228346456693	0.7086614173228346
11	26	64	127	False	0.038461538461538464	0.1875	0.14173228346456693	0.7692307692307693	0.640625	0.7086614173228346	0.1875	0.640625	0.14173228346456693	0.7086614173228346
12	26	64	127	False	0.2692307692307692	0.109375	0.14173228346456693	0.8076923076923077	0.65625	0.7086614173228346	0.109375	0.65625	0.14173228346456693	0.7086614173228346
13	26	64	127	False	0.15384615384615385	0.15625	0.14173228346456693	0.6923076923076923	0.75	0.7086614173228346	0.15625	0.75	0.14173228346456693	0.7086614173228346
14	26	64	127	False	0.11538461538461539	0.125	0.14173228346456693	0.6923076923076923	0.734375	0.7086614173228346	0.125	0.734375	0.14173228346456693	0.7086614173228346
15	26	64	127	False	0.23076923076923078	0.140625	0.14173228346456693	0.7307692307692307	0.65625	0.7086614173228346	0.140625	0.65625	0.14173228346456693	0.7086614173228346
16	26	64	127	False	0.11538461538461539	0.125	0.14173228346456693	0.6538461538461539	0.6875	0.7086614173228346	0.125	0.6875	0.14173228346456693	0.7086614173228346
17	26	64	127	False	0.11538461538461539	0.109375	0.14173228346456693	0.6153846153846154	0.734375	0.7086614173228346	0.109375	0.734375	0.14173228346456693	0.7086614173228346
18	26	64	127	False	0.15384615384615385	0.140625	0.14173228346456693	0.6153846153846154	0.734375	0.7086614173228346	0.140625	0.734375	0.14173228346456693	0.7086614173228346
19	26	64	127	False	0.15384615384615385	0.140625	0.14173228346456693	0.8461538461538461	0.640625	0.7086614173228346	0.140625	0.640625	0.14173228346456693	0.7086614173228346
20	26	64	127	False	0.15384615384615385	0.125	0.14173228346456693	0.8076923076923077	0.6875	0.7086614173228346	0.125	0.6875	0.14173228346456693	0.7086614173228346
