model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-tsel.s42_step@1_val	stepfinder-tsel.s42_step@1_test	stepfinder-tsel.s42_step@1_full	stepfinder-tsel.s42_agent@1_val	stepfinder-tsel.s42_agent@1_test	stepfinder-tsel.s42_agent@1_full	stepfinder-tsel.s43_step@1_val	stepfinder-tsel.s43_step@1_test	stepfinder-tsel.s43_step@1_full	stepfinder-tsel.s43_agent@1_val	stepfinder-tsel.s43_agent@1_test	stepfinder-tsel.s43_agent@1_full	stepfinder-tsel.s44_step@1_val	stepfinder-tsel.s44_step@1_test	stepfinder-tsel.s44_step@1_full	stepfinder-tsel.s44_agent@1_val	stepfinder-tsel.s44_agent@1_test	stepfinder-tsel.s44_agent@1_full	stepfinder-tsel.s45_step@1_val	stepfinder-tsel.s45_step@1_test	stepfinder-tsel.s45_step@1_full	stepfinder-tsel.s45_agent@1_val	stepfinder-tsel.s45_agent@1_test	stepfinder-tsel.s45_agent@1_full	stepfinder-tsel.s46_step@1_val	stepfinder-tsel.s46_step@1_test	stepfinder-tsel.s46_step@1_full	stepfinder-tsel.s46_agent@1_val	stepfinder-tsel.s46_agent@1_test	stepfinder-tsel.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	arc	61.0	152.0	304.0	0.0	0.2568306010928962	0.2149122807017544	0.23026315789473684	0.3770491803278688	0.3201754385964912	0.32894736842105265	0.04371584699453552	0.03070175438596491	0.03618421052631579	0.08743169398907104	0.09210526315789473	0.08223684210526316	0.027322404371584702	0.015350877192982455	0.01644736842105263	0.14207650273224046	0.11842105263157894	0.11842105263157894	0.03825136612021859	0.03728070175438596	0.039473684210526314	0.08196721311475409	0.05921052631578947	0.06578947368421052	0.02185792349726776	0.03070175438596491	0.029605263157894735	0.10928961748633881	0.10964912280701754	0.10526315789473684	0.2149122807017544	0.3201754385964912	0.23026315789473684	0.32894736842105265
qwen3-embedding-0.6b	gaia	10.0	25.0	50.0	0.0	0.26666666666666666	0.22666666666666666	0.24	0.5000000000000001	0.49333333333333335	0.52	0.0	0.0	0.0	0.3	0.29333333333333333	0.3	0.06666666666666667	0.08	0.06	0.26666666666666666	0.30666666666666664	0.26	0.03333333333333333	0.02666666666666667	0.02	0.2333333333333333	0.32	0.32	0.06666666666666667	0.05333333333333334	0.04	0.4666666666666666	0.5066666666666667	0.44	0.22666666666666666	0.5466666666666667	0.24	0.52
qwen3-embedding-0.6b	hotpot	116.0	289.0	578.0	0.0	0.1839080459770115	0.19723183391003463	0.18858131487889274	0.6752873563218391	0.6862745098039215	0.6660899653979239	0.08333333333333333	0.05882352941176471	0.06920415224913495	0.47701149425287354	0.4244521337946943	0.43771626297577854	0.10632183908045978	0.09573241061130335	0.0986159169550173	0.46839080459770116	0.4544405997693195	0.458477508650519	0.048850574712643674	0.05536332179930795	0.050173010380622836	0.2385057471264368	0.20415224913494812	0.20761245674740483	0.10632183908045978	0.09457900807381776	0.09688581314878893	0.39655172413793105	0.37139561707035756	0.3771626297577855	0.19723183391003463	0.6862745098039215	0.18858131487889274	0.6660899653979239
qwen3-embedding-0.6b	math500	32.0	79.0	157.0	0.0	0.19791666666666666	0.22362869198312238	0.21656050955414016	0.28125	0.3122362869198312	0.3057324840764331	0.020833333333333332	0.012658227848101266	0.01910828025477707	0.125	0.10126582278481013	0.1337579617834395	0.052083333333333336	0.05485232067510549	0.05095541401273886	0.20833333333333334	0.19831223628691985	0.2101910828025478	0.07291666666666667	0.02531645569620253	0.03821656050955414	0.10416666666666667	0.0970464135021097	0.09554140127388537	0.125	0.0759493670886076	0.10191082802547773	0.21875	0.1940928270042194	0.20382165605095545	0.22362869198312238	0.3122362869198312	0.21656050955414016	0.3057324840764331
qwen3-embedding-0.6b	mmlu_pro	19.0	46.0	92.0	0.0	0.10526315789473684	0.19565217391304346	0.17391304347826086	0.2807017543859649	0.39855072463768115	0.358695652173913	0.07017543859649122	0.043478260869565216	0.05434782608695652	0.10526315789473684	0.10144927536231885	0.09782608695652174	0.08771929824561403	0.028985507246376812	0.043478260869565216	0.12280701754385964	0.10869565217391304	0.10869565217391304	0.08771929824561403	0.06521739130434782	0.06521739130434782	0.08771929824561403	0.07246376811594203	0.07608695652173914	0.10526315789473684	0.06521739130434782	0.06521739130434782	0.12280701754385964	0.15942028985507248	0.14130434782608695	0.19565217391304346	0.39855072463768115	0.17391304347826086	0.358695652173913
qwen3-embedding-0.6b	musique	63.0	156.0	312.0	0.0	0.13756613756613756	0.16666666666666666	0.15064102564102563	0.634920634920635	0.673076923076923	0.6762820512820514	0.06349206349206349	0.09188034188034189	0.08333333333333333	0.4338624338624339	0.45726495726495725	0.4615384615384615	0.05291005291005291	0.10897435897435898	0.09294871794871795	0.41798941798941797	0.47222222222222215	0.4391025641025641	0.042328042328042326	0.07478632478632478	0.0641025641025641	0.24338624338624337	0.2222222222222222	0.22756410256410256	0.08465608465608465	0.10256410256410257	0.10576923076923077	0.42328042328042326	0.452991452991453	0.4326923076923077	0.16666666666666666	0.673076923076923	0.15064102564102563	0.6762820512820514
qwen3-embedding-0.6b	wikimqa	147.0	367.0	733.0	0.0	0.11791383219954649	0.10717529518619438	0.11186903137789904	0.6643990929705215	0.6348773841961853	0.6521145975443383	0.049886621315192746	0.05358764759309718	0.049113233287858125	0.5102040816326531	0.4968210717529519	0.49386084583901774	0.07709750566893425	0.07175295186194369	0.0723055934515689	0.5034013605442177	0.49591280653950953	0.48840381991814463	0.04535147392290249	0.049046321525885554	0.04638472032742155	0.28798185941043086	0.29336966394187103	0.2933151432469304	0.05215419501133786	0.06902815622161672	0.06412005457025921	0.3854875283446712	0.4323342415985468	0.40927694406548437	0.10717529518619438	0.6348773841961853	0.11186903137789904	0.6521145975443383
qwen3.5-9b	arc	61.0	152.0	304.0	0.0	0.02185792349726776	0.008771929824561403	0.009868421052631578	0.1912568306010929	0.15789473684210528	0.14802631578947367	0.06010928961748633	0.06798245614035087	0.05592105263157895	0.1530054644808743	0.17105263157894735	0.1513157894736842	0.00546448087431694	0.015350877192982455	0.013157894736842105	0.06557377049180328	0.07675438596491228	0.06907894736842106	0.2568306010928962	0.3026315789473684	0.3092105263157895	0.40437158469945356	0.41008771929824567	0.4177631578947369	0.3333333333333333	0.3245614035087719	0.33223684210526316	0.46994535519125685	0.42324561403508776	0.4309210526315789	0.3267543859649123	0.42324561403508776	0.33223684210526316	0.4309210526315789
qwen3.5-9b	gaia	10.0	25.0	50.0	0.0	0.03333333333333333	0.02666666666666667	0.02	0.3333333333333333	0.30666666666666664	0.3	0.03333333333333333	0.06666666666666667	0.04	0.4666666666666666	0.4266666666666666	0.46	0.03333333333333333	0.02666666666666667	0.02	0.2333333333333333	0.16	0.18000000000000002	0.3333333333333333	0.26666666666666666	0.28	0.6	0.49333333333333335	0.54	0.4666666666666666	0.37333333333333335	0.38000000000000006	0.7000000000000001	0.5466666666666667	0.6	0.37333333333333335	0.5466666666666667	0.38000000000000006	0.6
qwen3.5-9b	hotpot	116.0	289.0	578.0	0.0	0.06609195402298851	0.08073817762399077	0.07439446366782007	0.6494252873563219	0.6343713956170703	0.6211072664359861	0.12356321839080459	0.1303344867358708	0.1176470588235294	0.5804597701149424	0.5201845444059977	0.527681660899654	0.005747126436781609	0.011534025374855825	0.010380622837370242	0.2988505747126437	0.24682814302191466	0.2698961937716263	0.19827586206896552	0.20530565167243367	0.19896193771626294	0.6810344827586207	0.6724336793540946	0.671280276816609	0.2557471264367816	0.28719723183391	0.2664359861591695	0.6609195402298851	0.6782006920415226	0.6678200692041522	0.28719723183391	0.6805074971164937	0.2664359861591695	0.671280276816609
