model	subset	n_val	n_test	n_full	gt_in_prompt	oat.s42_step@1_val	oat.s42_step@1_test	oat.s42_step@1_full	oat.s42_agent@1_val	oat.s42_agent@1_test	oat.s42_agent@1_full	oat.s43_step@1_val	oat.s43_step@1_test	oat.s43_step@1_full	oat.s43_agent@1_val	oat.s43_agent@1_test	oat.s43_agent@1_full	oat.s44_step@1_val	oat.s44_step@1_test	oat.s44_step@1_full	oat.s44_agent@1_val	oat.s44_agent@1_test	oat.s44_agent@1_full	oat.s45_step@1_val	oat.s45_step@1_test	oat.s45_step@1_full	oat.s45_agent@1_val	oat.s45_agent@1_test	oat.s45_agent@1_full	oat.s46_step@1_val	oat.s46_step@1_test	oat.s46_step@1_full	oat.s46_agent@1_val	oat.s46_agent@1_test	oat.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	arc	61.0	152.0	304.0	0.0	0.8306010928961749	0.8157894736842105	0.8223684210526315	0.8688524590163934	0.8399122807017543	0.8355263157894738	0.8306010928961749	0.8157894736842105	0.8223684210526315	0.8797814207650273	0.8574561403508771	0.8486842105263158	0.8306010928961749	0.8157894736842105	0.8256578947368421	0.8633879781420765	0.837719298245614	0.8355263157894738	0.8415300546448087	0.8157894736842105	0.8256578947368421	0.8743169398907104	0.8530701754385964	0.8486842105263158	0.8415300546448087	0.8157894736842105	0.8256578947368421	0.8852459016393442	0.8508771929824562	0.8486842105263158	0.8179824561403509	0.8618421052631579	0.8256578947368421	0.8486842105263158
qwen3.5-9b	gaia	10.0	25.0	50.0	0.0	0.4666666666666666	0.48	0.48	0.7666666666666667	0.6933333333333334	0.7200000000000001	0.5333333333333333	0.49333333333333335	0.52	0.7000000000000001	0.7466666666666666	0.7399999999999999	0.5333333333333333	0.5066666666666667	0.52	0.7999999999999999	0.7599999999999999	0.7799999999999999	0.5	0.4666666666666666	0.48	0.7666666666666667	0.7200000000000001	0.7399999999999999	0.5	0.5333333333333333	0.52	0.7333333333333334	0.7866666666666666	0.7600000000000001	0.5333333333333333	0.7866666666666666	0.52	0.7799999999999999
qwen3.5-9b	hotpot	116.0	289.0	578.0	0.0	0.49137931034482757	0.4705882352941177	0.4757785467128028	0.7183908045977012	0.7128027681660899	0.7093425605536332	0.48563218390804597	0.46943483275663206	0.47231833910034604	0.7126436781609194	0.7185697808535179	0.7145328719723182	0.4626436781609195	0.4567474048442907	0.458477508650519	0.7040229885057472	0.7058823529411765	0.7024221453287197	0.47988505747126436	0.46597462514417537	0.4688581314878893	0.7068965517241379	0.7093425605536332	0.7058823529411765	0.5057471264367815	0.49365628604382933	0.49307958477508657	0.7183908045977012	0.7104959630911187	0.7076124567474048	0.49365628604382933	0.7185697808535179	0.49307958477508657	0.7145328719723182
qwen3.5-9b	math500	32.0	79.0	157.0	0.0	0.5104166666666666	0.5527426160337553	0.4968152866242039	0.5	0.5358649789029536	0.4968152866242039	0.5104166666666666	0.540084388185654	0.4904458598726114	0.5	0.5316455696202532	0.4904458598726114	0.5	0.5358649789029536	0.48407643312101917	0.5	0.5611814345991561	0.5031847133757962	0.5208333333333334	0.5358649789029536	0.4968152866242039	0.53125	0.5527426160337553	0.5222929936305732	0.5	0.5147679324894515	0.47133757961783446	0.5208333333333334	0.5654008438818565	0.5222929936305732	0.5527426160337553	0.569620253164557	0.4968152866242039	0.5222929936305732
qwen3.5-9b	mmlu_pro	19.0	46.0	92.0	0.0	0.7017543859649122	0.7028985507246377	0.6956521739130435	0.736842105263158	0.7898550724637682	0.7608695652173912	0.6842105263157895	0.6956521739130435	0.6847826086956522	0.7192982456140351	0.7753623188405797	0.75	0.6842105263157894	0.6739130434782609	0.6739130434782609	0.7543859649122807	0.7826086956521738	0.7608695652173912	0.6666666666666666	0.681159420289855	0.6739130434782609	0.7017543859649124	0.7463768115942028	0.7282608695652174	0.6666666666666666	0.6739130434782609	0.6739130434782609	0.7017543859649124	0.7463768115942028	0.7282608695652174	0.7028985507246377	0.7898550724637682	0.6956521739130435	0.7608695652173912
qwen3.5-9b	musique	63.0	156.0	312.0	0.0	0.48677248677248675	0.4252136752136752	0.4358974358974359	0.7195767195767195	0.7094017094017094	0.701923076923077	0.4761904761904761	0.43803418803418803	0.4358974358974359	0.7195767195767196	0.7136752136752137	0.7051282051282052	0.4708994708994709	0.4230769230769231	0.42948717948717946	0.724867724867725	0.7094017094017094	0.7051282051282052	0.4920634920634921	0.43803418803418803	0.4423076923076923	0.7513227513227513	0.7307692307692308	0.7211538461538461	0.4761904761904761	0.4123931623931624	0.42628205128205127	0.7301587301587302	0.7094017094017094	0.7083333333333334	0.4444444444444444	0.7307692307692308	0.4423076923076923	0.7211538461538461
qwen3.5-9b	wikimqa	147.0	367.0	733.0	0.0	0.4512471655328798	0.4359673024523161	0.4420190995907231	0.6689342403628117	0.6539509536784741	0.6562073669849932	0.44671201814058953	0.4305177111716621	0.4338335607094133	0.6575963718820862	0.6566757493188011	0.6534788540245566	0.4444444444444445	0.4341507720254314	0.43519781718963163	0.673469387755102	0.6512261580381471	0.6534788540245566	0.4580498866213152	0.44141689373297005	0.4488403819918145	0.6598639455782312	0.6421435059037238	0.6439290586630286	0.4557823129251701	0.4232515894641235	0.43519781718963163	0.671201814058957	0.6503178928247048	0.654843110504775	0.44141689373297005	0.6584922797456857	0.4488403819918145	0.6562073669849932
deepseek-8b	arc	61.0	152.0	304.0	0.0	0.8306010928961749	0.8092105263157895	0.8157894736842105	0.8633879781420765	0.8355263157894738	0.8322368421052632	0.8360655737704917	0.8114035087719298	0.8190789473684209	0.8797814207650273	0.8464912280701755	0.8421052631578947	0.8251366120218581	0.8070175438596491	0.8157894736842105	0.8633879781420765	0.837719298245614	0.8355263157894738	0.8360655737704917	0.8157894736842105	0.8256578947368421	0.8797814207650273	0.8486842105263158	0.8453947368421053	0.8251366120218581	0.8070175438596491	0.8157894736842105	0.8743169398907104	0.8486842105263158	0.8453947368421053	0.8157894736842105	0.8508771929824562	0.8256578947368421	0.8453947368421053
deepseek-8b	gaia	10.0	25.0	50.0	0.0	0.5333333333333333	0.4000000000000001	0.44	0.7333333333333334	0.7466666666666667	0.7399999999999999	0.5333333333333333	0.4000000000000001	0.44	0.7000000000000001	0.7333333333333334	0.7200000000000001	0.6	0.45333333333333337	0.48	0.7666666666666667	0.7466666666666666	0.7399999999999999	0.5666666666666668	0.44	0.46	0.7333333333333334	0.7466666666666667	0.7399999999999999	0.5333333333333333	0.3466666666666667	0.4000000000000001	0.7333333333333334	0.7066666666666667	0.7200000000000001	0.45333333333333337	0.7599999999999999	0.48	0.7399999999999999
deepseek-8b	hotpot	116.0	289.0	578.0	0.0	0.4339080459770115	0.4244521337946943	0.42906574394463676	0.6925287356321839	0.7174163783160323	0.7110726643598616	0.4195402298850575	0.4186851211072664	0.42214532871972316	0.6724137931034483	0.7128027681660899	0.7041522491349482	0.4310344827586207	0.4302191464821223	0.42906574394463676	0.6666666666666666	0.7001153402537486	0.6955017301038063	0.4310344827586207	0.4302191464821223	0.43079584775086505	0.6609195402298851	0.7104959630911187	0.7006920415224913	0.4166666666666667	0.40945790080738176	0.41522491349480967	0.6609195402298851	0.7058823529411765	0.6955017301038063	0.4313725490196078	0.7174163783160323	0.43079584775086505	0.7110726643598616
