model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-pca-tsel.s42_step@1_val	stepfinder-pca-tsel.s42_step@1_test	stepfinder-pca-tsel.s42_step@1_full	stepfinder-pca-tsel.s42_agent@1_val	stepfinder-pca-tsel.s42_agent@1_test	stepfinder-pca-tsel.s42_agent@1_full	stepfinder-pca-tsel.s43_step@1_val	stepfinder-pca-tsel.s43_step@1_test	stepfinder-pca-tsel.s43_step@1_full	stepfinder-pca-tsel.s43_agent@1_val	stepfinder-pca-tsel.s43_agent@1_test	stepfinder-pca-tsel.s43_agent@1_full	stepfinder-pca-tsel.s44_step@1_val	stepfinder-pca-tsel.s44_step@1_test	stepfinder-pca-tsel.s44_step@1_full	stepfinder-pca-tsel.s44_agent@1_val	stepfinder-pca-tsel.s44_agent@1_test	stepfinder-pca-tsel.s44_agent@1_full	stepfinder-pca-tsel.s45_step@1_val	stepfinder-pca-tsel.s45_step@1_test	stepfinder-pca-tsel.s45_step@1_full	stepfinder-pca-tsel.s45_agent@1_val	stepfinder-pca-tsel.s45_agent@1_test	stepfinder-pca-tsel.s45_agent@1_full	stepfinder-pca-tsel.s46_step@1_val	stepfinder-pca-tsel.s46_step@1_test	stepfinder-pca-tsel.s46_step@1_full	stepfinder-pca-tsel.s46_agent@1_val	stepfinder-pca-tsel.s46_agent@1_test	stepfinder-pca-tsel.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	math500	32.0	79.0	157.0	0.0	0.375	0.3881856540084388	0.3630573248407643	0.53125	0.5232067510548523	0.5095541401273885	0.375	0.44725738396624476	0.3949044585987262	0.5208333333333334	0.5443037974683546	0.5222929936305732	0.2916666666666667	0.3080168776371308	0.2802547770700637	0.4479166666666667	0.45569620253164556	0.44585987261146504	0.15625	0.1772151898734177	0.1592356687898089	0.2708333333333333	0.26160337552742613	0.27388535031847133	0.5729166666666666	0.5654008438818566	0.5222929936305732	0.6145833333333334	0.6075949367088608	0.5796178343949044	0.5654008438818566	0.6075949367088608	0.5222929936305732	0.5796178343949044
qwen3.5-9b	mmlu_pro	19.0	46.0	92.0	0.0	0.3859649122807018	0.35507246376811596	0.34782608695652173	0.5263157894736842	0.5579710144927535	0.5217391304347826	0.6491228070175438	0.5942028985507246	0.6086956521739131	0.7719298245614036	0.8115942028985508	0.7934782608695651	0.3859649122807018	0.4275362318840579	0.41304347826086957	0.5789473684210527	0.6304347826086957	0.6086956521739131	0.10526315789473684	0.07246376811594203	0.06521739130434782	0.24561403508771928	0.2608695652173913	0.23913043478260873	0.7017543859649124	0.6521739130434783	0.6630434782608695	0.7894736842105262	0.8260869565217392	0.8152173913043478	0.6521739130434783	0.8260869565217392	0.6630434782608695	0.8152173913043478
qwen3.5-9b	musique	63.0	156.0	312.0	0.0	0.21164021164021163	0.18162393162393162	0.18269230769230768	0.6984126984126985	0.6752136752136751	0.673076923076923	0.12698412698412698	0.1282051282051282	0.11858974358974357	0.6984126984126983	0.6452991452991452	0.6506410256410257	0.20634920634920637	0.15170940170940173	0.16346153846153846	0.7301587301587302	0.6965811965811964	0.701923076923077	0.19576719576719573	0.14743589743589744	0.14423076923076922	0.6243386243386243	0.5641025641025641	0.5737179487179487	0.2751322751322751	0.25213675213675213	0.2564102564102564	0.7619047619047619	0.7094017094017094	0.7243589743589743	0.25213675213675213	0.7094017094017094	0.2564102564102564	0.7243589743589743
qwen3.5-9b	wikimqa	147.0	367.0	733.0	0.0	0.12471655328798185	0.1298819255222525	0.12824010914051842	0.7324263038548753	0.7057220708446866	0.7107776261937243	0.05895691609977324	0.06721162579473206	0.06275579809004093	0.7233560090702947	0.6984559491371481	0.7025920873124147	0.12471655328798187	0.15258855585831063	0.1446111869031378	0.72562358276644	0.7011807447774752	0.7066848567530696	0.15873015873015872	0.18528610354223432	0.17326057298772168	0.7074829931972789	0.6975476839237057	0.6971350613915416	0.17460317460317462	0.17801998183469572	0.17462482946793997	0.7324263038548753	0.6875567665758401	0.7053206002728513	0.1880108991825613	0.7129881925522253	0.17462482946793997	0.7107776261937243
deepseek-8b	arc	61.0	152.0	304.0	0.0	0.07650273224043715	0.07675438596491228	0.06578947368421052	0.13114754098360656	0.1513157894736842	0.13815789473684212	0.03825136612021859	0.046052631578947366	0.04934210526315789	0.03278688524590164	0.05043859649122807	0.04934210526315789	0.3224043715846994	0.2631578947368421	0.28289473684210525	0.3879781420765027	0.3530701754385965	0.3684210526315789	0.13114754098360656	0.09649122807017545	0.10197368421052631	0.180327868852459	0.17105263157894737	0.16776315789473684	0.04371584699453552	0.024122807017543862	0.02631578947368421	0.16939890710382513	0.12719298245614033	0.12171052631578948	0.2631578947368421	0.3530701754385965	0.28289473684210525	0.3684210526315789
deepseek-8b	gaia	10.0	25.0	50.0	0.0	0.2333333333333333	0.22666666666666666	0.24	0.5333333333333333	0.48	0.52	0.0	0.0	0.0	0.13333333333333333	0.09333333333333334	0.12	0.10000000000000002	0.10666666666666667	0.10000000000000002	0.5666666666666668	0.4666666666666666	0.5	0.4666666666666666	0.22666666666666668	0.28	0.7333333333333334	0.49333333333333335	0.56	0.13333333333333333	0.05333333333333334	0.06	0.43333333333333335	0.41333333333333333	0.42	0.25333333333333335	0.49333333333333335	0.28	0.56
deepseek-8b	hotpot	116.0	289.0	578.0	0.0	0.37356321839080464	0.3460207612456747	0.3494809688581315	0.6379310344827586	0.5916955017301039	0.6089965397923875	0.04597701149425287	0.059976931949250294	0.05709342560553634	0.16666666666666666	0.1499423298731257	0.157439446366782	0.08620689655172414	0.09457900807381776	0.09515570934256055	0.5948275862068966	0.5651672433679354	0.5726643598615917	0.34770114942528735	0.3333333333333333	0.3391003460207613	0.5977011494252874	0.5790080738177624	0.583044982698962	0.12931034482758622	0.12802768166089964	0.12110726643598617	0.5373563218390803	0.5351787773933103	0.527681660899654	0.3460207612456747	0.5951557093425606	0.3494809688581315	0.6089965397923875
deepseek-8b	math500	32.0	79.0	157.0	0.0	0.125	0.07172995780590719	0.08917197452229299	0.22916666666666666	0.2278481012658228	0.23566878980891723	0.020833333333333332	0.02531645569620253	0.02547770700636943	0.041666666666666664	0.004219409282700422	0.02547770700636943	0.17708333333333334	0.16033755274261605	0.1592356687898089	0.3645833333333333	0.2573839662447257	0.2929936305732484	0.23958333333333334	0.2658227848101266	0.2611464968152866	0.28125	0.29535864978902954	0.3057324840764331	0.09375	0.0928270042194093	0.08917197452229299	0.28125	0.2109704641350211	0.23566878980891723	0.2658227848101266	0.29535864978902954	0.2611464968152866	0.3057324840764331
deepseek-8b	mmlu_pro	19.0	46.0	92.0	0.0	0.15789473684210525	0.13043478260869565	0.14130434782608695	0.21052631578947367	0.2753623188405797	0.25	0.07017543859649122	0.050724637681159424	0.06521739130434782	0.05263157894736842	0.036231884057971016	0.043478260869565216	0.31578947368421045	0.19565217391304346	0.22826086956521738	0.43859649122807015	0.43478260869565216	0.41304347826086957	0.2631578947368421	0.34782608695652173	0.29347826086956524	0.3508771929824561	0.45652173913043476	0.3804347826086956	0.08771929824561403	0.036231884057971016	0.043478260869565216	0.17543859649122806	0.24637681159420288	0.20652173913043478	0.34782608695652173	0.47826086956521735	0.29347826086956524	0.41304347826086957
deepseek-8b	musique	63.0	156.0	312.0	0.0	0.34920634920634924	0.3162393162393162	0.3108974358974359	0.5661375661375662	0.594017094017094	0.5673076923076923	0.037037037037037035	0.053418803418803416	0.04807692307692308	0.19576719576719573	0.2094017094017094	0.20833333333333334	0.1111111111111111	0.1175213675213675	0.10897435897435898	0.5661375661375662	0.5427350427350427	0.5480769230769231	0.2751322751322751	0.2777777777777778	0.2692307692307692	0.5502645502645503	0.5341880341880342	0.5288461538461539	0.10052910052910052	0.10256410256410257	0.09935897435897435	0.5026455026455027	0.45726495726495725	0.4711538461538461	0.3162393162393162	0.594017094017094	0.3108974358974359	0.5673076923076923
deepseek-8b	wikimqa	147.0	367.0	733.0	0.0	0.37414965986394555	0.35513169845594916	0.36016371077762627	0.6666666666666666	0.7148047229791099	0.7025920873124147	0.03854875283446712	0.035422343324250684	0.03274215552523874	0.20861678004535147	0.2198001816530427	0.20873124147339697	0.07256235827664399	0.07720254314259764	0.06957708049113233	0.6485260770975056	0.67574931880109	0.660300136425648	0.34240362811791386	0.3533151680290645	0.34652114597544337	0.6326530612244898	0.662125340599455	0.6507503410641201	0.08390022675736959	0.09990917347865576	0.0927694406548431	0.528344671201814	0.6130790190735694	0.5866302864938608	0.35603996366939145	0.7148047229791099	0.36016371077762627	0.7025920873124147
qwen3.5-4b	arc	61.0	152.0	304.0	0.0	0.00546448087431694	0.02631578947368421	0.023026315789473683	0.04371584699453552	0.05701754385964911	0.05263157894736842	0.03825136612021858	0.02631578947368421	0.02631578947368421	0.19672131147540983	0.16228070175438597	0.1513157894736842	0.2841530054644809	0.2719298245614035	0.26973684210526316	0.39344262295081966	0.3881578947368421	0.375	0.04918032786885246	0.03947368421052632	0.03618421052631579	0.1912568306010929	0.16885964912280702	0.15460526315789475	0.44808743169398907	0.41008771929824556	0.4144736842105263	0.551912568306011	0.5109649122807017	0.5098684210526315	0.41008771929824556	0.5109649122807017	0.4144736842105263	0.5098684210526315
qwen3.5-4b	gaia	10.0	25.0	50.0	0.0	0.0	0.0	0.0	0.20000000000000004	0.17333333333333334	0.16	0.03333333333333333	0.10666666666666667	0.06	0.3666666666666667	0.41333333333333333	0.4000000000000001	0.3666666666666667	0.24	0.24	0.6	0.3866666666666667	0.44	0.06666666666666667	0.14666666666666667	0.10000000000000002	0.3666666666666667	0.41333333333333333	0.4000000000000001	0.3333333333333333	0.26666666666666666	0.26	0.6	0.4666666666666666	0.5	0.26666666666666666	0.4666666666666666	0.26	0.5
qwen3.5-4b	hotpot	116.0	289.0	578.0	0.0	0.04597701149425287	0.04844290657439446	0.053633217993079595	0.2586206896551724	0.22029988465974623	0.24048442906574394	0.10919540229885057	0.13148788927335642	0.11937716262975778	0.6954022988505747	0.6931949250288351	0.6799307958477508	0.14942528735632185	0.1453287197231834	0.14359861591695502	0.6954022988505747	0.671280276816609	0.671280276816609	0.16379310344827588	0.14417531718569782	0.15051903114186851	0.7126436781609197	0.6851211072664359	0.6868512110726644	0.20689655172413793	0.2041522491349481	0.20761245674740483	0.7298850574712644	0.728950403690888	0.7214532871972318	0.2041522491349481	0.728950403690888	0.20761245674740483	0.7214532871972318
qwen3.5-4b	math500	32.0	79.0	157.0	0.0	0.0625	0.029535864978902954	0.03821656050955414	0.08333333333333333	0.03375527426160338	0.05732484076433122	0.0625	0.0759493670886076	0.06369426751592357	0.2708333333333333	0.270042194092827	0.267515923566879	0.3229166666666667	0.35864978902953587	0.3184713375796178	0.5208333333333334	0.510548523206751	0.4904458598726114	0.0625	0.11392405063291139	0.08917197452229299	0.2604166666666667	0.26582278481012656	0.267515923566879	0.3229166666666667	0.3670886075949367	0.3248407643312102	0.4895833333333333	0.5189873417721519	0.48407643312101917	0.3713080168776371	0.5189873417721519	0.3248407643312102	0.4904458598726114
qwen3.5-4b	mmlu_pro	19.0	46.0	92.0	0.0	0.03508771929824561	0.050724637681159424	0.03260869565217391	0.07017543859649122	0.10869565217391304	0.07608695652173914	0.05263157894736842	0.09420289855072463	0.07608695652173914	0.24561403508771928	0.3115942028985507	0.2826086956521739	0.14035087719298245	0.23913043478260873	0.21739130434782608	0.3508771929824561	0.48550724637681153	0.43478260869565216	0.017543859649122806	0.057971014492753624	0.043478260869565216	0.24561403508771928	0.30434782608695654	0.2717391304347826	0.14035087719298245	0.18115942028985507	0.17391304347826086	0.3333333333333333	0.4275362318840579	0.391304347826087	0.23913043478260873	0.48550724637681153	0.21739130434782608	0.43478260869565216
qwen3.5-4b	musique	63.0	156.0	312.0	0.0	0.026455026455026454	0.03846153846153846	0.038461538461538464	0.2169312169312169	0.30128205128205127	0.27564102564102566	0.1164021164021164	0.10897435897435898	0.11538461538461538	0.6666666666666666	0.6346153846153846	0.6506410256410257	0.1693121693121693	0.14316239316239318	0.14743589743589744	0.7195767195767195	0.6388888888888888	0.6538461538461539	0.17989417989417988	0.18376068376068375	0.16666666666666666	0.7037037037037037	0.6666666666666666	0.6634615384615384	0.2486772486772487	0.235042735042735	0.23076923076923075	0.7566137566137566	0.7158119658119659	0.7275641025641025	0.235042735042735	0.7158119658119659	0.23076923076923075	0.7275641025641025
qwen3.5-4b	wikimqa	147.0	367.0	733.0	0.0	0.02947845804988662	0.043596730245231606	0.03547066848567531	0.2653061224489796	0.3106267029972752	0.29195088676671216	0.12018140589569161	0.11353315168029064	0.11186903137789904	0.7301587301587302	0.6775658492279746	0.6916780354706685	0.11791383219954649	0.10990009082652134	0.10914051841746249	0.7006802721088435	0.6948228882833787	0.6944065484311052	0.08390022675736962	0.09445958219800182	0.08731241473396999	0.7029478458049887	0.7120799273387829	0.7012278308321965	0.15873015873015872	0.14713896457765666	0.1432469304229195	0.7324263038548753	0.6811989100817438	0.6998635743519782	0.14713896457765666	0.7129881925522253	0.1432469304229195	0.7012278308321965
qwen3-14b	arc	61.0	152.0	304.0	0.0	0.5081967213114754	0.5	0.49671052631578955	0.6010928961748635	0.581140350877193	0.5723684210526315	0.644808743169399	0.6315789473684211	0.6381578947368421	0.7431693989071038	0.7039473684210527	0.7039473684210527	0.5737704918032787	0.5767543859649122	0.569078947368421	0.6775956284153005	0.6535087719298246	0.6447368421052632	0.04371584699453552	0.03508771929824561	0.039473684210526314	0.06010928961748634	0.08114035087719298	0.0756578947368421	0.73224043715847	0.7412280701754387	0.7467105263157895	0.8469945355191256	0.8179824561403509	0.8190789473684209	0.7412280701754387	0.8179824561403509	0.7467105263157895	0.8190789473684209
qwen3-14b	gaia	10.0	25.0	50.0	0.0	0.26666666666666666	0.20000000000000004	0.18000000000000002	0.5666666666666668	0.4666666666666666	0.48	0.3	0.20000000000000004	0.20000000000000004	0.6	0.49333333333333335	0.52	0.3	0.21333333333333335	0.24	0.5000000000000001	0.41333333333333333	0.46	0.0	0.0	0.0	0.16666666666666666	0.13333333333333333	0.14	0.3333333333333333	0.26666666666666666	0.28	0.7000000000000001	0.6533333333333334	0.68	0.26666666666666666	0.6533333333333334	0.28	0.68
qwen3-14b	hotpot	116.0	289.0	578.0	0.0	0.2729885057471264	0.2664359861591695	0.2629757785467128	0.735632183908046	0.7312572087658592	0.7283737024221453	0.2959770114942529	0.2664359861591695	0.27162629757785467	0.735632183908046	0.7289504036908881	0.726643598615917	0.25862068965517243	0.25836216839677045	0.2560553633217993	0.7327586206896551	0.7162629757785467	0.7162629757785467	0.04597701149425287	0.04613610149942329	0.04498269896193772	0.22413793103448276	0.2029988465974625	0.21107266435986158	0.20689655172413793	0.18108419838523646	0.1903114186851211	0.735632183908046	0.7197231833910035	0.7249134948096886	0.2675893886966551	0.7312572087658592	0.27162629757785467	0.7283737024221453
qwen3-14b	math500	32.0	79.0	157.0	0.0	0.1875	0.1687763713080169	0.17197452229299362	0.3645833333333333	0.2953586497890295	0.31210191082802546	0.14583333333333334	0.12658227848101267	0.12101910828025479	0.375	0.31223628691983124	0.31210191082802546	0.17708333333333334	0.1518987341772152	0.1592356687898089	0.34375	0.2573839662447257	0.2802547770700637	0.052083333333333336	0.03375527426160338	0.03821656050955414	0.0625	0.02531645569620253	0.03184713375796178	0.4375	0.49367088607594933	0.4522292993630573	0.5625	0.5864978902953587	0.5414012738853503	0.49367088607594933	0.5864978902953587	0.4522292993630573	0.5414012738853503
qwen3-14b	mmlu_pro	19.0	46.0	92.0	0.0	0.47368421052631576	0.44202898550724634	0.43478260869565216	0.6491228070175438	0.6594202898550724	0.6413043478260869	0.4385964912280702	0.4275362318840579	0.40217391304347827	0.631578947368421	0.6739130434782609	0.6304347826086957	0.42105263157894735	0.39855072463768115	0.3804347826086956	0.5438596491228069	0.5869565217391305	0.5434782608695652	0.07017543859649122	0.036231884057971016	0.043478260869565216	0.08771929824561403	0.10869565217391304	0.09782608695652174	0.6491228070175438	0.5942028985507246	0.6195652173913043	0.7894736842105264	0.8550724637681159	0.8260869565217391	0.5942028985507246	0.8550724637681159	0.6195652173913043	0.8260869565217391
qwen3-14b	musique	63.0	156.0	312.0	0.0	0.25396825396825395	0.2670940170940171	0.25961538461538464	0.7566137566137566	0.7243589743589745	0.7339743589743589	0.32804232804232797	0.31196581196581197	0.3141025641025641	0.7566137566137566	0.7286324786324787	0.7371794871794872	0.3068783068783068	0.25427350427350426	0.26282051282051283	0.7513227513227513	0.7158119658119658	0.7275641025641025	0.021164021164021163	0.053418803418803416	0.04487179487179487	0.2486772486772487	0.2692307692307692	0.266025641025641	0.19047619047619047	0.16666666666666666	0.16666666666666666	0.7248677248677248	0.6880341880341879	0.6987179487179486	0.31196581196581197	0.7286324786324787	0.3141025641025641	0.7371794871794872
qwen3-14b	wikimqa	147.0	367.0	733.0	0.0	0.21541950113378686	0.1698455949137148	0.18417462482946792	0.7324263038548753	0.6821071752951862	0.6998635743519782	0.23356009070294784	0.20163487738419617	0.20873124147339697	0.7324263038548753	0.6830154405086285	0.7012278308321965	0.217687074829932	0.18982742960944599	0.19918144611186903	0.7278911564625851	0.6802906448683016	0.6984993178717599	0.024943310657596373	0.02633969118982743	0.024556616643929063	0.2947845804988662	0.27883742052679383	0.2837653478854025	0.08390022675736962	0.08356039963669393	0.0791268758526603	0.6984126984126985	0.6712079927338782	0.679399727148704	0.20163487738419617	0.6830154405086285	0.20873124147339697	0.7012278308321965
qwen3.5-27b	arc	61.0	152.0	304.0	0.0	0.29508196721311475	0.27631578947368424	0.2894736842105263	0.4098360655737705	0.3771929824561404	0.3815789473684211	0.6830601092896175	0.6513157894736842	0.6611842105263158	0.7650273224043715	0.7324561403508771	0.7302631578947368	0.6885245901639344	0.6907894736842105	0.6940789473684209	0.7759562841530055	0.7434210526315789	0.7467105263157895	0.7486338797814208	0.6885964912280702	0.7138157894736842	0.8360655737704917	0.7675438596491228	0.7796052631578947	0.5792349726775957	0.5504385964912281	0.5592105263157895	0.7049180327868853	0.6425438596491229	0.6480263157894737	0.6973684210526315	0.7675438596491228	0.7138157894736842	0.7796052631578947
qwen3.5-27b	gaia	10.0	25.0	50.0	0.0	0.2333333333333333	0.14666666666666667	0.14	0.5	0.4666666666666666	0.46	0.3	0.28	0.26	0.7000000000000001	0.6133333333333334	0.64	0.3	0.28	0.26	0.7000000000000001	0.64	0.66	0.4333333333333333	0.3066666666666667	0.32	0.5333333333333333	0.6000000000000001	0.6	0.4000000000000001	0.32	0.32	0.6	0.5866666666666668	0.58	0.3333333333333333	0.6533333333333333	0.32	0.66
qwen3.5-27b	hotpot	116.0	289.0	578.0	0.0	0.12931034482758622	0.1303344867358708	0.12802768166089964	0.6925287356321839	0.665513264129181	0.6591695501730104	0.20689655172413793	0.2029988465974625	0.2058823529411765	0.7097701149425287	0.7243367935409458	0.7162629757785467	0.16954022988505746	0.1510957324106113	0.15570934256055363	0.6522988505747126	0.6632064590542099	0.6626297577854672	0.1867816091954023	0.18108419838523646	0.18512110726643596	0.7155172413793104	0.7093425605536332	0.7076124567474048	0.1839080459770115	0.16262975778546715	0.17128027681660898	0.6810344827586207	0.693194925028835	0.6885813148788927	0.2029988465974625	0.7277970011534025	0.2058823529411765	0.7162629757785467
qwen3.5-27b	math500	32.0	79.0	157.0	0.0	0.15625	0.23206751054852318	0.20382165605095545	0.23958333333333334	0.2827004219409282	0.27388535031847133	0.4479166666666667	0.5400843881856541	0.47133757961783446	0.6041666666666666	0.5696202531645569	0.5477707006369427	0.4583333333333333	0.47257383966244726	0.42675159235668786	0.5520833333333334	0.5738396624472574	0.5414012738853503	0.4166666666666667	0.4767932489451477	0.44585987261146504	0.5729166666666666	0.5907172995780591	0.5605095541401274	0.4375	0.45569620253164556	0.41401273885350315	0.4791666666666667	0.49789029535864976	0.47133757961783446	0.5400843881856541	0.5907172995780591	0.47133757961783446	0.5605095541401274
