seed	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	63	126	True	0.19230769230769232	0.20634920634920634	0.15873015873015872	0.6153846153846154	0.4603174603174603	0.5396825396825397	0.2692307692307692	0.19047619047619047	0.2222222222222222	0.2692307692307692	0.31746031746031744	0.31746031746031744	0.2692307692307692	0.25396825396825395	0.2777777777777778	0.5769230769230769	0.5555555555555556	0.5555555555555556	0.25396825396825395	0.5555555555555556	0.2777777777777778	0.5555555555555556
2	26	63	126	True	0.07692307692307693	0.14285714285714285	0.15873015873015872	0.6153846153846154	0.5238095238095238	0.5396825396825397	0.2692307692307692	0.23809523809523808	0.2222222222222222	0.34615384615384615	0.31746031746031744	0.31746031746031744	0.2692307692307692	0.36507936507936506	0.2777777777777778	0.6153846153846154	0.5238095238095238	0.5555555555555556	0.36507936507936506	0.5238095238095238	0.2777777777777778	0.5555555555555556
3	26	63	126	True	0.19230769230769232	0.14285714285714285	0.15873015873015872	0.6538461538461539	0.5238095238095238	0.5396825396825397	0.34615384615384615	0.23809523809523808	0.2222222222222222	0.4230769230769231	0.3333333333333333	0.31746031746031744	0.2692307692307692	0.31746031746031744	0.2777777777777778	0.4230769230769231	0.6190476190476191	0.5555555555555556	0.31746031746031744	0.6190476190476191	0.2777777777777778	0.5555555555555556
4	26	63	126	True	0.11538461538461539	0.19047619047619047	0.15873015873015872	0.4230769230769231	0.6031746031746031	0.5396825396825397	0.2692307692307692	0.23809523809523808	0.2222222222222222	0.34615384615384615	0.3333333333333333	0.31746031746031744	0.3076923076923077	0.31746031746031744	0.2777777777777778	0.5384615384615384	0.6031746031746031	0.5555555555555556	0.31746031746031744	0.6031746031746031	0.2777777777777778	0.5555555555555556
5	26	63	126	True	0.23076923076923078	0.12698412698412698	0.15873015873015872	0.5384615384615384	0.5873015873015873	0.5396825396825397	0.3076923076923077	0.2222222222222222	0.2222222222222222	0.38461538461538464	0.3333333333333333	0.31746031746031744	0.38461538461538464	0.2857142857142857	0.2777777777777778	0.5384615384615384	0.6031746031746031	0.5555555555555556	0.2857142857142857	0.6031746031746031	0.2777777777777778	0.5555555555555556
6	26	63	126	True	0.15384615384615385	0.15873015873015872	0.15873015873015872	0.6153846153846154	0.5396825396825397	0.5396825396825397	0.23076923076923078	0.20634920634920634	0.2222222222222222	0.2692307692307692	0.31746031746031744	0.31746031746031744	0.3076923076923077	0.3333333333333333	0.2777777777777778	0.5	0.6666666666666666	0.5555555555555556	0.3333333333333333	0.6666666666666666	0.2777777777777778	0.5555555555555556
7	26	63	126	True	0.038461538461538464	0.23809523809523808	0.15873015873015872	0.5	0.5873015873015873	0.5396825396825397	0.15384615384615385	0.2698412698412698	0.2222222222222222	0.23076923076923078	0.36507936507936506	0.31746031746031744	0.3076923076923077	0.30158730158730157	0.2777777777777778	0.5769230769230769	0.5555555555555556	0.5555555555555556	0.30158730158730157	0.5873015873015873	0.2777777777777778	0.5555555555555556
8	26	63	126	True	0.19230769230769232	0.12698412698412698	0.15873015873015872	0.46153846153846156	0.5396825396825397	0.5396825396825397	0.34615384615384615	0.19047619047619047	0.2222222222222222	0.38461538461538464	0.30158730158730157	0.31746031746031744	0.34615384615384615	0.2698412698412698	0.2777777777777778	0.5769230769230769	0.5555555555555556	0.5555555555555556	0.2698412698412698	0.5555555555555556	0.2777777777777778	0.5555555555555556
9	26	63	126	True	0.19230769230769232	0.1746031746031746	0.15873015873015872	0.5384615384615384	0.5238095238095238	0.5396825396825397	0.19230769230769232	0.20634920634920634	0.2222222222222222	0.2692307692307692	0.31746031746031744	0.31746031746031744	0.2692307692307692	0.25396825396825395	0.2777777777777778	0.5384615384615384	0.5396825396825397	0.5555555555555556	0.25396825396825395	0.5396825396825397	0.2777777777777778	0.5555555555555556
10	26	63	126	True	0.15384615384615385	0.19047619047619047	0.15873015873015872	0.38461538461538464	0.5714285714285714	0.5396825396825397	0.19230769230769232	0.25396825396825395	0.2222222222222222	0.23076923076923078	0.3492063492063492	0.31746031746031744	0.19230769230769232	0.2698412698412698	0.2777777777777778	0.3076923076923077	0.5714285714285714	0.5555555555555556	0.2698412698412698	0.5714285714285714	0.2777777777777778	0.5555555555555556
