model	subset	n_val	n_test	n_full	gt_in_prompt	raffles_step@1_val	raffles_step@1_test	raffles_step@1_full	raffles_agent@1_val	raffles_agent@1_test	raffles_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
gpt-4o	arc	61.0	152.0	304.0	0.0	0.8087431693989071	0.8179824561403509	0.8190789473684209	0.907103825136612	0.8837719298245613	0.8815789473684209	0.8179824561403509	0.8837719298245613	0.8190789473684209	0.8815789473684209
gpt-4o	gaia	10.0	25.0	50.0	0.0	0.6333333333333333	0.52	0.56	0.8333333333333334	0.7200000000000001	0.7600000000000001	0.52	0.7200000000000001	0.56	0.7600000000000001
gpt-4o	hotpot	116.0	289.0	578.0	0.0	0.5689655172413793	0.6101499423298731	0.6003460207612457	0.7758620689655173	0.7843137254901961	0.7802768166089965	0.6101499423298731	0.7843137254901961	0.6003460207612457	0.7802768166089965
gpt-4o	math500	32.0	79.0	157.0	0.0	0.5	0.5569620253164557	0.535031847133758	0.59375	0.6329113924050632	0.5923566878980892	0.5569620253164557	0.6329113924050632	0.535031847133758	0.5923566878980892
gpt-4o	mmlu_pro	19.0	46.0	92.0	0.0	0.7368421052631579	0.6956521739130435	0.7065217391304349	0.7719298245614036	0.8550724637681159	0.8260869565217391	0.6956521739130435	0.8550724637681159	0.7065217391304349	0.8260869565217391
gpt-4o	musique	63.0	156.0	312.0	0.0	0.48677248677248675	0.5042735042735043	0.5	0.8201058201058201	0.7521367521367521	0.7756410256410257	0.5042735042735043	0.7521367521367521	0.5	0.7756410256410257
gpt-4o	wikimqa	147.0	367.0	733.0	0.0	0.6485260770975056	0.6521344232515894	0.6507503410641201	0.8072562358276644	0.7856494096276112	0.7926330150068214	0.6521344232515894	0.7856494096276112	0.6507503410641201	0.7926330150068214
