model	subset	method	status	rows	expected	no_pred	fmt_fail
gpt-4o	arc	raffles	DONE	304	304	0	8
gpt-4o	gaia	raffles	DONE	50	50	0	2
gpt-4o	hotpot	raffles	DONE	578	578	1	72
gpt-4o	math500	raffles	DONE	157	157	11	12
gpt-4o	mmlu_pro	raffles	DONE	92	92	0	10
gpt-4o	musique	raffles	DONE	312	312	0	55
gpt-4o	wikimqa	raffles	DONE	733	733	1	123
