model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder.s42_step@1_val	stepfinder.s42_step@1_test	stepfinder.s42_step@1_full	stepfinder.s42_agent@1_val	stepfinder.s42_agent@1_test	stepfinder.s42_agent@1_full	stepfinder.s43_step@1_val	stepfinder.s43_step@1_test	stepfinder.s43_step@1_full	stepfinder.s43_agent@1_val	stepfinder.s43_agent@1_test	stepfinder.s43_agent@1_full	stepfinder.s44_step@1_val	stepfinder.s44_step@1_test	stepfinder.s44_step@1_full	stepfinder.s44_agent@1_val	stepfinder.s44_agent@1_test	stepfinder.s44_agent@1_full	stepfinder.s45_step@1_val	stepfinder.s45_step@1_test	stepfinder.s45_step@1_full	stepfinder.s45_agent@1_val	stepfinder.s45_agent@1_test	stepfinder.s45_agent@1_full	stepfinder.s46_step@1_val	stepfinder.s46_step@1_test	stepfinder.s46_step@1_full	stepfinder.s46_agent@1_val	stepfinder.s46_agent@1_test	stepfinder.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3-embedding-0.6b	hand-crafted	12.0	29.0	58.0	0.0	0.14583333333333331	0.09482758620689655	0.10344827586206898	0.4041666666666666	0.41724137931034483	0.4137931034482759	0.08333333333333333	0.09137931034482757	0.08620689655172416	0.4625	0.48103448275862065	0.48275862068965514	0.13333333333333333	0.11724137931034484	0.12068965517241378	0.4166666666666667	0.43103448275862066	0.4137931034482759	0.12083333333333335	0.10517241379310345	0.12068965517241378	0.4125	0.4051724137931035	0.4137931034482759	0.15416666666666665	0.13103448275862067	0.1379310344827586	0.3625	0.3879310344827587	0.3793103448275862	0.15862068965517243	0.49827586206896557	0.1379310344827586	0.48275862068965514
qwen3-embedding-0.6b	algorithm-generated	26.0	63.0	126.0	0.0	0.20000000000000004	0.2214285714285714	0.21428571428571427	0.4807692307692307	0.5055555555555555	0.5	0.22115384615384617	0.22222222222222218	0.22222222222222224	0.44038461538461543	0.44682539682539685	0.4444444444444445	0.21538461538461542	0.2206349206349206	0.21428571428571427	0.41923076923076924	0.42142857142857143	0.41269841269841273	0.17500000000000002	0.17857142857142855	0.17460317460317457	0.4384615384615385	0.43650793650793657	0.43650793650793657	0.25	0.26190476190476186	0.25396825396825395	0.4173076923076923	0.44523809523809516	0.43650793650793657	0.26746031746031745	0.5111111111111111	0.25396825396825395	0.5
qwen3.5-9b	hand-crafted	12.0	29.0	58.0	0.0	0.11666666666666665	0.15862068965517237	0.15517241379310348	0.35416666666666663	0.3448275862068965	0.34482758620689663	0.06666666666666665	0.0896551724137931	0.08620689655172416	0.3708333333333333	0.35344827586206906	0.34482758620689663	0.11666666666666667	0.1568965517241379	0.15517241379310348	0.4208333333333334	0.45862068965517244	0.4310344827586207	0.029166666666666664	0.04655172413793103	0.05172413793103449	0.31666666666666665	0.2931034482758621	0.29310344827586204	0.11250000000000002	0.13965517241379313	0.1379310344827586	0.3541666666666667	0.35862068965517246	0.34482758620689663	0.1724137931034483	0.46034482758620693	0.15517241379310348	0.4310344827586207
qwen3.5-9b	algorithm-generated	26.0	63.0	126.0	0.0	0.21153846153846154	0.1865079365079365	0.19841269841269843	0.3923076923076923	0.38571428571428573	0.39682539682539686	0.16730769230769232	0.15238095238095237	0.1587301587301587	0.44807692307692315	0.43968253968253973	0.4444444444444445	0.20192307692307693	0.16190476190476186	0.17460317460317457	0.3961538461538462	0.373015873015873	0.38888888888888895	0.15769230769230771	0.1468253968253968	0.15079365079365076	0.4134615384615385	0.403968253968254	0.41269841269841273	0.21730769230769229	0.21825396825396823	0.21428571428571427	0.4538461538461539	0.4753968253968254	0.46825396825396826	0.22301587301587303	0.4809523809523809	0.21428571428571427	0.46825396825396826
deepseek-8b	hand-crafted	12.0	29.0	58.0	0.0	0.08333333333333333	0.10517241379310345	0.10344827586206898	0.4375	0.39827586206896554	0.39655172413793094	0.08333333333333334	0.05517241379310345	0.0689655172413793	0.28750000000000003	0.2724137931034483	0.2758620689655172	0.04166666666666667	0.07758620689655173	0.0689655172413793	0.38750000000000007	0.3517241379310345	0.34482758620689663	0.075	0.12586206896551724	0.12068965517241378	0.4125	0.46896551724137936	0.4482758620689656	0.0875	0.12068965517241378	0.12068965517241378	0.42499999999999993	0.45862068965517244	0.4482758620689656	0.1362068965517241	0.47758620689655185	0.12068965517241378	0.4482758620689656
deepseek-8b	algorithm-generated	26.0	63.0	126.0	0.0	0.2365384615384616	0.2246031746031746	0.22222222222222224	0.4442307692307693	0.4896825396825396	0.47619047619047616	0.2230769230769231	0.23015873015873015	0.22222222222222224	0.4557692307692308	0.4904761904761904	0.4841269841269841	0.2057692307692308	0.19444444444444445	0.19047619047619052	0.42115384615384616	0.45555555555555555	0.43650793650793657	0.15576923076923083	0.13095238095238093	0.1349206349206349	0.3711538461538461	0.42063492063492064	0.4047619047619048	0.19038461538461537	0.18095238095238095	0.1825396825396825	0.4153846153846155	0.4579365079365079	0.4444444444444445	0.24682539682539678	0.5047619047619047	0.22222222222222224	0.4841269841269841
qwen3.5-4b	hand-crafted	12.0	29.0	58.0	0.0	0.06666666666666667	0.0879310344827586	0.08620689655172416	0.35416666666666663	0.32931034482758625	0.3275862068965517	0.09583333333333331	0.12586206896551722	0.12068965517241378	0.3125	0.28793103448275864	0.29310344827586204	0.05416666666666666	0.09310344827586206	0.08620689655172416	0.31666666666666665	0.3017241379310344	0.29310344827586204	0.04166666666666667	0.07586206896551724	0.0689655172413793	0.3375	0.32241379310344825	0.31034482758620696	0.06666666666666665	0.11724137931034481	0.10344827586206898	0.3458333333333333	0.3379310344827586	0.3275862068965517	0.1362068965517241	0.34310344827586203	0.12068965517241378	0.3275862068965517
qwen3.5-4b	algorithm-generated	26.0	63.0	126.0	0.0	0.13846153846153847	0.13412698412698412	0.1349206349206349	0.4557692307692308	0.4603174603174603	0.4603174603174603	0.20384615384615387	0.20793650793650792	0.20634920634920637	0.4576923076923077	0.4428571428571429	0.4444444444444445	0.19615384615384618	0.1984126984126984	0.19841269841269843	0.4576923076923077	0.4841269841269841	0.4841269841269841	0.17307692307692307	0.17936507936507934	0.17460317460317457	0.451923076923077	0.44523809523809527	0.4444444444444445	0.15384615384615388	0.13968253968253969	0.14285714285714285	0.39038461538461544	0.39365079365079364	0.39682539682539686	0.22539682539682543	0.49603174603174605	0.20634920634920637	0.4841269841269841
qwen3-14b	hand-crafted	12.0	29.0	58.0	0.0	0.11666666666666667	0.15344827586206897	0.15517241379310348	0.5458333333333334	0.5551724137931034	0.5517241379310344	0.07916666666666665	0.0879310344827586	0.08620689655172416	0.32916666666666666	0.3017241379310345	0.29310344827586204	0.09166666666666666	0.10517241379310345	0.10344827586206898	0.3291666666666667	0.2982758620689655	0.29310344827586204	0.10416666666666666	0.1413793103448276	0.1379310344827586	0.375	0.37241379310344824	0.3620689655172413	0.07083333333333332	0.08965517241379309	0.08620689655172416	0.37083333333333335	0.3655172413793104	0.34482758620689663	0.16206896551724143	0.5551724137931034	0.15517241379310348	0.5517241379310344
qwen3-14b	algorithm-generated	26.0	63.0	126.0	0.0	0.25961538461538464	0.20714285714285713	0.22222222222222224	0.4865384615384615	0.4658730158730159	0.47619047619047616	0.20384615384615387	0.17539682539682538	0.1825396825396825	0.4173076923076923	0.4253968253968254	0.42857142857142855	0.2711538461538462	0.23809523809523805	0.246031746031746	0.4980769230769232	0.4896825396825396	0.5	0.22115384615384617	0.19841269841269837	0.20634920634920637	0.4365384615384616	0.4531746031746032	0.4523809523809524	0.24807692307692314	0.246031746031746	0.246031746031746	0.46153846153846156	0.49365079365079356	0.492063492063492	0.2587301587301587	0.5087301587301587	0.246031746031746	0.5
