seed	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	18	46	91	False													0.5	0.21739130434782608	0.27472527472527475	0.6666666666666666	0.7391304347826086	0.6923076923076923	0.21739130434782608	0.7391304347826086	0.27472527472527475	0.6923076923076923
2	18	46	91	False													0.16666666666666666	0.30434782608695654	0.27472527472527475	0.6111111111111112	0.6956521739130435	0.6923076923076923	0.30434782608695654	0.6956521739130435	0.27472527472527475	0.6923076923076923
3	18	46	91	False													0.3333333333333333	0.2826086956521739	0.27472527472527475	0.7777777777777778	0.6521739130434783	0.6923076923076923	0.2826086956521739	0.6521739130434783	0.27472527472527475	0.6923076923076923
4	18	46	91	False													0.3333333333333333	0.17391304347826086	0.27472527472527475	0.7777777777777778	0.6739130434782609	0.6923076923076923	0.17391304347826086	0.6739130434782609	0.27472527472527475	0.6923076923076923
5	18	46	91	False													0.2777777777777778	0.2391304347826087	0.27472527472527475	0.7777777777777778	0.717391304347826	0.6923076923076923	0.2391304347826087	0.717391304347826	0.27472527472527475	0.6923076923076923
6	18	46	91	False													0.3333333333333333	0.2826086956521739	0.27472527472527475	0.7777777777777778	0.717391304347826	0.6923076923076923	0.2826086956521739	0.717391304347826	0.27472527472527475	0.6923076923076923
7	18	46	91	False													0.3333333333333333	0.1956521739130435	0.27472527472527475	0.6666666666666666	0.6521739130434783	0.6923076923076923	0.1956521739130435	0.6521739130434783	0.27472527472527475	0.6923076923076923
8	18	46	91	False													0.2222222222222222	0.30434782608695654	0.27472527472527475	0.7222222222222222	0.717391304347826	0.6923076923076923	0.30434782608695654	0.717391304347826	0.27472527472527475	0.6923076923076923
9	18	46	91	False													0.2222222222222222	0.30434782608695654	0.27472527472527475	0.5555555555555556	0.782608695652174	0.6923076923076923	0.30434782608695654	0.782608695652174	0.27472527472527475	0.6923076923076923
10	18	46	91	False													0.2777777777777778	0.30434782608695654	0.27472527472527475	0.6111111111111112	0.7608695652173914	0.6923076923076923	0.30434782608695654	0.7608695652173914	0.27472527472527475	0.6923076923076923
11	18	46	91	False													0.2777777777777778	0.2826086956521739	0.27472527472527475	0.6111111111111112	0.7391304347826086	0.6923076923076923	0.2826086956521739	0.7391304347826086	0.27472527472527475	0.6923076923076923
12	18	46	91	False													0.2777777777777778	0.2391304347826087	0.27472527472527475	0.6111111111111112	0.6956521739130435	0.6923076923076923	0.2391304347826087	0.6956521739130435	0.27472527472527475	0.6923076923076923
13	18	46	91	False													0.2777777777777778	0.2826086956521739	0.27472527472527475	0.7777777777777778	0.717391304347826	0.6923076923076923	0.2826086956521739	0.717391304347826	0.27472527472527475	0.6923076923076923
14	18	46	91	False													0.3888888888888889	0.1956521739130435	0.27472527472527475	0.7777777777777778	0.6521739130434783	0.6923076923076923	0.1956521739130435	0.6521739130434783	0.27472527472527475	0.6923076923076923
15	18	46	91	False													0.16666666666666666	0.2608695652173913	0.27472527472527475	0.5	0.7391304347826086	0.6923076923076923	0.2608695652173913	0.7391304347826086	0.27472527472527475	0.6923076923076923
16	18	46	91	False													0.05555555555555555	0.32608695652173914	0.27472527472527475	0.7222222222222222	0.7391304347826086	0.6923076923076923	0.32608695652173914	0.7391304347826086	0.27472527472527475	0.6923076923076923
17	18	46	91	False													0.2222222222222222	0.2608695652173913	0.27472527472527475	0.6111111111111112	0.717391304347826	0.6923076923076923	0.2608695652173913	0.717391304347826	0.27472527472527475	0.6923076923076923
18	18	46	91	False													0.3888888888888889	0.30434782608695654	0.27472527472527475	0.7777777777777778	0.717391304347826	0.6923076923076923	0.30434782608695654	0.717391304347826	0.27472527472527475	0.6923076923076923
19	18	46	91	False													0.3333333333333333	0.2608695652173913	0.27472527472527475	0.6111111111111112	0.782608695652174	0.6923076923076923	0.2608695652173913	0.782608695652174	0.27472527472527475	0.6923076923076923
20	18	46	91	False													0.2222222222222222	0.34782608695652173	0.27472527472527475	0.6111111111111112	0.7608695652173914	0.6923076923076923	0.34782608695652173	0.7608695652173914	0.27472527472527475	0.6923076923076923
