model	subset	n_val	n_test	n_full	gt_in_prompt	correct_step@1_val	correct_step@1_test	correct_step@1_full	correct_agent@1_val	correct_agent@1_test	correct_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	code	26.0	64.0	127.0	1.0	0.1557692307692308	0.14453125	0.15748031496062995	0.85	0.84296875	0.84251968503937	0.14453125	0.84296875	0.15748031496062995	0.84251968503937
deepseek-8b	code	26.0	64.0	127.0	1.0	0.10384615384615384	0.0796875	0.08661417322834647	0.34615384615384615	0.328125	0.3228346456692914	0.0796875	0.328125	0.08661417322834647	0.3228346456692914
